name,address,latitude,longitude
大龍市場,站牌代碼 200005073,25.07488,121.514014
懷生國宅,站牌代碼 1001123,25.045008,121.535466
社子國小二,站牌代碼 670,25.090129,121.50186
捷運東門站4,站牌代碼 200005003,25.033676,121.527854
陽明大學男(女),站牌代碼 1001104,25.12257,121.510168
山上運動場,站牌代碼 1001212,24.979965,121.578018
龍興宮,站牌代碼 2025,25.028058,121.51087
公企中心,站牌代碼 2195,25.030047,121.527087
景勤2號公園,站牌代碼 1001349,25.025944,121.557888
捷運劍南路站(�,站牌代碼 4064,25.084369,121.555068
新薈芳,站牌代碼 878,25.147466,121.548677
德昌街口,站牌代碼 1829,25.025125,121.500343
大理服飾,站牌代碼 4626,25.034147,121.498768
行愛路,站牌代碼 1036,25.063949,121.580133
妙法寺,站牌代碼 9460,25.12285,121.58686
公園,站牌代碼 6725,25.017396,121.575675
綠園,站牌代碼 907,25.11719,121.55509
天程企業,站牌代碼 1009,25.05503,121.578409
長壽抽水站,站牌代碼 261,25.0613,121.59665
政大圖書館,站牌代碼 14688,24.986124,121.57678
富德,站牌代碼 4144,25.000107,121.590591
東明里,站牌代碼 1635,25.053841,121.59814
富德公墓12區,站牌代碼 4855,25.012401,121.58471
基隆路口,站牌代碼 1000269,25.049316,121.568427
福安國中,站牌代碼 895,25.103137,121.487199
大理高中,站牌代碼 1739,25.03167,121.490913
三元街,站牌代碼 1849,25.027444,121.513236
小坑口,站牌代碼 56088,24.986063,121.579711
鄭厝,站牌代碼 1000791,25.137868,121.571985
德行西路,站牌代碼 1001327,25.103905,121.521109
南港公園,站牌代碼 1648,25.045951,121.592114
三元南海路口,站牌代碼 1001446,25.029302,121.509316
新安路二,站牌代碼 870,25.124408,121.553318
陽明公園服務�,站牌代碼 251,25.15666,121.5398
士東路,站牌代碼 587,25.113196,121.53663
政大一,站牌代碼 1001409,24.987797,121.576009
興旺公園,站牌代碼 1001342,25.004945,121.549494
蘭雅國小,站牌代碼 4893,25.107957,121.52313
利陽藝術學苑,站牌代碼 4871,25.127656,121.464593
向陽公園,站牌代碼 2561,25.057303,121.592978
安泰橋,站牌代碼 4841,25.07792,121.61381
財政大樓,站牌代碼 1000758,25.033381,121.51568
圓山,站牌代碼 18010,24.970103,121.60048
石牌,站牌代碼 1000349,25.110091,121.51222
人壽一村,站牌代碼 1733,25.032065,121.489337
田尾湖,站牌代碼 1001266,25.161537,121.564943
下竹林,站牌代碼 563,25.129378,121.547589
政大一,站牌代碼 1001400,24.98828,121.576384
臺北商大(杭州),站牌代碼 1909,25.04197,121.526368
捷運國父紀念�,站牌代碼 389,25.04145,121.55901
聯合醫院婦幼�,站牌代碼 50685,25.029929,121.517979
山仔后,站牌代碼 557,25.138062,121.54684
碧溪橋,站牌代碼 901,25.11616,121.57392
大佳河濱公園,站牌代碼 1000904,25.073972,121.544035
國防醫學中心,站牌代碼 339,25.07121,121.590031
天山里,站牌代碼 1001361,25.11981,121.533459
公館地,站牌代碼 625,25.12548,121.55988
寶藏巖,站牌代碼 20293,25.011433,121.535909
天母里,站牌代碼 1000607,25.126156,121.534967
考試院,站牌代碼 2406,24.987303,121.549734
玉成國小,站牌代碼 4000,25.054385,121.5928
集應廟,站牌代碼 450,25.142327,121.489861
吳興國小(莊敬),站牌代碼 20251,25.026675,121.568058
中央南路,站牌代碼 56,25.132225,121.501444
黃石公廟,站牌代碼 4009,25.07762,121.60702
馬槽,站牌代碼 1052,25.180642,121.561768
中行里,站牌代碼 1001369,25.040172,121.584811
財政園區,站牌代碼 1000807,24.995846,121.540902
東湖社區,站牌代碼 1044,25.069687,121.618807
猴山坑,站牌代碼 57713,24.98279,121.589447
內江街,站牌代碼 1741,25.041538,121.505132
芬第社區,站牌代碼 5051,25.058367,121.596217
大磺嘴,站牌代碼 1000410,25.142474,121.522414
101國際購物中�,站牌代碼 2028,25.034314,121.565403
香檳新村,站牌代碼 1689,25.043806,121.586563
災害應變中心,站牌代碼 4998,25.029024,121.564797
潭美國小(舊宗),站牌代碼 1000222,25.057957,121.581074
風動石,站牌代碼 2429,25.001295,121.579256
錫安堂,站牌代碼 935,25.149476,121.549515
燒庚寮,站牌代碼 60143,25.13179,121.556933
萬芳國小,站牌代碼 2494,25.00146,121.567299
臺北車站(鄭州),站牌代碼 50042,25.048797,121.517464
天寶聖道宮,站牌代碼 97,25.168124,121.565248
忠誠路口,站牌代碼 50653,25.118045,121.535258
廣安宮,站牌代碼 2169,25.02332,121.56335
山仔后派出所,站牌代碼 558,25.134648,121.545793
天母國小,站牌代碼 50655,25.118951,121.526158
明水路一,站牌代碼 1266,25.08281,121.55175
北藝大圖書館,站牌代碼 401,25.1349,121.47136
敦化和平路口,站牌代碼 13116,25.023537,121.548426
捷運文德站(碧�,站牌代碼 4083,25.078447,121.584124
華興中學,站牌代碼 1000615,25.104113,121.538359
自來水處(辛亥),站牌代碼 15107,25.018051,121.548282
公館里,站牌代碼 55012,25.12663,121.56473
三總內湖站(急�,站牌代碼 4996,25.07078,121.593893
明德國中,站牌代碼 239,25.107279,121.517708
康寧派出所,站牌代碼 8532,25.081116,121.597895
內湖健康服務�,站牌代碼 200000038,25.070908,121.58926
萬芳派出所,站牌代碼 50052,25.00179,121.565972
溫歌華社區,站牌代碼 5050,25.058384,121.593643
白雲山莊,站牌代碼 1000622,25.123013,121.551546
大春山莊,站牌代碼 1001256,24.967357,121.568837
陽明高中,站牌代碼 1000115,25.092006,121.51734
中正新城,站牌代碼 1740,25.024801,121.503184
士林市場(銘傳�,站牌代碼 914,25.08818,121.523657
五分埤,站牌代碼 1000211,25.076133,121.621189
司法新村,站牌代碼 4028,24.9831,121.566536
天母新村,站牌代碼 644,25.121342,121.531344
潭美公園,站牌代碼 5048,25.059185,121.585739
南港軟體園區�,站牌代碼 1000252,25.056585,121.613921
中央站,站牌代碼 9408,25.107506,121.561404
泉源國小宿舍,站牌代碼 296,25.15057,121.52536
空軍總部,站牌代碼 2266,25.040593,121.538033
中央北路三段,站牌代碼 3966,25.136886,121.481933
八德敦化路口,站牌代碼 1488,25.048625,121.548782
長安松江路口,站牌代碼 1280,25.048692,121.532929
基隆路口二,站牌代碼 1569,25.047732,121.568142
內湖高中,站牌代碼 8523,25.079026,121.588332
永春國小,站牌代碼 15114,25.045005,121.577907
竹子湖,站牌代碼 167,25.172111,121.5339
磺仔外,站牌代碼 4190,25.160524,121.545273
西藏路口,站牌代碼 1759,25.02899,121.500457
雙溪國小,站牌代碼 958,25.106279,121.563186
明水路二,站牌代碼 1267,25.079489,121.552083
榮星花園,站牌代碼 1000773,25.063346,121.537546
華中河濱公園,站牌代碼 1800,25.017171,121.496094
土地公廟,站牌代碼 1000270,25.054317,121.596292
捷運西湖站,站牌代碼 1000723,25.082421,121.565868
永春里（忠孝�,站牌代碼 3926,25.041273,121.578902
新明路,站牌代碼 50430,25.057228,121.585446
大直國小,站牌代碼 1180,25.079712,121.545315
景明街口,站牌代碼 2458,25.001548,121.542204
萬芳路口,站牌代碼 2497,24.993887,121.571357
忠順街,站牌代碼 1000524,24.9842,121.5589
羅斯福浦城街�,站牌代碼 2360,25.022341,121.526617
臺北大學(臺北�,站牌代碼 6657,25.056599,121.537323
劍潭國小,站牌代碼 10207,25.080933,121.522826
河濱公園大佳�,站牌代碼 1000930,25.072731,121.540724
信義敦化路口,站牌代碼 13112,25.033713,121.548649
南京舊宗路口,站牌代碼 1001142,25.055985,121.579832
涼州重慶路口,站牌代碼 8624,25.06098,121.513509
名門社區,站牌代碼 36111,25.004811,121.567925
復興派出所,站牌代碼 56099,24.986892,121.5464
明湖國小(公共�,站牌代碼 1049,25.071633,121.60932
捷運龍山寺站,站牌代碼 3912,25.035396,121.50015
雙連市場,站牌代碼 1486,25.057047,121.516426
福林國小,站牌代碼 896,25.09592,121.52906
中影八德大樓,站牌代碼 1000666,25.047033,121.540979
內湖焚化廠(葫�,站牌代碼 1000205,25.062478,121.603466
民權建國路口,站牌代碼 1242,25.062349,121.536509
貴陽街,站牌代碼 1806,25.03945,121.505824
聯勤技術訓練�,站牌代碼 6729,25.022585,121.571885
圓山皇宮大廈,站牌代碼 863,25.083468,121.523228
時報廣場,站牌代碼 8601,25.068561,121.58313
捷運永春站(忠�,站牌代碼 2153,25.040733,121.575809
聯合醫院忠孝�,站牌代碼 4086,25.047521,121.58423
捷運唭哩岸站1,站牌代碼 200005013,25.120381,121.506695
三元街口,站牌代碼 1850,25.029992,121.509121
貓纜指南宮站,站牌代碼 2423,24.97869,121.58985
德行東路,站牌代碼 1000288,25.109033,121.531866
捷運景美站,站牌代碼 2445,24.993523,121.54072
西湖園,站牌代碼 1040,25.084682,121.581007
捷運復興崗站,站牌代碼 390,25.138268,121.485264
玉成國小,站牌代碼 1624,25.054071,121.591948
民權敦化路口,站牌代碼 1244,25.062017,121.547614
聯合報,站牌代碼 3929,25.041335,121.562836
七海文化園區,站牌代碼 4740,25.077815,121.535389
龍口市場,站牌代碼 6950,25.028318,121.509185
民權公園,站牌代碼 1511,25.061982,121.557269
三民路,站牌代碼 1492,25.057812,121.56341
仁愛紹興街口,站牌代碼 1868,25.038219,121.523559
國北教大實小,站牌代碼 2299,25.025554,121.540738
捷運後山埤站(�,站牌代碼 1000316,25.045397,121.581802
桂林昆明街口,站牌代碼 1761,25.0381,121.5043
東興路,站牌代碼 15105,25.046364,121.566731
後車站,站牌代碼 1000683,25.050504,121.513493
關渡宮,站牌代碼 1000707,25.117845,121.465117
內湖運動公園,站牌代碼 1004,25.06768,121.57451
士林官邸(中正),站牌代碼 1000618,25.096308,121.531489
萬芳派出所,站牌代碼 2492,25.001762,121.566257
景新里,站牌代碼 2161,25.029339,121.562316
木柵公園,站牌代碼 2404,24.987002,121.560606
湖山村,站牌代碼 20268,25.074409,121.615299
南港花園社區�,站牌代碼 1675,25.039941,121.59352
公館,站牌代碼 1000045,25.012096,121.538531
長庚醫院,站牌代碼 1544,25.056681,121.549269
自強隧道(大直�,站牌代碼 1255,25.083737,121.549307
延平一站(南京),站牌代碼 16016,25.0538,121.5113
五常街口,站牌代碼 6989,25.063699,121.544029
西湖國中,站牌代碼 1039,25.085623,121.565602
大同大學,站牌代碼 1170,25.0673,121.5223
老松國小,站牌代碼 1751,25.038228,121.502246
和平高中,站牌代碼 2253,25.020175,121.547575
葫蘆堵市場,站牌代碼 890,25.082974,121.509999
捷運公館站,站牌代碼 2310,25.015228,121.534086
社區發展協會,站牌代碼 9416,25.10937,121.560057
和平高中,站牌代碼 2254,25.01963,121.54746
土地公廟,站牌代碼 562,25.149602,121.560283
捷運景美站,站牌代碼 1000548,24.992249,121.540791
富台公園,站牌代碼 4830,25.042051,121.572028
信義通化街口,站牌代碼 2131,25.033087,121.553994
一德街口,站牌代碼 3972,25.128318,121.468789
百齡國小,站牌代碼 20377,25.087037,121.518596
台北企業總部�,站牌代碼 975,25.058152,121.587646
天母廣場,站牌代碼 50635,25.119132,121.530774
欣欣大眾公司,站牌代碼 1277,25.053562,121.525606
三玉宮,站牌代碼 561,25.117977,121.531184
新明路,站牌代碼 1121,25.057285,121.585144
大直高中,站牌代碼 1179,25.079494,121.542211
海巡署,站牌代碼 2431,24.99467,121.559376
大佳國小,站牌代碼 1173,25.07233,121.536369
西門市場(成都),站牌代碼 1752,25.04269,121.506654
夢幻湖停車場,站牌代碼 4843,25.169109,121.562434
前半嶺,站牌代碼 754,25.116555,121.568001
48號公園,站牌代碼 350,25.142739,121.512363
三元街,站牌代碼 20400,25.02775,121.512433
地震研究中心,站牌代碼 2240,25.015963,121.547978
信義敦化路口,站牌代碼 2286,25.03319,121.548108
陽明瀑布,站牌代碼 20365,25.15989,121.53633
市政府(松智),站牌代碼 6722,25.03681,121.565429
美仁里,站牌代碼 4006,25.04821,121.553906
礁坑,站牌代碼 938,25.11826,121.57552
華泰飯店,站牌代碼 10414,25.057854,121.524395
龍門國中(和平),站牌代碼 1001250,25.025821,121.538617
捷運科技大樓�,站牌代碼 1000231,25.026792,121.543183
民權東路六段(�,站牌代碼 8674,25.067261,121.598459
陽明山,站牌代碼 444,25.152339,121.547328
政大御花園,站牌代碼 50679,24.986054,121.587354
捷運中山站(志�,站牌代碼 1000692,25.052711,121.519675
捷運松江南京�,站牌代碼 200005024,25.052212,121.533815
崁頂,站牌代碼 1779,25.025024,121.513152
青年公園(正門),站牌代碼 20405,25.021416,121.506325
新喜里,站牌代碼 1370,25.066959,121.532923
世新大學,站牌代碼 56098,24.988546,121.544151
中國科技大學(�,站牌代碼 2511,24.999501,121.554092
酒泉街,站牌代碼 1457,25.072121,121.51345
天母,站牌代碼 635,25.1243,121.532717
三民健康路口(�,站牌代碼 1489,25.055368,121.563654
捷運士林站(中�,站牌代碼 1000356,25.094931,121.52564
水雲澗,站牌代碼 1001458,25.164614,121.543792
延三觀光夜市,站牌代碼 1479,25.063626,121.511221
下竹圍,站牌代碼 3869,25.097874,121.493375
將軍嶺,站牌代碼 50500,25.073809,121.590017
中山女高,站牌代碼 1000973,25.04943,121.53702
沙崙,站牌代碼 707,25.11344,121.56677
名門社區,站牌代碼 1001411,25.004637,121.567901
中華路北站,站牌代碼 1000067,25.044911,121.509322
內湖國中,站牌代碼 8618,25.077019,121.587823
士林高商,站牌代碼 7255,25.093949,121.517616
達人女中(臺灣�,站牌代碼 1133,25.08114,121.5868
康寧AIT社區,站牌代碼 8615,25.078822,121.598491
涼州重慶路口,站牌代碼 8625,25.060589,121.513605
興隆國小,站牌代碼 2538,25.001171,121.55332
青峰活動中心,站牌代碼 15109,25.015082,121.551301
信義建國路口,站牌代碼 2127,25.033351,121.539243
萬壽橋頭(新光),站牌代碼 2512,24.993482,121.57363
衡陽路口,站牌代碼 6685,25.042073,121.513237
新湖三路口(台�,站牌代碼 1000224,25.062864,121.57748
芝麻大廈,站牌代碼 1000237,25.048911,121.544088
菁山二,站牌代碼 835,25.146411,121.558929
南京新生北路�,站牌代碼 6697,25.05095,121.528271
幼華高中(北投),站牌代碼 5,25.134217,121.496765
龍口市場,站牌代碼 2024,25.029086,121.51172
大理高中,站牌代碼 1000095,25.031919,121.491328
忠孝大道路口,站牌代碼 2089,25.042496,121.581591
台北企業總部�,站牌代碼 50431,25.058184,121.587349
後港里,站牌代碼 761,25.089117,121.518166
捷運松江南京�,站牌代碼 6702,25.051771,121.533084
市政府(市府),站牌代碼 2063,25.038343,121.563696
吳興街口,站牌代碼 1000294,25.031594,121.5586
外雙溪(至善),站牌代碼 9450,25.0989,121.547708
復興南路（中�,站牌代碼 6992,25.04531,121.54399
臺大癌醫,站牌代碼 1066,25.014313,121.543621
捷運古亭站(和�,站牌代碼 6026,25.027172,121.523152
南港軟體園區�,站牌代碼 1000251,25.058613,121.614112
芝山公園,站牌代碼 9453,25.101358,121.53403
健康新城,站牌代碼 1562,25.053978,121.562662
立農國小,站牌代碼 157,25.117304,121.503614
國軍北投醫院,站牌代碼 1001294,25.139978,121.510043
進安公園,站牌代碼 6654,25.046052,121.537727
景美國小(景興),站牌代碼 2463,24.989825,121.542478
環南市場,站牌代碼 1837,25.028426,121.493132
中興中學,站牌代碼 20363,25.048133,121.543093
中央站,站牌代碼 50535,25.10754,121.56162
楓林橋,站牌代碼 9457,25.11686,121.58389
教師中心,站牌代碼 1001191,25.14998,121.54798
捷運信義安和�,站牌代碼 2119,25.033133,121.551363
葫東重慶路口,站牌代碼 50640,25.084615,121.512042
麗山街,站牌代碼 1153,25.081476,121.571404
捷運昆陽站,站牌代碼 20423,25.050052,121.59306
百齡里,站牌代碼 50643,25.084984,121.519515
天公堂,站牌代碼 4725,25.03724,121.62076
仁愛復興路口(�,站牌代碼 337,25.037854,121.543165
永吉松信路口,站牌代碼 4828,25.044926,121.571998
衛勤訓練中心,站牌代碼 1134,25.073588,121.602349
中正新城,站牌代碼 4643,25.024788,121.503291
中華路北站,站牌代碼 16206,25.045693,121.509565
大同大學,站牌代碼 16261,25.068603,121.524046
華江高中(西園),站牌代碼 1804,25.029658,121.495951
新民國小,站牌代碼 2333,25.022525,121.53203
舊莊,站牌代碼 1723,25.038111,121.62284
復興南路口,站牌代碼 6021,25.025167,121.542335
雙溪別墅,站牌代碼 9493,25.10549,121.557194
永倫里(延平),站牌代碼 5981,25.091249,121.500763
污水處理廠,站牌代碼 1433,25.076001,121.51173
興隆國小,站牌代碼 1000035,25.001519,121.553053
捷運雙連站,站牌代碼 1463,25.057215,121.518701
市議會,站牌代碼 2072,25.037029,121.562098
福德坑環保復�,站牌代碼 4859,25.006912,121.58952
聖人橋,站牌代碼 885,25.12488,121.58778
南港分局(向陽),站牌代碼 1647,25.055803,121.593856
捷運後山埤站(�,站牌代碼 2155,25.045235,121.581945
48號公園,站牌代碼 3277,25.142631,121.512447
酒泉重慶路口,站牌代碼 1505,25.073327,121.51367
捷運西湖站,站牌代碼 1000698,25.082197,121.565885
財政大樓,站牌代碼 1873,25.033565,121.515375
臺灣科技大學,站牌代碼 2232,25.014152,121.540464
東吳大學(錢穆�,站牌代碼 728,25.097445,121.541294
捷運南港站,站牌代碼 50124,25.052114,121.60835
松山車站(松山),站牌代碼 15113,25.047269,121.577913
修德國小,站牌代碼 1615,25.046622,121.589487
後山,站牌代碼 20239,25.184778,121.55836
圓環(重慶),站牌代碼 16018,25.05307,121.514032
廈門街口,站牌代碼 6947,25.025346,121.518123
泉源3號橋,站牌代碼 50668,25.15026,121.522365
臥龍富陽街口,站牌代碼 20297,25.018381,121.557209
捷運東湖站(南�,站牌代碼 1057,25.067207,121.611574
社子消防分隊,站牌代碼 5991,25.079412,121.511345
林森北路一,站牌代碼 1272,25.050371,121.525132
捷運大直站,站牌代碼 1000126,25.079924,121.54614
滬江中學,站牌代碼 2523,24.990889,121.53973
雙園街口,站牌代碼 1840,25.03129,121.49425
南京寧安街口�,站牌代碼 200005030,25.051534,121.552898
三總內湖站,站牌代碼 8677,25.071887,121.592023
信義杭州路口,站牌代碼 2126,25.035372,121.524643
關渡,站牌代碼 14638,25.12378,121.464792
文德二號公園,站牌代碼 1001287,25.076978,121.58365
富洲里八段,站牌代碼 5975,25.105828,121.484392
萬壽橋頭(木柵),站牌代碼 1000521,24.991309,121.570973
中山國小,站牌代碼 7607,25.063549,121.525923
成福路口,站牌代碼 6732,25.039558,121.588445
福德廟(行義),站牌代碼 14617,25.124595,121.526111
風櫃嘴,站牌代碼 774,25.132229,121.597276
外雙溪(故宮),站牌代碼 660,25.097172,121.546829
河堤國小,站牌代碼 1938,25.022443,121.52355
明德樂園,站牌代碼 735,25.11293,121.56491
劍南橋,站牌代碼 9492,25.10712,121.55737
華山公園,站牌代碼 7614,25.048095,121.524405
國稅局宿舍,站牌代碼 2143,25.034072,121.575161
捷運南京復興�,站牌代碼 50004,25.051804,121.543561
兒童新樂園,站牌代碼 4133,25.096205,121.515234
福安宮,站牌代碼 492,25.130649,121.504619
溪山派出所,站牌代碼 9423,25.11958,121.58447
大直美堤花園�,站牌代碼 9402,25.079853,121.55904
國華新村,站牌代碼 3924,25.04911,121.587959
明湖國中,站牌代碼 8534,25.070261,121.611642
中港抽水站,站牌代碼 7003,24.986991,121.552852
捷運市政府站,站牌代碼 2150,25.041016,121.565313
捷運忠孝新生�,站牌代碼 1000396,25.039981,121.532495
松山農會,站牌代碼 16001,25.050053,121.574015
三玉宮,站牌代碼 50647,25.118211,121.531111
麗山新村,站牌代碼 8545,25.085225,121.574267
公館,站牌代碼 2219,25.012162,121.538039
民權建國路口,站牌代碼 4081,25.062399,121.537454
通北街口,站牌代碼 9440,25.080588,121.541207
天師宮,站牌代碼 1408,25.06807,121.510835
宏國新村,站牌代碼 7249,25.115554,121.52051
仁愛國中,站牌代碼 2210,25.03658,121.552275
萬芳路口,站牌代碼 2499,24.993399,121.571656
臺大癌醫,站牌代碼 1065,25.014422,121.543749
朝陽公園(鈕釦�,站牌代碼 16201,25.055755,121.514105
南京公寓(捷運�,站牌代碼 50160,25.051502,121.564886
信義國中(松仁),站牌代碼 6680,25.028959,121.56826
中油大樓,站牌代碼 4831,25.039171,121.569464
捷運行天宮站,站牌代碼 6707,25.060536,121.533106
大直美堤花園�,站牌代碼 1333,25.080033,121.555658
松山車站2,站牌代碼 200005044,25.049799,121.577971
國立台灣戲曲�,站牌代碼 1079,25.08164,121.58736
捷運芝山站(福�,站牌代碼 50667,25.102203,121.524115
溫州街口,站牌代碼 6024,25.02653,121.532635
明山宮,站牌代碼 14614,25.127987,121.529142
莊敬里,站牌代碼 1000632,25.065116,121.565485
捷運中正紀念�,站牌代碼 1982,25.032297,121.518848
文化大學,站牌代碼 629,25.138088,121.546477
中華航空,站牌代碼 8604,25.062122,121.555822
南京龍江路口,站牌代碼 50002,25.051888,121.540169
成功中學(濟南),站牌代碼 1915,25.042368,121.523514
明倫高中,站牌代碼 1000169,25.07417,121.520028
行義路一,站牌代碼 7218,25.13277,121.528434
石潭公園,站牌代碼 1026,25.06211,121.59311
中影文化城,站牌代碼 624,25.09704,121.54455
南京林森路口,站牌代碼 16013,25.052114,121.525712
翠山街,站牌代碼 9417,25.107408,121.568725
惠濟宮,站牌代碼 9452,25.10193,121.53164
士林簡易庭,站牌代碼 50639,25.081979,121.513113
青年活動中心,站牌代碼 2270,25.020614,121.544367
重陽橋,站牌代碼 7257,25.086818,121.508524
南京敦化路口(�,站牌代碼 200005026,25.051836,121.55153
實踐國中,站牌代碼 2522,24.984374,121.554207
馬偕醫院,站牌代碼 1458,25.057559,121.521397
濱江國中,站牌代碼 9406,25.079972,121.561247
興德國小,站牌代碼 2542,25.000931,121.550326
信義敦化路口,站牌代碼 2329,25.033278,121.549361
台電大樓,站牌代碼 2230,25.018649,121.530644
安和敦化路口,站牌代碼 2211,25.039336,121.549163
聖人瀑布,站牌代碼 468,25.127092,121.587645
士林區行政中�,站牌代碼 575,25.09378,121.520213
吉林國小,站牌代碼 6700,25.05342,121.527271
信義大安路口,站牌代碼 2112,25.033232,121.54577
金山泰安街口,站牌代碼 2339,25.03979,121.528677
明湖國小(公共�,站牌代碼 50442,25.07181,121.609308
中原街口(老人�,站牌代碼 1346,25.058185,121.52925
庫倫街口,站牌代碼 1453,25.072586,121.519217
木柵,站牌代碼 56107,24.988696,121.566362
中山市場,站牌代碼 1000064,25.051235,121.521963
民權大龍街口,站牌代碼 1427,25.062982,121.516469
第二殯儀館,站牌代碼 2323,25.013622,121.553194
東興路一,站牌代碼 1542,25.05013,121.56523
捷運松江南京�,站牌代碼 1000806,25.052321,121.533014
南京新村,站牌代碼 1551,25.052989,121.556952
臺北市立圖書�,站牌代碼 200005074,25.074201,121.513281
建成公園,站牌代碼 10202,25.054536,121.518448
中研新村,站牌代碼 1611,25.04483,121.61555
成淵高中,站牌代碼 165,25.062226,121.518152
名山里,站牌代碼 9451,25.102102,121.529402
台北美國 / 日�,站牌代碼 570,25.11588,121.52797
木南公園,站牌代碼 2521,24.984828,121.57011
貓纜動物園站,站牌代碼 1000436,24.9968,121.576778
行義路二,站牌代碼 7217,25.135763,121.528711
101國際購物中�,站牌代碼 2044,25.034635,121.565536
成功路三段,站牌代碼 1029,25.08028,121.590238
紫雲里,站牌代碼 8517,25.078043,121.600002
捷運中山國中�,站牌代碼 1575,25.060913,121.544363
仁愛林森路口,站牌代碼 20403,25.039391,121.521603
捷運西門站,站牌代碼 1000079,25.042517,121.508267
懷生國中,站牌代碼 2351,25.039627,121.543567
力行國小,站牌代碼 2362,24.981661,121.560289
興隆市場,站牌代碼 1000037,24.999606,121.547436
榮星花園(民權),站牌代碼 20265,25.062503,121.540525
辛亥國小,站牌代碼 1000446,25.007283,121.558894
捷運中正紀念�,站牌代碼 1978,25.033744,121.517331
和平西路一段,站牌代碼 3906,25.026638,121.517504
捷運東門站(金�,站牌代碼 6678,25.03323,121.527242
聯合醫院陽明�,站牌代碼 941,25.105383,121.530588
捷運台電大樓�,站牌代碼 2353,25.020009,121.528899
石油新村,站牌代碼 50654,25.10707,121.526296
遠東國際飯店,站牌代碼 200005072,25.02644,121.54926
社子派出所,站牌代碼 739,25.08943,121.505971
麗山街,站牌代碼 8410,25.081107,121.571848
捷運葫洲站(康�,站牌代碼 1089,25.072468,121.607465
捷運劍潭站(中�,站牌代碼 803,25.085353,121.525327
捷運劍潭站(基�,站牌代碼 1000170,25.084918,121.52477
北投公園,站牌代碼 113,25.136505,121.50435
捷運北投站(北�,站牌代碼 358,25.132266,121.497963
寧波重慶路口,站牌代碼 1000399,25.029145,121.515566
中原街口(老人�,站牌代碼 10415,25.057799,121.529312
大愛電視臺,站牌代碼 1000389,25.123677,121.471449
民族東路口,站牌代碼 1233,25.067377,121.527602
民權復興路口,站牌代碼 1000329,25.062184,121.544702
河堤國小,站牌代碼 6945,25.023049,121.523324
木柵市場,站牌代碼 2384,24.987972,121.568689
信義行政中心(�,站牌代碼 2122,25.033691,121.568446
捷運大橋頭站,站牌代碼 8626,25.064457,121.513486
公務人員訓練�,站牌代碼 50051,25.002012,121.562162
松平路口,站牌代碼 2102,25.030967,121.568183
忠孝敦化路口,站牌代碼 2262,25.042116,121.548787
辛亥國小,站牌代碼 2408,25.006795,121.558385
西藏路,站牌代碼 4636,25.029714,121.501589
振興醫院,站牌代碼 318,25.117647,121.521924
永嶺,站牌代碼 683,25.10685,121.545213
大道路,站牌代碼 2034,25.040208,121.582657
力行國小,站牌代碼 1000554,24.9814,121.559784
中正高中,站牌代碼 1000348,25.105815,121.517376
臺北市立圖書�,站牌代碼 200000033,25.04307,121.57757
捷運大安森林�,站牌代碼 1000057,25.033564,121.53542
頂好市場,站牌代碼 3915,25.041444,121.54761
龍安國小(公務�,站牌代碼 2344,25.024682,121.534532
南港高工(重陽),站牌代碼 1001375,25.058039,121.605866
百齡里,站牌代碼 699,25.085244,121.519305
文林國小,站牌代碼 94,25.107084,121.5151
昆明街口,站牌代碼 1762,25.03528,121.501993
萬芳6號公園,站牌代碼 4663,24.999654,121.569055
新東街口,站牌代碼 1588,25.059004,121.566585
信義新生路口,站牌代碼 6670,25.033234,121.532866
延平國小,站牌代碼 1438,25.066175,121.510953
新生公園(建國),站牌代碼 1367,25.066654,121.534435
考試院,站牌代碼 56100,24.987592,121.550077
西松國小,站牌代碼 50003,25.05272,121.563929
富陽街口,站牌代碼 2085,25.020977,121.555946
滬江中學,站牌代碼 1000547,24.990976,121.540334
捷運後山埤站(�,站牌代碼 378,25.045207,121.583032
臺北市區監理�,站牌代碼 4004,25.048547,121.560263
捷運復興崗站,站牌代碼 3965,25.138009,121.484949
士林簡易庭,站牌代碼 591,25.081845,121.512431
螢橋國小,站牌代碼 2018,25.02598,121.514768
市民住宅,站牌代碼 60124,25.036676,121.557691
美麗華,站牌代碼 1322,25.084817,121.558119
大湖,站牌代碼 968,25.084541,121.600183
雙溪公園,站牌代碼 9446,25.098072,121.5381
昌吉重慶路口,站牌代碼 1441,25.065794,121.513758
臺北車站(忠孝),站牌代碼 1000082,25.046597,121.516789
冷水坑服務站,站牌代碼 50522,25.16609,121.56331
仁愛建國路口�,站牌代碼 2204,25.038577,121.539457
行忠路口,站牌代碼 1000225,25.064368,121.576262
消防局(松仁),站牌代碼 2139,25.039991,121.568621
臺北車站(重慶),站牌代碼 1891,25.046566,121.513206
臺大資訊大樓,站牌代碼 15108,25.021046,121.540919
國泰新村(木新),站牌代碼 3993,24.981849,121.561776
振興公園,站牌代碼 10001486,25.118643,121.52352
中山老人住宅,站牌代碼 1347,25.0572,121.52728
舊莊國小,站牌代碼 3891,25.039299,121.621147
木新區民活動�,站牌代碼 20341,24.981941,121.556554
紗帽馬場,站牌代碼 4824,25.140401,121.532654
興德國小,站牌代碼 1000858,25.001066,121.550061
松山磚廠,站牌代碼 1634,25.052203,121.584202
雅祥公園,站牌代碼 4825,25.04775,121.5721
