listing_id,aspect,mentions,pos,neg,avg_score,neg_ratio,pos_ratio
54015309,早餐餐飲,2,2,0,1.0,0.0,1.0
54015309,清潔,2,2,0,1.0,0.0,1.0
54015309,空間大小,2,1,0,0.5,0.0,0.5
54015309,網路WiFi,2,1,0,0.5,0.0,0.5
54015309,衛浴熱水,1,0,0,0.0,0.0,0.0
54015309,設備廚房,2,0,0,0.0,0.0,0.0
54015309,隔音噪音,1,0,0,0.0,0.0,0.0
54030098,位置交通,5,4,0,2.8,0.0,0.8
54030098,性價比,3,2,0,1.333,0.0,0.6667
54030098,房東服務,12,9,1,1.167,0.0833,0.75
54030098,早餐餐飲,1,1,0,1.0,0.0,1.0
54030098,清潔,3,3,0,1.333,0.0,1.0
54030098,空調冷氣,1,0,0,0.0,0.0,0.0
54030098,空間大小,4,2,0,0.75,0.0,0.5
54030098,衛浴熱水,1,1,0,1.0,0.0,1.0
54030098,隔音噪音,1,1,0,1.0,0.0,1.0
54202164,位置交通,1,1,0,1.0,0.0,1.0
54202164,性價比,1,1,0,1.0,0.0,1.0
54232272,位置交通,7,5,0,1.429,0.0,0.7143
54232272,入住流程,4,2,0,0.75,0.0,0.5
54232272,床與睡眠,3,2,0,0.667,0.0,0.6667
54232272,性價比,2,1,1,0.5,0.5,0.5
54232272,房東服務,10,6,0,1.2,0.0,0.6
54232272,早餐餐飲,6,0,0,0.0,0.0,0.0
54232272,清潔,8,7,0,1.5,0.0,0.875
54232272,空調冷氣,1,1,0,1.0,0.0,1.0
54232272,空間大小,4,3,0,1.25,0.0,0.75
54232272,網路WiFi,1,0,0,0.0,0.0,0.0
54232272,衛浴熱水,3,0,0,0.0,0.0,0.0
54232272,設備廚房,6,2,0,0.5,0.0,0.3333
54232272,隔音噪音,2,1,0,1.0,0.0,0.5
54375285,位置交通,2,2,0,1.5,0.0,1.0
54375285,房東服務,1,1,0,2.0,0.0,1.0
54375288,位置交通,8,8,0,3.125,0.0,1.0
54375288,入住流程,2,1,0,1.0,0.0,0.5
54375288,床與睡眠,3,2,0,0.667,0.0,0.6667
54375288,性價比,1,0,1,-2.0,1.0,0.0
54375288,房東服務,5,5,0,2.6,0.0,1.0
54375288,早餐餐飲,4,3,0,1.75,0.0,0.75
54375288,清潔,4,2,0,1.25,0.0,0.5
54375288,空調冷氣,3,0,1,-0.333,0.3333,0.0
54375288,空間大小,4,1,1,0.75,0.25,0.25
54375288,網路WiFi,1,1,0,2.0,0.0,1.0
54375288,衛浴熱水,2,1,0,0.5,0.0,0.5
54375288,設備廚房,3,0,0,0.0,0.0,0.0
54375288,隔音噪音,2,2,0,1.5,0.0,1.0
543128115053691489,位置交通,29,20,0,1.448,0.0,0.6897
543128115053691489,停車,1,0,1,-1.0,1.0,0.0
543128115053691489,入住流程,9,4,0,0.778,0.0,0.4444
543128115053691489,床與睡眠,4,2,1,0.25,0.25,0.5
543128115053691489,性價比,3,1,0,0.333,0.0,0.3333
543128115053691489,房東服務,20,10,0,1.25,0.0,0.5
543128115053691489,早餐餐飲,8,3,0,0.75,0.0,0.375
543128115053691489,清潔,15,14,0,1.667,0.0,0.9333
543128115053691489,空調冷氣,2,0,0,0.0,0.0,0.0
543128115053691489,空間大小,9,5,3,0.222,0.3333,0.5556
543128115053691489,衛浴熱水,5,2,2,0.2,0.4,0.4
543128115053691489,設備廚房,9,3,1,0.444,0.1111,0.3333
543128115053691489,隔音噪音,2,1,1,0.5,0.5,0.5
546409692310722784,位置交通,10,9,0,3.2,0.0,0.9
546409692310722784,停車,1,1,0,3.0,0.0,1.0
546409692310722784,入住流程,4,3,0,0.75,0.0,0.75
546409692310722784,床與睡眠,1,1,0,1.0,0.0,1.0
546409692310722784,性價比,3,3,0,2.667,0.0,1.0
546409692310722784,房東服務,8,8,0,2.25,0.0,1.0
546409692310722784,清潔,8,8,0,2.625,0.0,1.0
546409692310722784,空間大小,5,5,0,2.2,0.0,1.0
546409692310722784,網路WiFi,1,0,0,0.0,0.0,0.0
546409692310722784,衛浴熱水,1,0,0,0.0,0.0,0.0
546409692310722784,設備廚房,2,1,0,0.5,0.0,0.5
546409692310722784,隔音噪音,3,3,0,2.667,0.0,1.0
553799356522154464,位置交通,30,20,1,1.9,0.0333,0.6667
553799356522154464,入住流程,8,3,0,0.875,0.0,0.375
553799356522154464,床與睡眠,9,5,0,0.667,0.0,0.5556
553799356522154464,性價比,8,5,0,0.75,0.0,0.625
553799356522154464,房東服務,22,13,2,1.182,0.0909,0.5909
553799356522154464,早餐餐飲,3,1,1,0.0,0.3333,0.3333
553799356522154464,清潔,9,9,0,1.222,0.0,1.0
553799356522154464,空調冷氣,1,1,0,1.0,0.0,1.0
553799356522154464,空間大小,17,8,4,0.529,0.2353,0.4706
553799356522154464,網路WiFi,3,1,0,0.333,0.0,0.3333
553799356522154464,衛浴熱水,10,3,3,0.0,0.3,0.3
553799356522154464,設備廚房,2,1,0,0.5,0.0,0.5
553799356522154464,隔音噪音,1,1,0,1.0,0.0,1.0
558916297882079871,房東服務,1,1,0,2.0,0.0,1.0
565335882602857660,空調冷氣,1,0,0,0.0,0.0,0.0
566922573675632024,位置交通,1,0,0,0.0,0.0,0.0
566922573675632024,入住流程,1,0,0,0.0,0.0,0.0
566922573675632024,房東服務,2,1,0,0.5,0.0,0.5
566922573675632024,早餐餐飲,1,0,0,0.0,0.0,0.0
566922573675632024,空調冷氣,1,0,0,0.0,0.0,0.0
566922573675632024,隔音噪音,1,1,0,1.0,0.0,1.0
583067321148967409,位置交通,7,5,1,1.143,0.1429,0.7143
583067321148967409,停車,1,0,0,0.0,0.0,0.0
583067321148967409,入住流程,1,0,0,0.0,0.0,0.0
583067321148967409,床與睡眠,1,0,1,-1.0,1.0,0.0
583067321148967409,性價比,4,2,0,0.5,0.0,0.5
583067321148967409,房東服務,6,5,0,1.167,0.0,0.8333
583067321148967409,清潔,4,4,0,1.75,0.0,1.0
583067321148967409,空間大小,4,1,2,0.25,0.5,0.25
583067321148967409,衛浴熱水,3,2,1,0.667,0.3333,0.6667
583067321148967409,設備廚房,2,1,0,1.5,0.0,0.5
583067321148967409,隔音噪音,2,1,1,1.0,0.5,0.5
584397169228651241,位置交通,10,8,0,1.9,0.0,0.8
584397169228651241,入住流程,3,2,0,0.667,0.0,0.6667
584397169228651241,床與睡眠,1,0,0,0.0,0.0,0.0
584397169228651241,性價比,1,1,0,1.0,0.0,1.0
584397169228651241,房東服務,11,10,1,1.545,0.0909,0.9091
584397169228651241,早餐餐飲,5,2,0,0.4,0.0,0.4
584397169228651241,空調冷氣,1,0,0,0.0,0.0,0.0
584397169228651241,空間大小,2,1,1,2.0,0.5,0.5
584397169228651241,衛浴熱水,1,0,1,-1.0,1.0,0.0
584397169228651241,設備廚房,4,3,1,0.75,0.25,0.75
584397169228651241,隔音噪音,3,3,0,1.0,0.0,1.0
584965920791848091,位置交通,29,24,0,2.517,0.0,0.8276
584965920791848091,入住流程,5,1,1,0.2,0.2,0.2
584965920791848091,床與睡眠,4,3,0,1.25,0.0,0.75
584965920791848091,性價比,2,1,0,1.0,0.0,0.5
584965920791848091,房東服務,36,32,0,2.5,0.0,0.8889
584965920791848091,早餐餐飲,5,2,0,0.8,0.0,0.4
584965920791848091,清潔,16,15,0,1.812,0.0,0.9375
584965920791848091,空間大小,9,8,0,1.556,0.0,0.8889
584965920791848091,網路WiFi,1,0,0,0.0,0.0,0.0
584965920791848091,衛浴熱水,6,3,0,0.5,0.0,0.5
584965920791848091,設備廚房,3,1,0,0.667,0.0,0.3333
584965920791848091,隔音噪音,3,2,0,1.0,0.0,0.6667
584987073519906652,位置交通,23,16,0,1.348,0.0,0.6957
584987073519906652,停車,1,0,0,0.0,0.0,0.0
584987073519906652,入住流程,6,2,2,-0.167,0.3333,0.3333
584987073519906652,床與睡眠,7,2,1,0.429,0.1429,0.2857
584987073519906652,房東服務,16,10,2,1.938,0.125,0.625
584987073519906652,早餐餐飲,5,1,0,0.2,0.0,0.2
584987073519906652,清潔,13,12,0,1.692,0.0,0.9231
584987073519906652,空調冷氣,2,2,0,2.5,0.0,1.0
584987073519906652,空間大小,11,10,0,1.545,0.0,0.9091
584987073519906652,網路WiFi,2,1,0,0.5,0.0,0.5
584987073519906652,衛浴熱水,1,0,0,0.0,0.0,0.0
584987073519906652,設備廚房,1,0,0,0.0,0.0,0.0
584987073519906652,隔音噪音,7,0,3,-0.571,0.4286,0.0
585354074023616622,位置交通,8,4,0,1.5,0.0,0.5
585354074023616622,入住流程,1,1,0,1.0,0.0,1.0
585354074023616622,床與睡眠,3,0,0,0.0,0.0,0.0
585354074023616622,性價比,1,1,0,2.0,0.0,1.0
585354074023616622,房東服務,7,5,1,1.571,0.1429,0.7143
585354074023616622,早餐餐飲,1,0,0,0.0,0.0,0.0
585354074023616622,清潔,3,3,0,2.0,0.0,1.0
585354074023616622,空調冷氣,1,0,0,0.0,0.0,0.0
585354074023616622,空間大小,7,2,1,0.429,0.1429,0.2857
585354074023616622,網路WiFi,1,0,0,0.0,0.0,0.0
585354074023616622,衛浴熱水,2,2,0,2.5,0.0,1.0
585354074023616622,設備廚房,1,0,0,0.0,0.0,0.0
585354074023616622,隔音噪音,2,1,0,0.5,0.0,0.5
585594887046717747,早餐餐飲,1,0,0,0.0,0.0,0.0
585594887046717747,空間大小,1,1,0,4.0,0.0,1.0
586049538291581878,位置交通,11,11,0,2.364,0.0,1.0
586049538291581878,床與睡眠,6,6,0,2.167,0.0,1.0
586049538291581878,性價比,2,2,0,1.5,0.0,1.0
586049538291581878,房東服務,2,1,0,0.5,0.0,0.5
586049538291581878,清潔,7,6,0,1.143,0.0,0.8571
586049538291581878,空間大小,7,2,1,0.286,0.1429,0.2857
586049538291581878,衛浴熱水,3,2,0,1.0,0.0,0.6667
586049538291581878,設備廚房,2,2,0,1.0,0.0,1.0
586049538291581878,隔音噪音,4,3,1,0.5,0.25,0.75
586116150277538889,位置交通,5,1,0,0.4,0.0,0.2
586116150277538889,床與睡眠,1,1,0,2.0,0.0,1.0
586116150277538889,性價比,2,2,0,1.5,0.0,1.0
586116150277538889,房東服務,2,1,0,0.5,0.0,0.5
586116150277538889,早餐餐飲,2,1,0,0.5,0.0,0.5
586116150277538889,清潔,1,1,0,1.0,0.0,1.0
586116150277538889,空間大小,2,1,0,0.5,0.0,0.5
588578447165226770,位置交通,4,3,0,2.25,0.0,0.75
588578447165226770,入住流程,1,0,0,0.0,0.0,0.0
588578447165226770,清潔,1,1,0,8.0,0.0,1.0
588578447165226770,空間大小,1,1,0,4.0,0.0,1.0
588587947911203277,位置交通,4,3,0,1.0,0.0,0.75
588587947911203277,入住流程,1,0,0,0.0,0.0,0.0
588587947911203277,房東服務,2,2,0,1.5,0.0,1.0
588587947911203277,清潔,1,1,0,2.0,0.0,1.0
588587947911203277,隔音噪音,1,1,0,2.0,0.0,1.0
592179386940120956,位置交通,2,2,0,2.0,0.0,1.0
592179386940120956,床與睡眠,1,1,0,2.0,0.0,1.0
592179386940120956,房東服務,1,1,0,1.0,0.0,1.0
592179386940120956,早餐餐飲,1,1,0,1.0,0.0,1.0
592179386940120956,空間大小,1,0,0,0.0,0.0,0.0
592179386940120956,網路WiFi,1,1,0,6.0,0.0,1.0
595099964731233345,位置交通,33,28,0,1.455,0.0,0.8485
595099964731233345,入住流程,6,2,0,0.5,0.0,0.3333
595099964731233345,床與睡眠,6,2,0,0.333,0.0,0.3333
595099964731233345,性價比,4,4,0,1.0,0.0,1.0
595099964731233345,房東服務,17,12,0,1.824,0.0,0.7059
595099964731233345,早餐餐飲,6,1,3,-0.333,0.5,0.1667
595099964731233345,清潔,9,8,0,1.111,0.0,0.8889
595099964731233345,空調冷氣,2,1,1,0.0,0.5,0.5
595099964731233345,空間大小,6,2,3,-0.333,0.5,0.3333
595099964731233345,網路WiFi,2,2,0,1.0,0.0,1.0
595099964731233345,衛浴熱水,4,0,1,-0.25,0.25,0.0
595099964731233345,設備廚房,2,2,0,1.5,0.0,1.0
595099964731233345,隔音噪音,10,4,4,0.2,0.4,0.4
595198913752338079,位置交通,24,16,0,1.458,0.0,0.6667
595198913752338079,停車,1,1,0,1.0,0.0,1.0
595198913752338079,入住流程,5,0,0,0.0,0.0,0.0
595198913752338079,床與睡眠,5,3,0,1.8,0.0,0.6
595198913752338079,性價比,3,2,0,1.0,0.0,0.6667
595198913752338079,房東服務,22,19,1,2.5,0.0455,0.8636
595198913752338079,早餐餐飲,5,1,0,0.6,0.0,0.2
595198913752338079,清潔,7,7,0,1.857,0.0,1.0
595198913752338079,空調冷氣,1,0,0,0.0,0.0,0.0
595198913752338079,空間大小,4,2,0,0.5,0.0,0.5
595198913752338079,網路WiFi,2,1,0,0.5,0.0,0.5
595198913752338079,衛浴熱水,4,2,1,0.5,0.25,0.5
595198913752338079,設備廚房,2,0,0,0.0,0.0,0.0
595198913752338079,隔音噪音,7,6,0,1.143,0.0,0.8571
597355672309763856,位置交通,2,2,0,4.0,0.0,1.0
597355672309763856,床與睡眠,1,0,0,0.0,0.0,0.0
597355672309763856,性價比,1,1,0,1.0,0.0,1.0
597355672309763856,房東服務,3,3,0,3.333,0.0,1.0
597355672309763856,空調冷氣,1,0,0,0.0,0.0,0.0
597355672309763856,空間大小,1,0,1,-1.0,1.0,0.0
597355672309763856,網路WiFi,1,0,0,0.0,0.0,0.0
597355672309763856,衛浴熱水,1,0,0,0.0,0.0,0.0
597355672309763856,設備廚房,1,0,0,0.0,0.0,0.0
597355672309763856,隔音噪音,1,1,0,2.0,0.0,1.0
598418091492374057,位置交通,13,11,0,2.0,0.0,0.8462
598418091492374057,入住流程,2,0,0,0.0,0.0,0.0
598418091492374057,床與睡眠,5,3,0,1.0,0.0,0.6
598418091492374057,性價比,1,1,0,2.0,0.0,1.0
598418091492374057,房東服務,9,5,0,2.556,0.0,0.5556
598418091492374057,早餐餐飲,2,1,0,0.5,0.0,0.5
598418091492374057,清潔,7,6,0,1.143,0.0,0.8571
598418091492374057,空間大小,6,2,3,0.167,0.5,0.3333
598418091492374057,衛浴熱水,3,0,1,-0.333,0.3333,0.0
598418091492374057,設備廚房,2,0,1,-0.5,0.5,0.0
598418091492374057,隔音噪音,1,1,0,1.0,0.0,1.0
599566144826569048,位置交通,23,18,0,1.652,0.0,0.7826
599566144826569048,入住流程,5,1,2,-0.6,0.4,0.2
599566144826569048,床與睡眠,7,1,2,-0.571,0.2857,0.1429
599566144826569048,性價比,7,4,1,0.571,0.1429,0.5714
599566144826569048,房東服務,14,7,2,1.143,0.1429,0.5
599566144826569048,早餐餐飲,1,0,1,-1.0,1.0,0.0
599566144826569048,清潔,11,8,1,0.909,0.0909,0.7273
599566144826569048,空調冷氣,1,1,0,1.0,0.0,1.0
599566144826569048,空間大小,4,1,2,-0.5,0.5,0.25
599566144826569048,網路WiFi,1,0,1,-1.0,1.0,0.0
599566144826569048,衛浴熱水,3,0,0,0.0,0.0,0.0
599566144826569048,隔音噪音,5,2,1,0.2,0.2,0.4
603149787093760445,位置交通,1,1,0,1.0,0.0,1.0
603149787093760445,房東服務,1,1,0,1.0,0.0,1.0
603206616203878856,位置交通,2,2,0,1.5,0.0,1.0
603206616203878856,床與睡眠,1,1,0,1.0,0.0,1.0
603206616203878856,性價比,1,1,0,1.0,0.0,1.0
603206616203878856,房東服務,1,1,0,1.0,0.0,1.0
603206616203878856,早餐餐飲,1,1,0,1.0,0.0,1.0
603206616203878856,清潔,1,1,0,1.0,0.0,1.0
603206616203878856,空間大小,1,1,0,1.0,0.0,1.0
603212115285005212,位置交通,29,21,1,1.31,0.0345,0.7241
603212115285005212,入住流程,3,1,0,0.333,0.0,0.3333
603212115285005212,床與睡眠,7,4,0,1.429,0.0,0.5714
603212115285005212,性價比,8,3,1,0.625,0.125,0.375
603212115285005212,房東服務,16,8,2,1.125,0.125,0.5
603212115285005212,早餐餐飲,4,3,0,0.75,0.0,0.75
603212115285005212,清潔,10,9,0,1.4,0.0,0.9
603212115285005212,空調冷氣,1,1,0,2.0,0.0,1.0
603212115285005212,空間大小,8,3,2,0.25,0.25,0.375
603212115285005212,網路WiFi,1,1,0,1.0,0.0,1.0
603212115285005212,衛浴熱水,8,3,0,0.625,0.0,0.375
603212115285005212,設備廚房,5,1,2,0.0,0.4,0.2
603212115285005212,隔音噪音,7,4,1,0.571,0.1429,0.5714
606150273343087319,位置交通,27,21,1,1.926,0.037,0.7778
606150273343087319,入住流程,3,1,0,0.667,0.0,0.3333
606150273343087319,床與睡眠,2,1,0,2.0,0.0,0.5
606150273343087319,性價比,7,5,0,1.143,0.0,0.7143
606150273343087319,房東服務,12,9,0,2.333,0.0,0.75
606150273343087319,早餐餐飲,4,0,0,0.0,0.0,0.0
606150273343087319,清潔,10,8,1,2.5,0.1,0.8
606150273343087319,空調冷氣,1,1,0,1.0,0.0,1.0
606150273343087319,空間大小,6,3,1,-0.167,0.1667,0.5
606150273343087319,衛浴熱水,3,1,1,0.0,0.3333,0.3333
606150273343087319,設備廚房,2,2,0,1.5,0.0,1.0
606150273343087319,隔音噪音,4,2,1,0.25,0.25,0.5
607392027274830714,位置交通,5,5,0,2.2,0.0,1.0
607392027274830714,入住流程,1,1,0,1.0,0.0,1.0
607392027274830714,房東服務,2,2,0,2.5,0.0,1.0
607392027274830714,清潔,4,4,0,2.0,0.0,1.0
607392027274830714,空調冷氣,1,0,0,0.0,0.0,0.0
607392027274830714,隔音噪音,1,0,0,0.0,0.0,0.0
607424808505975318,房東服務,1,1,0,6.0,0.0,1.0
607424808505975318,清潔,1,1,0,2.0,0.0,1.0
607424808505975318,空間大小,1,1,0,2.0,0.0,1.0
607424808505975318,設備廚房,1,0,0,0.0,0.0,0.0
607988525046664723,位置交通,30,22,0,1.467,0.0,0.7333
607988525046664723,入住流程,5,2,1,0.2,0.2,0.4
607988525046664723,床與睡眠,4,2,0,0.75,0.0,0.5
607988525046664723,性價比,1,1,0,2.0,0.0,1.0
607988525046664723,房東服務,23,15,1,1.043,0.0435,0.6522
607988525046664723,早餐餐飲,5,2,0,1.2,0.0,0.4
607988525046664723,清潔,10,9,0,1.7,0.0,0.9
607988525046664723,空間大小,14,8,2,0.929,0.1429,0.5714
607988525046664723,衛浴熱水,4,1,1,0.0,0.25,0.25
607988525046664723,設備廚房,1,0,0,0.0,0.0,0.0
607988525046664723,隔音噪音,6,5,0,1.667,0.0,0.8333
608237838734598375,位置交通,4,3,0,1.25,0.0,0.75
608237838734598375,入住流程,1,1,0,1.0,0.0,1.0
608237838734598375,房東服務,2,2,0,4.0,0.0,1.0
608237838734598375,清潔,1,1,0,1.0,0.0,1.0
608237838734598375,空間大小,2,1,1,0.0,0.5,0.5
608237838734598375,衛浴熱水,1,1,0,2.0,0.0,1.0
608479828591172333,位置交通,11,10,1,2.818,0.0909,0.9091
608479828591172333,入住流程,4,2,1,0.75,0.25,0.5
608479828591172333,床與睡眠,5,3,1,1.4,0.2,0.6
608479828591172333,房東服務,11,10,1,3.455,0.0909,0.9091
608479828591172333,清潔,13,13,0,2.385,0.0,1.0
608479828591172333,空間大小,10,7,2,1.1,0.2,0.7
608479828591172333,衛浴熱水,1,1,0,3.0,0.0,1.0
608479828591172333,設備廚房,2,2,0,2.0,0.0,1.0
608479828591172333,隔音噪音,2,1,0,1.0,0.0,0.5
611105690830189126,房東服務,1,1,0,1.0,0.0,1.0
611105690830189126,空間大小,1,0,0,0.0,0.0,0.0
611112364009512307,位置交通,1,1,0,2.0,0.0,1.0
611112364009512307,房東服務,1,1,0,1.0,0.0,1.0
614112087293818612,位置交通,28,23,0,2.214,0.0,0.8214
614112087293818612,入住流程,14,7,0,0.786,0.0,0.5
614112087293818612,床與睡眠,10,6,3,0.7,0.3,0.6
614112087293818612,性價比,6,5,0,1.5,0.0,0.8333
614112087293818612,房東服務,14,9,0,1.286,0.0,0.6429
614112087293818612,早餐餐飲,2,1,0,0.5,0.0,0.5
614112087293818612,清潔,15,12,2,1.333,0.1333,0.8
614112087293818612,空調冷氣,2,0,1,-0.5,0.5,0.0
614112087293818612,空間大小,11,8,2,1.273,0.1818,0.7273
614112087293818612,網路WiFi,1,0,0,0.0,0.0,0.0
614112087293818612,衛浴熱水,8,3,2,0.125,0.25,0.375
614112087293818612,設備廚房,2,0,1,-0.5,0.5,0.0
614112087293818612,隔音噪音,3,2,0,1.0,0.0,0.6667
621345722427642047,位置交通,62,48,0,1.597,0.0,0.7742
621345722427642047,入住流程,6,1,0,0.167,0.0,0.1667
621345722427642047,床與睡眠,10,4,1,0.3,0.1,0.4
621345722427642047,性價比,11,7,1,1.0,0.0909,0.6364
621345722427642047,房東服務,37,25,0,1.919,0.0,0.6757
621345722427642047,早餐餐飲,14,7,1,0.714,0.0714,0.5
621345722427642047,清潔,17,17,0,1.882,0.0,1.0
621345722427642047,空調冷氣,5,3,0,0.6,0.0,0.6
621345722427642047,空間大小,17,9,3,0.471,0.1765,0.5294
621345722427642047,網路WiFi,1,1,0,1.0,0.0,1.0
621345722427642047,衛浴熱水,9,1,0,0.222,0.0,0.1111
621345722427642047,設備廚房,4,0,1,-0.25,0.25,0.0
621345722427642047,隔音噪音,4,4,0,2.25,0.0,1.0
632364417150708971,位置交通,65,50,1,1.6,0.0154,0.7692
632364417150708971,入住流程,12,2,0,0.167,0.0,0.1667
632364417150708971,床與睡眠,18,10,2,0.667,0.1111,0.5556
632364417150708971,性價比,11,8,0,1.091,0.0,0.7273
632364417150708971,房東服務,57,40,1,1.754,0.0175,0.7018
632364417150708971,早餐餐飲,25,9,0,0.44,0.0,0.36
632364417150708971,清潔,29,26,0,1.655,0.0,0.8966
632364417150708971,空調冷氣,7,3,0,0.429,0.0,0.4286
632364417150708971,空間大小,34,27,2,1.618,0.0588,0.7941
632364417150708971,網路WiFi,3,2,0,0.667,0.0,0.6667
632364417150708971,衛浴熱水,6,3,0,0.5,0.0,0.5
632364417150708971,設備廚房,16,4,0,0.375,0.0,0.25
632364417150708971,隔音噪音,24,6,9,-0.042,0.375,0.25
634380548147047814,位置交通,15,10,0,2.733,0.0,0.6667
634380548147047814,性價比,1,1,0,2.0,0.0,1.0
634380548147047814,房東服務,9,8,0,2.222,0.0,0.8889
634380548147047814,清潔,9,9,0,2.0,0.0,1.0
634380548147047814,空調冷氣,2,0,0,0.0,0.0,0.0
634380548147047814,空間大小,7,7,0,1.857,0.0,1.0
634380548147047814,衛浴熱水,1,0,1,-1.0,1.0,0.0
634380548147047814,設備廚房,2,1,0,0.5,0.0,0.5
634380548147047814,隔音噪音,5,2,1,0.6,0.2,0.4
638931724930557209,位置交通,25,16,1,1.96,0.04,0.64
638931724930557209,入住流程,3,2,0,1.0,0.0,0.6667
638931724930557209,床與睡眠,4,1,1,0.0,0.25,0.25
638931724930557209,性價比,3,2,0,0.667,0.0,0.6667
638931724930557209,房東服務,12,7,0,1.0,0.0,0.5833
638931724930557209,早餐餐飲,2,1,0,1.0,0.0,0.5
638931724930557209,清潔,11,9,1,1.909,0.0909,0.8182
638931724930557209,空間大小,9,3,3,-0.111,0.3333,0.3333
638931724930557209,網路WiFi,3,2,0,0.667,0.0,0.6667
638931724930557209,衛浴熱水,1,0,0,0.0,0.0,0.0
638931724930557209,設備廚房,2,1,1,1.5,0.5,0.5
638931724930557209,隔音噪音,3,2,0,1.0,0.0,0.6667
640442340503577089,位置交通,15,12,0,1.133,0.0,0.8
640442340503577089,入住流程,3,0,0,0.0,0.0,0.0
640442340503577089,床與睡眠,3,0,0,0.0,0.0,0.0
640442340503577089,性價比,1,0,0,0.0,0.0,0.0
640442340503577089,房東服務,11,7,1,1.636,0.0909,0.6364
640442340503577089,早餐餐飲,3,0,1,-0.333,0.3333,0.0
640442340503577089,清潔,3,3,0,1.0,0.0,1.0
640442340503577089,空調冷氣,3,0,0,0.0,0.0,0.0
640442340503577089,空間大小,4,2,1,0.25,0.25,0.5
640442340503577089,網路WiFi,3,1,0,0.333,0.0,0.3333
640442340503577089,衛浴熱水,3,2,0,0.667,0.0,0.6667
640442340503577089,隔音噪音,4,1,0,0.25,0.0,0.25
643618390826795095,房東服務,1,1,0,1.0,0.0,1.0
643618390826795095,空間大小,1,1,0,2.0,0.0,1.0
644925084925117398,位置交通,50,38,0,1.7,0.0,0.76
644925084925117398,入住流程,18,4,0,0.333,0.0,0.2222
644925084925117398,床與睡眠,13,7,2,0.615,0.1538,0.5385
644925084925117398,性價比,2,2,0,1.5,0.0,1.0
644925084925117398,房東服務,53,38,0,1.453,0.0,0.717
644925084925117398,早餐餐飲,6,3,0,0.5,0.0,0.5
644925084925117398,清潔,29,27,0,2.069,0.0,0.931
644925084925117398,空調冷氣,4,0,0,0.0,0.0,0.0
644925084925117398,空間大小,50,32,4,1.12,0.08,0.64
644925084925117398,衛浴熱水,6,3,1,0.5,0.1667,0.5
644925084925117398,設備廚房,8,3,0,0.75,0.0,0.375
644925084925117398,隔音噪音,8,4,2,0.375,0.25,0.5
644934431503211688,位置交通,12,9,0,1.583,0.0,0.75
644934431503211688,入住流程,3,1,0,1.333,0.0,0.3333
644934431503211688,性價比,1,1,0,2.0,0.0,1.0
644934431503211688,房東服務,14,10,0,1.714,0.0,0.7143
644934431503211688,早餐餐飲,2,0,0,0.0,0.0,0.0
644934431503211688,清潔,6,6,0,1.5,0.0,1.0
644934431503211688,空間大小,10,8,0,1.9,0.0,0.8
644934431503211688,衛浴熱水,1,1,0,1.0,0.0,1.0
644934431503211688,設備廚房,2,2,0,1.0,0.0,1.0
644934431503211688,隔音噪音,1,1,0,2.0,0.0,1.0
644938150695603541,位置交通,22,17,0,1.818,0.0,0.7727
644938150695603541,入住流程,3,2,0,0.667,0.0,0.6667
644938150695603541,床與睡眠,2,1,0,0.5,0.0,0.5
644938150695603541,性價比,1,0,0,0.0,0.0,0.0
644938150695603541,房東服務,14,9,0,1.286,0.0,0.6429
644938150695603541,早餐餐飲,3,2,0,0.667,0.0,0.6667
644938150695603541,清潔,11,11,0,2.091,0.0,1.0
644938150695603541,空間大小,5,4,1,2.0,0.2,0.8
644938150695603541,衛浴熱水,1,0,1,-2.0,1.0,0.0
644938150695603541,設備廚房,3,0,0,0.0,0.0,0.0
644938150695603541,隔音噪音,1,0,1,-1.0,1.0,0.0
644941598518737548,位置交通,35,31,0,1.829,0.0,0.8857
644941598518737548,入住流程,6,3,1,0.833,0.1667,0.5
644941598518737548,床與睡眠,5,3,0,1.4,0.0,0.6
644941598518737548,性價比,2,2,0,3.5,0.0,1.0
644941598518737548,房東服務,39,28,2,1.821,0.0513,0.7179
644941598518737548,早餐餐飲,5,3,0,0.8,0.0,0.6
644941598518737548,清潔,11,11,0,1.909,0.0,1.0
644941598518737548,空調冷氣,2,0,1,-1.0,0.5,0.0
644941598518737548,空間大小,23,14,1,1.391,0.0435,0.6087
644941598518737548,網路WiFi,1,0,1,-2.0,1.0,0.0
644941598518737548,衛浴熱水,6,1,1,0.0,0.1667,0.1667
644941598518737548,設備廚房,2,0,1,-1.0,0.5,0.0
644941598518737548,隔音噪音,2,1,0,0.5,0.0,0.5
644944205779333886,位置交通,13,8,0,1.923,0.0,0.6154
644944205779333886,入住流程,4,2,0,1.0,0.0,0.5
644944205779333886,床與睡眠,1,1,0,2.0,0.0,1.0
644944205779333886,性價比,1,1,0,3.0,0.0,1.0
644944205779333886,房東服務,8,4,0,1.0,0.0,0.5
644944205779333886,早餐餐飲,4,3,0,0.75,0.0,0.75
644944205779333886,清潔,4,4,0,1.25,0.0,1.0
644944205779333886,空調冷氣,1,0,0,0.0,0.0,0.0
644944205779333886,空間大小,5,3,1,0.8,0.2,0.6
644944205779333886,衛浴熱水,1,0,0,0.0,0.0,0.0
644944205779333886,設備廚房,3,1,0,0.333,0.0,0.3333
