id,host_id,latitude,longitude,neighbourhood_cleansed,room_type,Y_vacancy,Y_high_risk,accommodates,bedrooms,beds,bathrooms_count,is_shared_bath,price,minimum_nights,maximum_nights,min_nights_avg_ntm,instant_bookable,self_checkin,room_type_code,neighbourhood_code,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price_pctl_nbhd,score_pctl_nbhd,amenities_vs_median,nbr_density_1km,nbr_density_same_type_1km,host_acceptance_rate,host_response_rate,response_speed,host_is_superhost,host_listings_count,calculated_host_listings_count,host_tenure_days,desc_len,host_about_len,neighborhood_overview_len,amenities_count,hotel_count_1km,hotel_count_500m,airbnb_hotel_supply_ratio,price_per_person,price_per_bedroom,beds_per_person,dist_to_nearest_mrt_m,mrt_count_500m,bus_stops_count_300m,bus_stops_count_500m,conv_stores_count_200m,conv_stores_count_500m,restaurants_count_500m,dist_to_nearest_park_m,park_count_500m,dist_to_nearest_clinic_m,dist_to_nearest_school_m,avg_review_sentiment,avg_review_length,has_no_reviews
68398,339014,25.0287746,121.55468591047,大安區,Entire home/apt,0.7095890410958904,1,1,1.0,1.0,1.0,False,1098.0,30,365,30.0,0,0,0,8,4.71,4.86,4.57,4.93,4.93,5.0,4.86,0.0454545454545454,0.2532786885245902,0.7878787878787878,452,301,0.82,1.0,3.0,1,3,3,5380,68,150,683,26,16,5,26.58823529411765,1098.0,1098.0,1.0,489.7369958036221,2,8,21,4,26,515,126.3162170622571,5,213.4138211884696,303.7803281948161,0.7898857142857143,343.14285714285717,0
271733,242033,25.00581,121.55518,文山區,Entire home/apt,0.1342465753424657,0,2,2.0,2.0,1.0,False,1200.0,14,182,14.0,0,0,0,9,4.97,4.96,4.93,4.97,4.99,4.8,4.91,0.1794871794871795,0.6875,1.3703703703703705,23,18,0.67,1.0,2.0,1,1,1,5487,526,279,177,37,0,0,23.0,600.0,600.0,1.0,200.80362273853063,1,2,8,0,3,11,115.22107162052492,4,543.5358610560921,268.6965200798307,0.8380866666666668,540.6,0
272314,1425203,25.04224,121.54265,大安區,Entire home/apt,0.9808219178082191,1,1,1.0,1.0,1.0,False,1220.0,90,1125,90.0,0,0,0,8,4.2,4.14,4.29,3.86,4.14,4.71,3.71,0.073959938366718,0.0393442622950819,0.2727272727272727,418,354,,,0.0,0,1,1,5063,223,74,166,9,30,7,13.483870967741936,1220.0,1220.0,1.0,69.95135913340036,5,8,22,6,29,485,60.07742252543076,6,175.6721879464523,254.06035781418663,0.6898,271.22222222222223,0
289296,1338052,25.04287,121.55112,大安區,Entire home/apt,0.4986301369863014,0,4,2.0,2.0,1.0,False,2622.0,30,1125,30.0,0,0,0,8,4.59,4.69,4.83,4.79,4.86,4.9,4.55,0.4268104776579353,0.1311475409836065,0.5151515151515151,470,396,1.0,1.0,4.0,1,2,2,5088,34,165,0,17,23,9,19.58333333333333,655.5,1311.0,0.5,147.0598143636186,8,7,17,8,38,941,398.7720441017096,2,100.36586648142308,477.4870484631117,0.5846379310344827,281.13793103448273,0
289298,1338052,25.08091,121.55902,中山區,Entire home/apt,0.873972602739726,1,2,1.0,1.0,1.0,False,2195.0,30,1125,30.0,0,0,0,0,4.84,4.87,4.94,4.91,4.96,4.61,4.72,0.4339250493096647,0.5079155672823219,0.8979591836734694,22,13,1.0,1.0,4.0,1,2,2,5088,40,165,0,22,10,9,2.0,1097.5,2195.0,0.5,482.2324319004442,1,11,20,8,14,100,102.0143690835146,18,511.72613711355785,224.68351207866084,0.8198533333333333,479.53333333333336,0
333362,6542367,25.07893,121.55061,中山區,Entire home/apt,0.8931506849315068,1,2,1.0,1.0,1.0,False,1719.0,3,30,3.0,0,1,0,0,4.75,4.71,4.56,4.72,4.89,4.7,4.73,0.2504930966469428,0.3773087071240105,1.469387755102041,16,11,,,0.0,0,1,1,4513,118,50,124,36,3,1,4.0,859.5,1719.0,0.5,366.6832930855449,3,4,11,3,13,108,211.07932358384045,12,299.60164591312883,124.59409032963394,0.9669399999999999,673.7666666666667,0
646629,3204303,25.01708136358273,121.53232686857233,大安區,Entire home/apt,0.2712328767123287,0,3,1.0,1.0,1.0,False,2220.0,2,60,2.0,0,0,0,8,4.65,4.7,4.47,4.79,4.9,4.88,4.61,0.3328197226502311,0.1770491803278688,1.4848484848484849,279,125,0.97,1.0,4.0,1,1,1,4800,249,351,576,49,11,4,23.25,740.0,2220.0,0.3333333333333333,251.54245647552327,6,9,17,5,15,265,103.41101400494318,3,121.07925567016144,204.94787914462796,0.9509166666666666,433.4,0
718493,3705836,25.0692,121.58582,內湖區,Entire home/apt,0.6246575342465753,0,4,2.0,2.0,1.0,False,1509.0,35,730,35.0,0,0,0,3,4.59,4.57,4.46,4.77,4.82,4.43,4.52,0.1111111111111111,0.217391304347826,1.3333333333333333,6,6,0.82,0.98,4.0,1,26,26,4749,315,343,0,46,2,0,2.0,377.25,754.5,0.5,1025.2268528481543,0,4,12,5,10,56,162.08266121332284,3,198.32022567207568,45.24438198932368,0.47890333333333335,377.4,0
761561,4014285,25.02463,121.52318,中正區,Entire home/apt,0.3616438356164383,0,2,0.0,1.0,1.0,False,1537.0,5,150,5.0,0,0,0,1,4.77,4.84,4.7,4.88,4.95,4.91,4.77,0.1872246696035242,0.3337182448036951,1.3571428571428572,435,193,1.0,1.0,4.0,1,1,1,4718,297,117,116,38,10,3,39.54545454545455,768.5,,0.5,98.51628663373803,9,11,22,5,23,213,291.2979736978916,3,258.0800916363472,161.33547412653354,0.6745300000000001,246.9,0
869581,4581891,25.12665,121.53418,士林區,Entire home/apt,0.9972602739726028,1,3,1.0,2.0,1.5,False,3061.0,364,1125,364.0,0,0,0,6,4.91,4.85,4.94,4.91,4.94,4.79,4.68,0.6228070175438597,0.7135922330097088,1.6206896551724137,6,4,,,0.0,0,3,2,4653,312,119,366,47,0,0,6.0,1020.3333333333334,3061.0,0.6666666666666666,2306.327990929932,0,7,12,0,7,9,256.50746391910417,4,879.3440453992752,1013.0390706007367,0.8342966666666667,423.3333333333333,0
963051,5247611,25.03648,121.5581,信義區,Private room,0.6602739726027397,0,2,1.0,1.0,1.0,False,1422.0,3,1125,3.0,0,0,2,2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.6982248520710059,0.8838709677419355,0.6956521739130435,496,90,0.77,1.0,4.0,0,5,4,4598,71,17,0,16,27,5,17.714285714285715,711.0,1422.0,0.5,519.7175377738035,0,8,17,4,21,466,253.14028977020584,4,12.857891166212692,366.4943011537764,0.6249,15.0,0
983054,5386798,25.03723,121.61464,南港區,Private room,0.9972602739726028,1,3,2.0,3.0,1.0,True,510.0,31,365,31.0,0,0,2,5,4.33,4.44,4.08,4.5,4.8,4.3,4.38,0.3571428571428571,0.5217391304347826,1.2777777777777777,4,3,0.0,0.33,1.0,0,2,2,4588,388,225,0,23,0,0,4.0,170.0,255.0,1.0,1798.3365577847176,0,7,13,0,3,2,105.2528433863199,5,237.28366955487053,612.8361121743072,0.5706,245.16666666666666,0
1015037,339014,25.041624884945406,121.54974724342638,大安區,Entire home/apt,0.8794520547945206,1,2,1.0,1.0,1.0,False,1402.0,30,365,30.0,0,0,0,8,4.78,4.78,4.56,4.78,4.78,4.67,4.78,0.1124807395993836,0.3868852459016393,0.8484848484848485,503,429,0.82,1.0,3.0,1,3,3,5380,194,150,0,28,30,12,16.225806451612904,701.0,1402.0,0.5,17.17484163523759,10,7,20,6,35,897,316.65188568015805,3,122.84789236454796,287.33383171013287,0.7000666666666667,258.22222222222223,0
1037747,4581891,25.13702,121.50899,北投區,Entire home/apt,0.9945205479452056,1,2,1.0,1.0,1.5,False,1156.0,365,1125,365.0,0,0,0,4,4.64,4.82,4.67,4.74,4.87,4.71,4.82,0.0303030303030303,0.0666666666666666,1.0,33,14,,,0.0,0,3,2,4653,238,119,242,35,24,19,1.32,578.0,1156.0,0.5,550.2607870902413,0,8,32,1,4,38,86.48493592086848,6,592.8107550369588,320.87832449535176,0.7481166666666667,551.7,0
1072856,5785514,25.05152,121.56966,松山區,Hotel room,0.3232876712328767,0,2,1.0,1.0,1.0,True,2709.0,1,90,1.1,1,0,1,10,4.7,4.71,4.64,4.83,4.86,4.11,4.61,0.25,0.1764705882352941,1.375,197,12,1.0,1.0,4.0,1,7,7,4561,322,422,593,44,18,9,10.36842105263158,1354.5,2709.0,0.5,498.6931175436756,1,10,26,1,22,211,213.93723005568373,6,60.63549948401453,294.5155138751425,0.6693266666666666,296.8666666666667,0
1072857,5785514,25.05159,121.56966,松山區,Hotel room,0.3589041095890411,0,2,1.0,2.0,,False,3123.0,1,90,1.0,1,0,1,10,4.71,4.73,4.84,4.9,4.89,4.38,4.65,0.3333333333333333,0.2352941176470588,1.71875,197,12,1.0,1.0,4.0,1,7,7,4561,329,422,593,55,17,9,10.944444444444445,1561.5,3123.0,1.0,498.6356990659209,1,10,26,1,22,210,211.6382195517943,6,67.11246399551054,302.2481949090072,0.32293333333333335,189.23333333333332,0
1094125,51827,25.04175,121.55308,大安區,Entire home/apt,0.2,0,4,2.0,2.0,2.0,False,4700.0,20,730,19.7,1,1,0,8,4.79,4.84,4.79,4.89,4.83,4.94,4.59,0.8089368258859785,0.4065573770491803,1.0606060606060606,444,370,1.0,1.0,4.0,1,4,4,5808,435,1505,375,35,23,10,18.5,1175.0,2350.0,0.5,140.2443904306441,12,6,21,10,35,856,286.01176621345684,1,166.3564262488405,520.5434302001034,0.7810933333333333,534.0,0
1097851,6033578,25.04173,121.56663,信義區,Entire home/apt,0.9123287671232876,1,3,1.0,1.0,1.5,False,3018.0,2,30,2.0,0,1,0,2,4.7,4.6,4.56,4.87,4.92,4.95,4.55,0.6062052505966588,0.2429667519181585,1.1470588235294117,266,202,0.93,1.0,3.0,1,1,1,4545,175,220,0,39,16,7,15.647058823529411,1006.0,3018.0,0.3333333333333333,76.01183342441891,4,9,20,10,24,435,184.6545620342697,9,218.6954854392264,252.2476656447621,0.8166466666666667,267.56666666666666,0
1120179,51827,25.04184,121.553,大安區,Entire home/apt,0.1780821917808219,0,4,1.0,1.0,1.0,False,2090.0,21,180,20.5,0,1,0,8,4.77,4.75,4.71,4.87,4.88,4.95,4.67,0.2873651771956856,0.369672131147541,1.3333333333333333,451,378,1.0,1.0,4.0,1,4,4,5808,499,1505,170,44,23,10,18.791666666666668,522.5,2090.0,0.25,133.58720342181394,10,6,20,10,37,860,290.7096350011256,1,176.46932400603677,532.1204931406036,0.8071400000000001,299.53333333333336,0
1126278,6177912,25.05713,121.55946,松山區,Private room,0.9945205479452056,1,2,1.0,1.0,1.0,False,2066.0,35,360,35.0,0,0,2,10,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7567567567567568,0.0434782608695652,1.169811320754717,63,21,0.0,0.0,1.0,0,8,2,4535,0,526,1000,31,6,0,9.0,1033.0,2066.0,0.5,718.172746285344,0,4,17,2,15,151,142.61838436851647,9,143.32401185359996,306.0063589873505,0.5569,314.0,0
1139869,6251774,25.02845,121.54682,大安區,Entire home/apt,0.4986301369863014,0,4,2.0,2.0,1.0,False,6029.0,30,1125,30.0,0,1,0,8,4.95,4.96,4.86,4.97,4.99,4.88,4.93,0.9198767334360556,0.7450819672131147,1.2727272727272727,356,210,,,0.0,0,1,1,4530,33,314,373,42,17,3,19.77777777777778,1507.25,3014.5,0.5,409.9925383000308,1,4,20,3,27,385,208.21231367176503,9,138.33564421528962,149.690618263175,0.29197,138.7,0
1259320,398519,25.03397,121.55313,大安區,Entire home/apt,0.3643835616438356,0,4,2.0,1.0,1.0,False,4222.0,28,92,27.6,0,1,0,8,4.81,4.79,4.75,4.87,4.88,4.94,4.71,0.7442218798151001,0.4491803278688525,1.4242424242424243,564,431,0.97,1.0,3.0,1,1,1,5338,465,428,502,47,29,5,18.8,1055.5,2111.0,0.25,81.97359894159243,6,8,26,6,24,528,79.40871106981605,4,126.37242728648552,216.29801773579695,0.7919266666666667,541.4666666666667,0
1297987,5992856,25.04727,121.51671,中正區,Entire home/apt,0.6547945205479452,0,3,1.0,2.0,1.0,False,2321.0,7,1125,7.0,1,1,0,1,4.87,4.9,4.83,4.89,4.94,4.96,4.81,0.4383259911894273,0.5993071593533488,1.1785714285714286,995,712,1.0,1.0,4.0,0,1,1,4548,360,288,54,33,168,68,5.887573964497041,773.6666666666666,2321.0,0.6666666666666666,73.9201577568291,10,9,31,7,36,441,24.361550437919856,6,310.3649446679457,457.34673577095856,0.84797,418.73333333333335,0
1599241,6378689,25.11179,121.52735,士林區,Private room,0.9972602739726028,1,2,1.0,1.0,1.0,False,4750.0,1,1125,1.0,0,0,2,6,,,,,,,,0.9534883720930232,,0.3846153846153846,44,10,1.0,0.0,1.0,0,3,2,4522,253,381,0,10,0,0,44.0,2375.0,4750.0,0.5,870.5981306502746,0,4,16,5,20,128,161.39964587777004,9,62.96383206304874,142.59749134152142,0.0,0.0,1
1618365,4717608,25.13384,121.50158,北投區,Private room,0.8821917808219178,1,2,1.0,0.0,0.0,True,1586.0,1,365,1.0,1,0,2,4,4.17,4.5,4.83,4.67,4.67,4.5,4.0,0.4210526315789473,0.0769230769230769,2.4,27,8,0.94,1.0,4.0,1,5,5,4641,69,1055,0,24,17,5,1.5,793.0,1586.0,0.0,344.37281560674023,4,11,28,3,20,171,205.17840432764024,11,178.07328642106398,135.12399819595154,0.57875,208.5,0
1631691,8642499,25.06117,121.54287,中山區,Entire home/apt,0.8931506849315068,1,2,2.0,1.0,1.0,False,1465.0,1,1125,1.0,1,0,0,0,4.47,4.36,4.52,4.65,4.65,4.64,4.37,0.1341222879684418,0.1635883905013192,0.7346938775510204,103,81,1.0,1.0,4.0,0,6,6,4408,417,65,264,18,19,2,5.15,732.5,732.5,0.5,118.09619488553568,1,9,19,6,28,381,166.2596235084076,6,311.0278746496407,258.9268517885141,0.39302333333333334,167.2,0
1664910,8818893,25.02692,121.51984,中正區,Entire home/apt,0.8273972602739726,1,2,1.0,2.0,1.0,False,1760.0,1,1125,1.0,0,1,0,1,4.71,4.84,4.7,4.81,4.78,4.88,4.69,0.2775330396475771,0.2390300230946882,1.3571428571428572,333,150,1.0,1.0,4.0,1,1,1,4400,249,111,219,38,6,4,47.57142857142857,880.0,1760.0,1.0,207.50190564752103,9,15,31,3,20,226,38.217293396314105,4,316.4913153099526,231.0489634803874,0.46865,366.8666666666667,0
1671130,8847227,25.0454,121.51649,中正區,Entire home/apt,0.8191780821917808,1,3,1.0,2.0,1.0,False,1281.0,28,90,29.5,1,1,0,1,4.58,4.77,4.59,4.76,4.67,4.93,4.65,0.1002202643171806,0.1200923787528868,1.4642857142857142,1076,789,0.93,1.0,2.0,1,3,3,4398,250,0,20,41,153,56,6.987012987012987,427.0,1281.0,0.6666666666666666,97.44357609757478,11,13,31,15,32,381,168.76195356320068,6,108.5661007992309,632.5912309031454,0.17306333333333335,167.6,0
1689077,8642499,25.05978,121.54351,中山區,Entire home/apt,0.8767123287671232,1,2,2.0,1.0,1.0,False,1465.0,1,1125,1.0,1,0,0,0,4.58,4.57,4.59,4.72,4.75,4.71,4.61,0.1341222879684418,0.2532981530343008,0.6938775510204082,119,93,1.0,1.0,4.0,0,6,6,4408,239,65,249,17,24,3,4.76,732.5,732.5,0.5,125.59716090702092,1,10,19,5,34,462,136.05276865281235,8,311.5704635281386,220.5582324855816,0.46871666666666667,215.06666666666666,0
1701140,906344,25.05258,121.52132,中山區,Entire home/apt,0.410958904109589,0,2,1.0,1.0,1.0,False,1310.0,3,90,3.0,0,0,0,0,4.37,4.49,4.33,4.75,4.75,4.85,4.43,0.0867850098619329,0.1187335092348284,0.8979591836734694,864,635,0.97,1.0,4.0,0,22,22,5174,1000,48,154,22,135,36,6.352941176470588,655.0,1310.0,0.5,17.07337733075247,6,8,22,4,41,752,80.34878961533136,4,127.69682565787588,264.1440069137273,0.2678733333333333,115.03333333333333,0
1718240,8868664,25.0265,121.55221,大安區,Entire home/apt,0.5287671232876713,0,5,1.0,3.0,1.0,False,2572.0,1,365,1.0,0,1,0,8,4.75,4.81,4.77,4.87,4.81,4.76,4.63,0.4160246533127889,0.3270491803278688,1.0909090909090908,412,258,0.7,1.0,4.0,0,4,3,4397,851,185,0,36,16,5,24.23529411764705,514.4,2572.0,0.6,299.1936121895767,1,12,28,4,25,432,84.66116394016522,5,257.40978449235456,232.8673645360641,0.7416033333333334,342.7,0
1804621,4647921,25.044078826904297,121.5509033203125,大安區,Entire home/apt,0.7397260273972602,1,3,1.0,1.0,1.0,False,3374.0,3,365,2.8,0,1,0,8,4.76,4.76,4.81,4.89,4.89,4.94,4.53,0.6101694915254238,0.3549180327868853,1.7272727272727273,463,392,0.86,,0.0,0,1,1,4647,115,136,287,57,29,10,15.433333333333334,1124.6666666666667,3374.0,0.3333333333333333,272.93757967312763,8,6,17,3,35,849,262.5957427792024,3,174.3128903914791,583.6296041938024,0.86734,537.8666666666667,0
1805413,8642499,25.05946,121.54363,中山區,Entire home/apt,0.9068493150684932,1,2,2.0,1.0,1.0,False,1444.0,1,1125,1.0,1,0,0,0,4.57,4.35,4.69,4.74,4.71,4.74,4.53,0.1272189349112426,0.2480211081794195,0.6938775510204082,119,93,1.0,1.0,4.0,0,6,6,4408,417,65,264,17,26,3,4.407407407407407,722.0,722.0,0.5,155.96287550152044,1,9,20,6,35,463,153.3877063824559,9,297.76493055392075,226.1509248502974,0.8265766666666666,318.43333333333334,0
1805783,51827,25.04086,121.55334,大安區,Entire home/apt,0.3397260273972602,0,6,3.0,4.0,2.0,False,5580.0,26,1125,26.0,0,1,0,8,4.77,4.82,4.76,4.82,4.82,4.95,4.69,0.8828967642526965,0.369672131147541,1.4242424242424243,451,374,1.0,1.0,4.0,1,4,4,5808,435,1505,383,47,23,9,18.791666666666668,930.0,1860.0,0.6666666666666666,184.58825368398772,12,3,24,9,38,849,310.05074009242605,1,72.93396320228157,459.5510156481839,0.8325,505.9,0
1808483,5247611,25.03641,121.55653,大安區,Entire home/apt,0.8383561643835616,1,2,1.0,1.0,1.5,False,1170.0,2,1125,3.0,0,0,0,8,4.48,4.4,4.52,4.72,4.71,4.79,4.54,0.0639445300462249,0.0631147540983606,1.0909090909090908,528,413,0.77,1.0,4.0,0,5,4,4598,762,17,0,36,23,3,22.0,585.0,1170.0,0.5,457.3764824227353,3,7,22,5,25,556,119.61941871253416,3,84.99492883625474,392.6387381923252,0.66817,391.96666666666664,0
1828204,8642499,25.06033,121.54288,中山區,Entire home/apt,0.9123287671232876,1,2,2.0,1.0,1.0,False,1444.0,1,1125,1.3,1,0,0,0,4.36,4.57,4.59,4.77,4.72,4.64,4.34,0.1272189349112426,0.1160949868073878,0.6938775510204082,115,90,1.0,1.0,4.0,0,6,6,4408,249,65,249,17,24,3,4.6,722.0,722.0,0.5,123.7347990475313,1,9,19,5,31,423,92.0489765755582,6,384.9399929820416,268.2142698911095,0.5766233333333334,198.26666666666668,0
1828230,8642499,25.05969,121.543,中山區,Entire home/apt,0.9095890410958904,1,2,2.0,1.0,1.0,False,1465.0,1,1125,1.0,1,0,0,0,4.48,4.62,4.31,4.81,4.73,4.73,4.58,0.1341222879684418,0.1715039577836411,0.6938775510204082,118,93,1.0,1.0,4.0,0,6,6,4408,239,65,264,17,26,3,4.37037037037037,732.5,732.5,0.5,160.31364836784113,1,9,17,5,33,449,85.83754480821075,8,361.92880026052586,272.0452241882797,0.4188444444444444,140.4814814814815,0
1838199,3705836,25.06818,121.58209,內湖區,Entire home/apt,0.6602739726027397,0,2,2.0,3.0,2.0,False,9144.0,35,90,35.0,0,0,0,3,4.52,4.65,4.49,4.72,4.76,4.31,4.58,0.7777777777777778,0.1521739130434782,1.420289855072464,8,8,0.82,0.98,4.0,1,26,26,4749,1000,343,100,49,0,0,8.0,4572.0,4572.0,1.5,1159.093576044824,0,4,16,1,10,53,286.8477489909524,4,567.3994607590944,434.86567592766033,0.41247,343.7,0
1838528,9610268,25.08967,121.52408,士林區,Private room,0.0,0,4,1.0,1.0,1.0,False,1363.0,2,365,2.1,0,0,2,6,4.33,4.22,4.15,4.76,4.82,4.91,4.47,0.5813953488372093,0.127906976744186,1.0769230769230769,125,26,0.69,,0.0,0,2,2,4359,826,254,130,28,19,11,6.25,340.75,1363.0,0.25,426.9672309616433,1,9,23,5,16,154,211.44999620709103,2,178.65655459291136,317.2917897674323,0.49521,283.06666666666666,0
1849010,3958878,25.03389,121.52627,大安區,Private room,1.0,1,2,1.0,2.0,2.0,True,500.0,30,1125,30.0,0,0,2,8,4.75,5.0,5.0,5.0,5.0,5.0,4.75,0.0112612612612612,0.302,0.7142857142857143,279,142,0.17,0.2,1.0,0,4,4,4725,82,1782,971,15,17,7,15.5,250.0,500.0,1.0,135.53170012473524,8,11,24,6,18,156,125.8951234337474,5,187.85423527201425,234.9998237478809,0.491375,327.25,0
1884880,8642499,25.06024,121.54315,中山區,Entire home/apt,0.9095890410958904,1,1,2.0,1.0,1.0,False,1423.0,1,1125,1.3,1,0,0,0,4.53,4.21,4.42,4.61,4.67,4.61,4.39,0.1222879684418146,0.2229551451187335,0.6938775510204082,116,91,1.0,1.0,4.0,0,6,6,4408,417,65,264,17,24,3,4.64,1423.0,711.5,1.0,105.97893260723752,1,8,20,5,32,419,110.10347549484848,7,356.13674022080863,242.30493474618407,0.34159999999999996,177.9,0
1911361,6378689,25.03161,121.55981,信義區,Private room,0.9808219178082191,1,6,3.0,6.0,2.5,True,702.0,30,30,30.0,1,0,2,2,4.47,4.52,4.42,4.77,4.76,4.82,4.58,0.3076923076923077,0.2,0.6086956521739131,414,101,1.0,0.0,1.0,0,3,2,4522,505,381,385,14,13,8,29.571428571428573,117.0,234.0,1.0,250.7257064368088,5,13,24,7,24,451,189.60918552865965,5,320.51280265205025,299.0538738302238,0.15191333333333334,160.33333333333334,0
1933639,10007698,25.05867,121.53409,中山區,Hotel room,0.1671232876712328,0,4,1.0,2.0,1.0,False,1970.0,3,1125,3.0,0,1,1,0,4.79,4.83,4.81,4.9,4.9,4.78,4.73,0.3076923076923077,0.7424242424242424,1.2105263157894737,316,20,0.97,1.0,4.0,1,18,17,4338,379,344,98,23,54,6,5.745454545454545,492.5,1970.0,0.5,76.5565078745177,4,8,29,6,24,400,226.94492153619157,4,188.15750665872895,422.2628705989245,0.35149,254.76666666666668,0
1938837,10006796,25.10667,121.52732,士林區,Entire home/apt,0.4575342465753425,0,5,1.0,3.0,1.0,False,1732.0,7,100,7.0,0,1,0,6,4.88,4.89,4.8,4.9,4.97,4.74,4.87,0.3333333333333333,0.6213592233009708,1.1724137931034482,45,32,0.78,1.0,2.0,1,3,3,4338,493,105,147,34,1,0,22.5,346.4,1732.0,0.6,592.4126956851261,0,13,32,0,18,130,190.5619948489382,7,71.7553461812572,304.35482101704287,0.5888166666666667,435.7,0
1980573,10221270,25.032166792826644,121.55338573471856,大安區,Entire home/apt,0.5698630136986301,0,1,0.0,1.0,1.0,False,2200.0,5,150,5.0,0,0,0,8,4.74,4.88,4.88,4.9,4.89,4.87,4.69,0.3297380585516178,0.2991803278688524,0.8181818181818182,514,370,0.84,1.0,3.0,1,7,5,4328,278,217,720,27,20,6,24.476190476190474,2200.0,,1.0,95.1055591708062,6,10,22,7,26,564,118.08864007038136,5,276.6121563041788,190.86268848849497,0.83898,378.53333333333336,0
2075962,339014,25.0287746,121.55468591047,大安區,Entire home/apt,0.473972602739726,0,1,1.0,1.0,1.0,False,1098.0,30,365,30.0,0,0,0,8,5.0,4.92,4.75,5.0,5.0,4.92,4.58,0.0454545454545454,0.8868852459016393,0.8484848484848485,452,301,0.82,1.0,3.0,1,3,3,5380,68,150,683,28,16,5,26.58823529411765,1098.0,1098.0,1.0,489.7369958036221,2,8,21,4,26,515,126.3162170622571,5,213.4138211884696,303.7803281948161,0.74435,202.83333333333334,0
2084454,3097566,25.04477,121.54371,大安區,Private room,0.9972602739726028,1,2,1.0,1.0,1.0,True,823.0,30,365,30.0,0,1,2,8,2.67,4.0,2.5,4.5,3.33,3.67,2.33,0.1981981981981982,0.02,0.9523809523809524,403,45,0.82,0.95,3.0,0,42,3,4810,0,7,0,20,35,10,11.194444444444445,411.5,823.0,0.5,307.0384497480503,5,11,27,5,35,714,139.79910361126147,7,252.8080543910123,187.20979719198613,-0.3045333333333333,213.33333333333334,0
2114695,3097566,25.03594,121.57846,信義區,Private room,1.0,1,3,1.0,1.0,1.0,False,823.0,28,180,28.0,0,1,2,2,3.5,3.5,3.5,5.0,5.0,3.5,4.0,0.3964497041420118,0.0258064516129032,0.782608695652174,170,63,0.82,0.95,3.0,0,42,3,4810,0,7,0,18,2,0,56.66666666666666,274.3333333333333,823.0,0.3333333333333333,562.2545059736292,0,8,18,4,17,242,198.6651200989293,10,178.58918634243062,211.4577675028651,0.4172,256.0,0
2263430,3705836,25.06689,121.58414,內湖區,Entire home/apt,0.4931506849315068,0,5,4.0,7.0,3.0,False,45716.0,31,700,31.0,0,0,0,3,4.64,4.79,4.5,4.81,4.86,4.49,4.61,0.9629629629629628,0.3478260869565217,0.9855072463768116,8,8,0.82,0.98,4.0,1,26,26,4749,1000,343,74,34,2,0,2.6666666666666665,9143.2,11429.0,1.4,1275.5088958962062,0,5,14,0,14,61,160.1043013459001,3,409.06913581253656,331.72686611758564,0.30345333333333335,268.56666666666666,0
2365294,11892349,25.02408,121.52896,大安區,Private room,0.0,0,1,,,1.0,True,,10,90,8.6,0,0,2,8,4.73,4.83,4.8,4.77,4.8,4.93,4.73,,0.27,0.8571428571428571,453,216,0.0,,0.0,0,1,1,4257,157,34,103,18,13,6,32.357142857142854,,,,341.447937058024,5,4,19,3,16,234,82.58871123904638,7,170.34032305560618,348.0305623786948,0.4817266666666667,371.4,0
2429479,8478209,25.00726,121.55892,文山區,Private room,1.0,1,2,1.0,1.0,1.0,False,9806.0,3,365,3.0,0,0,2,9,,,,,,,,1.0,,0.45,16,2,0.0,0.0,1.0,0,18,15,4417,257,15,229,9,0,0,16.0,4903.0,9806.0,0.5,305.44608209679296,1,4,8,2,3,7,238.4391881019474,4,775.5320077963369,173.11736110741023,0.0,0.0,1
2498582,3958878,25.03297,121.5282,大安區,Private room,0.8712328767123287,1,2,1.0,2.0,2.0,True,650.0,30,1125,30.0,0,0,2,8,4.62,4.76,4.81,4.86,4.76,4.86,4.76,0.0675675675675675,0.176,2.4285714285714284,328,169,0.17,0.2,1.0,0,4,4,4725,426,1782,0,51,19,8,16.4,325.0,650.0,1.0,85.89522842617367,8,14,26,6,22,181,117.91462510336537,8,80.57635972373232,454.6630537195553,0.10583333333333333,75.23809523809524,0
2498747,3958878,25.0339,121.5265,大安區,Private room,0.7287671232876712,1,2,1.0,2.0,2.0,True,500.0,30,1125,30.0,0,0,2,8,4.8,5.0,5.0,5.0,5.0,4.8,4.8,0.0112612612612612,0.364,0.7142857142857143,278,144,0.17,0.2,1.0,0,4,4,4725,122,1782,0,15,17,7,15.444444444444445,250.0,500.0,1.0,113.04366449205612,8,11,24,7,20,160,117.46504240935964,5,179.30120090977624,254.92646576372064,0.08038,74.4,0
2498893,3958878,25.0344,121.52626,大安區,Shared room,1.0,1,4,1.0,4.0,2.0,True,300.0,30,1125,30.0,0,0,3,8,4.8,4.6,4.8,4.8,4.8,4.93,4.67,0.0625,0.4285714285714285,0.4571428571428571,266,6,0.17,0.2,1.0,0,4,4,4725,153,1782,0,16,17,8,14.77777777777778,75.0,300.0,1.0,132.9917620852498,8,14,26,7,17,166,177.96202383532457,5,137.56723358575502,211.93351691954624,0.3053933333333333,127.86666666666666,0
