listing_id,cal_start,n_days,booked_mask,booked_rate,booked_days,booked_rate_d30,booked_rate_d60,booked_rate_d90,gap_count_90d,gap_days_90d,gap_longest_90d,gap_first_start,gap_count_30d,gap_days_30d,gap_longest_30d,gap_first_start_30d,min_nights_median,min_nights_varies,is_longterm_only,is_all_blocked,is_all_open,m1_rate,m2_rate,m3_rate,m4_rate,m5_rate,m6_rate,m7_rate,m8_rate,m9_rate,m10_rate,m11_rate,m12_rate
30300464,2026-07-02,365,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1.0,365,1.0,1.0,1.0,0,0,0,,0,0,0,,2.0,0,0,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30309446,2026-06-30,365,11111111111111111000111110000001110000111101111000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000000000000,0.11232876712328767,41,0.7096774193548387,0.5409836065573771,0.3956043956043956,2,45,39,2026-07-25,1,6,6,2026-07-25,2.0,0,0,0,0,1.0,0.7097,0.3226,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0
30386138,2026-07-01,365,10111111111101111111011111110001111111111011111000001110000110000111000011000000000000000000001111110000000000000000000000011111110000000000111111011100000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7041095890410959,257,0.8333333333333334,0.7333333333333333,0.5555555555555556,2,21,16,2026-08-17,0,0,0,,2.0,1,0,0,0,,0.8065,0.6452,0.1667,0.1935,0.5333,0.129,1.0,1.0,1.0,1.0,1.0
30440658,2026-07-01,365,11111111111100000000000011111100000000001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.07123287671232877,26,0.6,0.43333333333333335,0.28888888888888886,3,64,42,2026-07-13,1,12,12,2026-07-13,3.0,0,0,0,0,,0.5806,0.2581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30519766,2026-07-01,365,11111111111111111100000000000011100000000000000000000000000111100000000000000000000000000000000000000000000000000011111111000000000000000000011111000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6109589041095891,223,0.6,0.36666666666666664,0.2777777777777778,3,65,27,2026-07-19,1,12,12,2026-07-19,3.0,1,0,0,0,,0.6129,0.1613,0.0333,0.2581,0.1667,0.129,1.0,1.0,1.0,1.0,1.0
30525204,2026-07-01,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0027397260273972603,1,0.03333333333333333,0.016666666666666666,0.011111111111111112,1,89,89,2026-07-02,1,29,29,2026-07-02,31.0,0,1,0,0,,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30684355,2026-07-01,365,00111101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.12602739726027398,46,0.2,0.1,0.06666666666666667,1,81,81,2026-07-10,1,21,21,2026-07-10,2.0,0,0,0,0,,0.1935,0.0,0.0,0.0,0.0,1.0,0.2903,0.0,0.0,0.0,0.0
30718609,2026-07-01,365,11111111111111011111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.3287671232876712,120,0.8333333333333334,0.4166666666666667,0.2777777777777778,1,64,64,2026-07-27,0,0,0,,5.0,0,0,0,0,,0.8065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,1.0,1.0
30723491,2026-07-01,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.26301369863013696,96,0.03333333333333333,0.016666666666666666,0.011111111111111112,1,89,89,2026-07-02,1,29,29,2026-07-02,5.0,0,0,0,0,,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,1.0,1.0
30732180,2026-07-01,365,11111111111111101111111111111011111111100011100000000000011110000000000000000000000000000011111111111111111111111111111111111110000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.8273972602739726,302,0.9333333333333333,0.7166666666666667,0.4888888888888889,2,41,29,2026-08-15,0,0,0,,2.0,0,0,0,0,,0.9355,0.4839,0.0667,1.0,0.4333,1.0,1.0,1.0,1.0,1.0,1.0
30752287,2026-07-01,365,11111111111111111100000000000000000000000000000000011111000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.810958904109589,296,0.6,0.38333333333333336,0.25555555555555554,2,67,34,2026-07-19,1,12,12,2026-07-19,3.0,0,0,0,0,,0.5806,0.1613,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30759308,2026-07-01,365,00000000000000111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000001111111111111111110000001111110000000000000000000000000000000000000010000000000000000000000000001111110000000000000000000000000000000000000001111100111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.20273972602739726,74,0.5333333333333333,0.4666666666666667,0.3111111111111111,2,62,48,2026-07-01,1,14,14,2026-07-01,7.0,1,0,0,0,,0.5484,0.3548,0.0,0.2581,0.5333,0.0323,0.129,0.0714,0.4839,0.0,0.0
30773368,2026-07-01,365,10111000111110001111101111001111000111000111110000011111000000000000000000000000000000000000000000001111100000000000000111111100000000000001111111000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6547945205479452,239,0.6666666666666666,0.5833333333333334,0.3888888888888889,2,39,34,2026-08-16,0,0,0,,2.0,1,0,0,0,,0.6774,0.4516,0.0,0.2903,0.3333,0.129,1.0,1.0,1.0,1.0,1.0
30775815,2026-07-01,365,10111101111111000111111111101111110000000000000000001001000111000011000000000000100000000000111111111100000000000000110000111111000000011110000000111100000000000000111100010000011111110000000000000000000000000001111000000000000001111000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.4849315068493151,177,0.8,0.5166666666666667,0.4,3,39,18,2026-08-04,0,0,0,,1.0,1,0,0,0,,0.8065,0.2581,0.1,0.4194,0.4333,0.3871,0.129,0.1429,0.129,1.0,1.0
30777780,2026-07-01,365,11111111111111111000000000000001111111111111111111111111110111100000000000000000000000000000000000000000000011111100000000000000000000000000011111100000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6712328767123288,245,0.5666666666666667,0.75,0.5333333333333333,2,41,27,2026-07-18,1,13,13,2026-07-18,3.0,1,0,0,0,,0.5484,0.9677,0.0333,0.1935,0.2,0.129,1.0,1.0,1.0,1.0,1.0
30778756,2026-07-01,365,11111100011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.536986301369863,196,0.36666666666666664,0.18333333333333332,0.12222222222222222,1,76,76,2026-07-15,1,16,16,2026-07-15,3.0,1,0,0,0,,0.3548,0.0,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
30782085,2026-06-30,365,11000111111110000000011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5506849315068493,201,0.5483870967741935,0.2786885245901639,0.18681318681318682,2,71,63,2026-07-13,1,8,8,2026-07-13,4.0,0,0,0,0,1.0,0.5161,0.0,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
30793697,2026-06-30,365,11111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.3506849315068493,128,1.0,0.5081967213114754,0.34065934065934067,1,60,60,2026-07-31,0,0,0,,2.0,0,0,0,0,1.0,0.9677,0.0,0.0,0.0,0.0,0.0645,0.0323,0.0,0.129,1.0,1.0
30801102,2026-07-01,365,01110000011100000111000011110000001111111111111100000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000011110000000000011110001111111111111111111111000000000000000000000000000000000001110000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.4383561643835616,160,0.43333333333333335,0.45,0.3,4,58,42,2026-07-05,2,10,5,2026-07-05,2.0,1,0,0,0,,0.4194,0.4516,0.0,0.1613,0.1333,0.8065,0.0323,0.1071,0.129,1.0,1.0
30801892,2026-07-01,365,11111111111111111111111111111110111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7397260273972602,270,1.0,0.9833333333333333,0.9444444444444444,0,0,0,,0,0,0,,5.0,0,0,0,0,,1.0,0.9677,0.8,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
30803593,2026-07-01,365,11011110011100101110011111111000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.8876712328767123,324,0.7,0.35,0.5444444444444444,1,33,33,2026-07-30,0,0,0,,1.0,1,0,0,0,,0.6774,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30805091,2026-07-01,365,11111111111100001110111000000111100011100001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5863013698630137,214,0.6333333333333333,0.48333333333333334,0.32222222222222224,2,49,43,2026-07-24,1,6,6,2026-07-24,3.0,0,0,0,0,,0.6452,0.2903,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
30810390,2026-07-01,365,11111111111111111111111111111000000011110000000111111110000000000000000000000000000000000000011111111111001111000001111111111111110000000011111000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7890410958904109,288,0.9666666666666667,0.6833333333333333,0.45555555555555555,3,49,35,2026-07-30,0,0,0,,3.0,1,0,0,0,,0.9355,0.3871,0.0,0.7419,0.4,1.0,1.0,1.0,1.0,1.0,1.0
30811501,2026-07-01,365,11111111100000000111011110000011111110000000111000000000000001110000000000111111000001110000001111111000011100000000001111100011110001111111000000011111000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.46301369863013697,169,0.5333333333333333,0.43333333333333335,0.4222222222222222,6,49,14,2026-07-10,2,13,8,2026-07-10,2.0,1,0,0,0,,0.5484,0.3226,0.3667,0.4839,0.5333,0.0968,0.0645,0.0,0.129,1.0,1.0
30820468,2026-07-01,365,01111000000000001111111111111111111111111111111111011111111111111111000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.7013698630136986,256,0.6,0.7833333333333333,0.8,2,16,11,2026-07-06,1,11,11,2026-07-06,3.0,1,0,0,0,,0.6129,0.9677,0.8333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30826101,2026-06-30,365,11111111111111111111110001111111111111111111111000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.8712328767123287,318,0.9032258064516129,0.7213114754098361,0.4835164835164835,1,44,44,2026-08-16,0,0,0,,2.0,0,0,0,0,1.0,0.9032,0.4839,0.0667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30826397,2026-06-30,365,11111100011110000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7780821917808219,284,0.3225806451612903,0.16393442622950818,0.10989010989010989,1,78,78,2026-07-13,1,18,18,2026-07-13,2.0,0,0,0,0,1.0,0.2903,0.0,0.0667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30826623,2026-06-30,365,11111111111111111111111111110000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.8273972602739726,302,0.9032258064516129,0.45901639344262296,0.3076923076923077,1,63,63,2026-07-28,0,0,0,,2.0,0,0,0,0,1.0,0.871,0.0,0.0667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30829362,2026-07-01,365,11111111111100111111111111111110000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111100000000000000001111110000111111110000011111110111111000000111111000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6301369863013698,230,0.9333333333333333,0.55,0.7,1,25,25,2026-08-01,0,0,0,,4.0,1,0,0,0,,0.9355,0.1935,1.0,1.0,0.4,0.6774,0.1935,0.0,0.129,1.0,1.0
30844169,2026-07-02,365,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1.0,365,1.0,1.0,1.0,0,0,0,,0,0,0,,59.0,0,1,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30848036,2026-06-30,365,11111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.3972602739726027,145,1.0,0.5081967213114754,0.34065934065934067,1,60,60,2026-07-31,0,0,0,,30.0,1,1,0,0,1.0,0.9677,0.0,0.0,0.0,0.0,0.4516,0.1935,0.0,0.129,1.0,1.0
30872439,2026-07-02,365,11111111000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7726027397260274,282,0.27586206896551724,0.13559322033898305,0.0898876404494382,1,81,81,2026-07-10,1,21,21,2026-07-10,90.0,0,1,0,0,,0.2667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30872998,2026-07-01,365,11111100000000000011110000000001111111110000000000000000000000000000000000000000000000000000000000000000000000000001111111000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6520547945205479,238,0.3333333333333333,0.31666666666666665,0.2111111111111111,3,71,50,2026-07-07,2,20,12,2026-07-07,2.0,0,0,0,0,,0.3226,0.2903,0.0,0.2258,0.0,1.0,1.0,1.0,1.0,1.0,1.0
30893366,2026-07-01,365,11111111111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.14246575342465753,52,1.0,0.8666666666666667,0.5777777777777777,1,38,38,2026-08-22,0,0,0,,29.0,1,1,0,0,,1.0,0.6774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30894549,2026-07-01,365,11111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5643835616438356,206,0.7,0.35,0.23333333333333334,1,69,69,2026-07-22,1,9,9,2026-07-22,28.0,1,1,0,0,,0.6774,0.0,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
30921383,2026-06-30,365,10111111111111111111000111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111001111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.13150684931506848,48,0.8709677419354839,0.5245901639344263,0.3516483516483517,1,55,55,2026-08-05,0,0,0,,2.0,1,0,0,0,1.0,0.871,0.129,0.0,0.0,0.0,0.5161,0.0,0.0,0.0,0.0,0.0
30942845,2026-07-01,365,11111111000111100000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.863013698630137,315,0.4,0.2,0.4444444444444444,1,47,47,2026-07-16,1,15,15,2026-07-16,1.0,1,0,0,0,,0.3871,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30960936,2026-07-01,365,00111111111111111110000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.8,292,0.5666666666666667,0.2833333333333333,0.18888888888888888,1,71,71,2026-07-20,1,11,11,2026-07-20,28.0,1,1,0,0,,0.5484,0.0,0.0667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31032634,2026-07-01,365,10000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111100000000000000000000000000000000000000000000000000000000000000000000000111111100111100000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.30684931506849317,112,0.06666666666666667,0.03333333333333333,0.022222222222222223,2,88,80,2026-07-02,2,28,20,2026-07-02,30.0,0,1,0,0,,0.0645,0.0,0.0,0.129,0.0,0.2903,0.0645,0.0,0.129,1.0,1.0
31036502,2026-06-30,365,11000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5178082191780822,189,0.06451612903225806,0.08196721311475409,0.054945054945054944,2,86,47,2026-07-02,1,29,29,2026-07-02,2.0,0,0,0,0,1.0,0.0323,0.0968,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
31047362,2026-07-01,365,01110000000000000000001111110000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.4602739726027397,168,0.3,0.16666666666666666,0.4444444444444444,2,49,31,2026-07-05,1,18,18,2026-07-05,3.0,1,0,0,0,,0.2903,0.0968,1.0,1.0,0.0,0.0,0.0,0.0,0.129,1.0,1.0
31053245,2026-07-01,365,01111111111100111111111011110011000000111100000000111100000000000000000000000011000000011000011000000000000000000000000000000000011100000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6246575342465753,228,0.8,0.5666666666666667,0.4222222222222222,4,45,24,2026-08-02,0,0,0,,2.0,1,0,0,0,,0.8065,0.2903,0.1333,0.0645,0.1,0.129,1.0,1.0,1.0,1.0,1.0
31064292,2026-07-01,365,11100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.2684931506849315,98,0.1,0.05,0.03333333333333333,1,87,87,2026-07-04,1,27,27,2026-07-04,28.0,0,1,0,0,,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,1.0,1.0
31066666,2026-07-01,365,11111111111111111111111101111110011000110011111110111000000000000000000001000000000000110000000000001110111111001111111011110000111011111101111110001111000011111011111000000011110111111100000011111111110000000000000011111111000000000001111000000011110011110011110000000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000000,0.3972602739726027,145,0.9666666666666667,0.7333333333333333,0.5222222222222223,2,32,20,2026-08-23,0,0,0,,1.0,0,0,0,0,,0.9677,0.4516,0.1,0.6129,0.6667,0.6129,0.3871,0.4286,0.3871,0.0,0.129
31067050,2026-07-01,365,11111111001111111111111111111110000000000000010000111000000000000110000000000000000001110000000000000100000010011111111001111100111000011110001100000010000011000001100000110000011100111100000000000010000000000000000000000000000000000011110000000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.2356164383561644,86,0.9333333333333333,0.55,0.4222222222222222,3,44,18,2026-08-01,0,0,0,,1.0,0,0,0,0,,0.9355,0.129,0.1667,0.3871,0.4333,0.3548,0.0968,0.1429,0.1613,0.0,0.0
31069844,2026-07-01,365,11111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.1178082191780822,43,1.0,0.7166666666666667,0.4777777777777778,1,47,47,2026-08-13,0,0,0,,30.0,1,1,0,0,,1.0,0.3871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31075878,2026-07-02,365,11111111111111111111111111111111111111111111111110000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9698630136986301,354,1.0,0.8305084745762712,0.8764044943820225,1,11,11,2026-08-20,0,0,0,,28.0,1,1,0,0,,1.0,0.6452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31096568,2026-06-30,365,11111111111111111111100000000000000000000000000000000000000000000000000001111111110000000000000000000000000000000000000000000000000000000111111111111111000000000000000000000001111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.15616438356164383,57,0.6774193548387096,0.3442622950819672,0.32967032967032966,2,61,52,2026-07-21,1,10,10,2026-07-21,5.0,1,0,0,0,1.0,0.6452,0.0,0.3,0.0,0.5,0.3226,0.0645,0.0,0.0,0.0,0.0
31223107,2026-06-30,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.336986301369863,123,0.03225806451612903,0.01639344262295082,0.01098901098901099,1,90,90,2026-07-01,1,30,30,2026-07-01,30.0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,1.0,1.0,1.0
31322531,2026-07-01,365,10001111111111111111111111111111111000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9315068493150684,340,0.9,0.5833333333333334,0.7222222222222222,1,22,22,2026-08-05,0,0,0,,30.0,1,1,0,0,,0.9032,0.2903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31341976,2026-06-30,365,10111000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0273972602739726,10,0.16129032258064516,0.08196721311475409,0.06593406593406594,3,84,62,2026-07-05,2,25,19,2026-07-05,1.0,0,0,0,0,1.0,0.129,0.0,0.0333,0.0645,0.0,0.0323,0.0323,0.0,0.0,0.0,0.0
31342736,2026-07-01,365,11000000000000000000000000000000000000000000011111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5397260273972603,197,0.06666666666666667,0.2,0.13333333333333333,2,78,43,2026-07-03,1,28,28,2026-07-03,2.0,0,0,0,0,,0.0645,0.3226,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
31425654,2026-07-02,365,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1.0,365,1.0,1.0,1.0,0,0,0,,0,0,0,,30.0,0,1,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31472281,2026-07-01,365,11111111111111111100001110000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.736986301369863,269,0.7,0.45,0.3,2,59,44,2026-07-26,1,5,5,2026-07-26,3.0,0,0,0,0,,0.6774,0.1935,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
