listing_id,cal_start,n_days,booked_mask,booked_rate,booked_days,booked_rate_d30,booked_rate_d60,booked_rate_d90,gap_count_90d,gap_days_90d,gap_longest_90d,gap_first_start,gap_count_30d,gap_days_30d,gap_longest_30d,gap_first_start_30d,min_nights_median,min_nights_varies,is_longterm_only,is_all_blocked,is_all_open,m1_rate,m2_rate,m3_rate,m4_rate,m5_rate,m6_rate,m7_rate,m8_rate,m9_rate,m10_rate,m11_rate,m12_rate
68398,2026-07-01,365,11111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.273972602739726,100,0.23333333333333334,0.11666666666666667,0.07777777777777778,1,83,83,2026-07-08,1,23,23,2026-07-08,30.0,0,1,0,0,,0.2258,0.0,0.0,0.0,0.5333,1.0,1.0,0.5357,0.0,0.0,0.0
271733,2026-06-30,365,11111111111111111111111111111111111111111111111111111100000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.8986301369863013,328,1.0,0.8852459016393442,0.5934065934065934,1,37,37,2026-08-23,0,0,0,,12.0,0,0,0,0,1.0,1.0,0.7097,0.0667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
272314,2026-07-02,365,11111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.021917808219178082,8,0.27586206896551724,0.13559322033898305,0.0898876404494382,1,81,81,2026-07-10,1,21,21,2026-07-10,90.0,0,1,0,0,,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289296,2026-07-01,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0027397260273972603,1,0.03333333333333333,0.016666666666666666,0.011111111111111112,1,89,89,2026-07-02,1,29,29,2026-07-02,30.0,0,1,0,0,,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289298,2026-06-30,365,11111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0958904109589041,35,1.0,0.5737704918032787,0.38461538461538464,1,56,56,2026-08-04,0,0,0,,30.0,0,1,0,0,1.0,1.0,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646629,2026-06-30,365,11111111111111111111111111111111111111111111111111111000000011111110000000111100000000000000000000011111111110000111111000011000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7287671232876712,266,1.0,0.8852459016393442,0.7032967032967034,3,27,13,2026-08-22,0,0,0,,2.0,0,0,0,0,1.0,1.0,0.7742,0.2667,0.5484,0.0333,0.129,1.0,1.0,1.0,1.0,1.0
718493,2026-06-30,365,11111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6,219,1.0,0.5737704918032787,0.38461538461538464,1,56,56,2026-08-04,0,0,0,,30.0,0,1,0,0,1.0,1.0,0.0968,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
761561,2026-07-01,365,11111111110000000000000000011111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111000011111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.3589041095890411,131,0.43333333333333335,0.7166666666666667,0.4888888888888889,2,46,29,2026-07-11,1,17,17,2026-07-11,5.0,0,0,0,0,,0.4516,0.9677,0.0,0.0,0.2667,1.0,0.871,0.75,0.0,0.0,0.0
818650,2026-06-30,365,11111101111111111111111111111111100000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.915068493150685,334,0.967741935483871,0.5245901639344263,0.6593406593406593,1,30,30,2026-08-02,0,0,0,,10.0,0,0,0,0,1.0,0.9677,0.0323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
869581,2026-07-02,365,11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.005479452054794521,2,0.06896551724137931,0.03389830508474576,0.02247191011235955,1,87,87,2026-07-04,1,27,27,2026-07-04,364.0,0,1,0,0,,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963051,2026-07-01,365,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6657534246575343,243,1.0,1.0,1.0,0,0,0,,0,0,0,,3.0,0,0,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
983054,2026-06-30,365,11111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.030136986301369864,11,0.3548387096774194,0.18032786885245902,0.12087912087912088,1,80,80,2026-07-11,1,20,20,2026-07-11,31.0,0,1,0,0,1.0,0.3226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015037,2026-07-01,365,11111111111111111111111111111111111111111111111111111111111001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.410958904109589,150,1.0,0.9833333333333333,0.9777777777777777,0,0,0,,0,0,0,,30.0,0,1,0,0,,1.0,0.9355,1.0,1.0,0.9667,0.0,0.0,0.0,0.0,0.0,0.0
1037747,2026-07-02,365,11100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00821917808219178,3,0.10344827586206896,0.05084745762711865,0.033707865168539325,1,86,86,2026-07-05,1,26,26,2026-07-05,365.0,0,1,0,0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072856,2026-06-30,365,11111011011111111111111111110010000000110000111000000000000011000000000000100000000000000000000000000111000000001000000000110000000001011100000110001000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7095890410958904,259,0.8709677419354839,0.5409836065573771,0.38461538461538464,4,48,16,2026-07-31,0,0,0,,1.0,1,0,0,0,1.0,0.8387,0.2258,0.0333,0.1935,0.2333,1.0,1.0,1.0,1.0,1.0,1.0
1072857,2026-06-30,365,10001000000000000000000001000000000000000000001000100000000000000000000000000000000000000000000000000010000001010000000000000000111000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6082191780821918,222,0.0967741935483871,0.08196721311475409,0.054945054945054944,3,80,40,2026-07-05,2,25,20,2026-07-05,1.0,1,0,0,0,1.0,0.0645,0.0645,0.0,0.0968,0.1,1.0,1.0,1.0,1.0,1.0,1.0
1094125,2026-07-01,365,11111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111100000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.663013698630137,242,0.9666666666666667,0.48333333333333334,0.32222222222222224,1,61,61,2026-07-30,0,0,0,,21.0,0,0,0,0,,0.9355,0.0,0.0,0.9032,0.0,0.129,1.0,1.0,1.0,1.0,1.0
1097851,2026-06-30,365,10000000011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.03561643835616438,13,0.25806451612903225,0.13114754098360656,0.08791208791208792,2,83,75,2026-07-01,2,23,15,2026-07-01,2.0,0,0,0,0,1.0,0.2258,0.0,0.0,0.0,0.0,0.0968,0.0645,0.0,0.0,0.0,0.0
1120179,2026-07-01,365,00001111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111111000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.663013698630137,242,0.8666666666666667,0.6,0.4,1,50,50,2026-08-10,0,0,0,,18.0,1,0,0,0,,0.871,0.2903,0.0,0.2258,0.4667,0.129,1.0,1.0,1.0,1.0,1.0
1126278,2026-07-02,365,11100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00821917808219178,3,0.10344827586206896,0.05084745762711865,0.033707865168539325,1,86,86,2026-07-05,1,26,26,2026-07-05,35.0,0,1,0,0,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139869,2026-07-01,365,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,0,0.0,0.0,0.0,1,90,90,2026-07-01,1,30,30,2026-07-01,30.0,0,1,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259320,2026-07-01,365,11111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111110000001111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000011111,0.36712328767123287,134,1.0,0.5666666666666667,0.37777777777777777,1,56,56,2026-08-04,0,0,0,,28.0,1,1,0,0,,1.0,0.0968,0.0,0.4516,0.8,0.3548,0.0,0.0,0.4194,1.0,0.0968
1297987,2026-07-01,365,11111111111111111111111111111111111111111100000000000000000000011111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.16986301369863013,62,1.0,0.7,0.5888888888888889,2,37,21,2026-08-12,0,0,0,,7.0,0,0,0,0,,1.0,0.3548,0.3667,0.0,0.0,0.0645,0.2258,0.0,0.0,0.0,0.0
1599241,2026-06-30,365,11000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.005479452054794521,2,0.06451612903225806,0.03278688524590164,0.02197802197802198,1,89,89,2026-07-02,1,29,29,2026-07-02,1.0,0,0,0,0,1.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1618365,2026-06-30,365,10101100000000000010000011000000000000000000001010000000000000000100000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.27671232876712326,101,0.22580645161290322,0.14754098360655737,0.13186813186813187,5,75,22,2026-07-06,3,22,12,2026-07-06,1.0,0,0,0,0,1.0,0.1935,0.0645,0.1,0.0,0.0,0.0645,0.0645,0.0,0.0,0.8333,1.0
1631691,2026-06-30,365,10011100000100001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000,0.6,219,0.22580645161290322,0.11475409836065574,0.07692307692307693,2,77,72,2026-07-06,2,17,12,2026-07-06,1.0,0,0,0,0,1.0,0.1935,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1664910,2026-06-30,365,11111100011111111111111111000000111111000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111110001111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.3095890410958904,113,0.7419354838709677,0.47540983606557374,0.31868131868131866,2,59,53,2026-07-26,1,5,5,2026-07-26,1.0,0,0,0,0,1.0,0.7097,0.1935,0.0,0.7097,1.0,0.9032,0.129,0.0,0.0,0.0,0.0
1671130,2026-07-01,365,11111111111111111111111111111110111111111111111111111111111111100000000000011111111111111111111111111111111110000111111111111111111111111111111100000000000000000000000000000000000011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.36712328767123287,134,1.0,0.9833333333333333,0.8555555555555555,1,12,12,2026-09-02,0,0,0,,28.0,1,1,0,0,,1.0,0.9677,0.6,0.871,0.7,0.129,0.0968,0.0,0.0,0.0,0.0
1689077,2026-06-30,365,10001000000110010011011100000000000000000000000000000000000000111000000000000000000000000000000010000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000,0.6191780821917808,226,0.3225806451612903,0.16393442622950818,0.14285714285714285,3,70,38,2026-07-05,2,13,7,2026-07-05,1.0,0,0,0,0,1.0,0.2903,0.0323,0.0667,0.0323,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1701140,2026-07-01,365,01111111111111111111111111111000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5917808219178082,216,0.9333333333333333,0.5166666666666667,0.34444444444444444,2,58,46,2026-07-30,0,0,0,,3.0,0,0,0,0,,0.9032,0.0968,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
1718240,2026-06-30,365,11111111111111111111111111111111111111110000000000000000000000111111111111111100000000000000000000000000111111111111111110000000110000000100000001111111111111000000111111100000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5397260273972603,197,1.0,0.6557377049180327,0.6153846153846154,2,35,22,2026-08-09,0,0,0,,1.0,0,0,0,0,1.0,1.0,0.2903,0.5,0.5484,0.4,0.5484,0.0323,0.0,0.129,1.0,1.0
1804621,2026-07-01,365,00000000000111111100000111111110000111111100000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.33972602739726027,124,0.4666666666666667,0.36666666666666664,0.32222222222222224,4,57,35,2026-07-01,2,16,11,2026-07-01,3.0,0,0,0,0,,0.4839,0.2258,0.2333,0.0,0.0,0.0,0.0,0.0,0.129,1.0,1.0
1805413,2026-06-30,365,10011000000110000010000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000,0.6,219,0.1935483870967742,0.11475409836065574,0.07692307692307693,4,82,45,2026-07-05,3,23,12,2026-07-05,1.0,0,0,0,0,1.0,0.1613,0.0323,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1805783,2026-07-01,365,11111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6767123287671233,247,1.0,1.0,0.6888888888888889,1,28,28,2026-09-01,0,0,0,,26.0,0,0,0,0,,1.0,1.0,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
1808483,2026-06-30,365,11111011111111001111000000000000001111111111111111111111111111111111111111111111111111111111111000000000000000000000000000001111111111111110011111111111111111111111111111111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.4547945205479452,166,0.5483870967741935,0.7213114754098361,0.8131868131868132,1,14,14,2026-07-20,1,11,11,2026-07-20,3.0,1,0,0,0,1.0,0.5161,0.9355,1.0,0.0645,0.9333,1.0,0.9355,0.0,0.0,0.0,0.0
1828204,2026-06-30,365,10011000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000,0.5945205479452055,217,0.16129032258064516,0.08196721311475409,0.054945054945054944,3,84,72,2026-07-05,3,24,12,2026-07-05,1.0,1,0,0,0,1.0,0.129,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1828230,2026-06-30,365,10011000000110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000,0.5972602739726027,218,0.1935483870967742,0.09836065573770492,0.06593406593406594,3,83,72,2026-07-05,3,23,12,2026-07-05,1.0,0,0,0,0,1.0,0.1613,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1838199,2026-07-02,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0027397260273972603,1,0.034482758620689655,0.01694915254237288,0.011235955056179775,1,88,88,2026-07-03,1,28,28,2026-07-03,90.0,0,1,0,0,,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1838528,2026-06-30,365,11111111111101111111111111110000000000111110000000000000000000000000000000000001111000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.8438356164383561,308,0.8709677419354839,0.5245901639344263,0.3956043956043956,3,54,36,2026-07-28,0,0,0,,30.0,1,1,0,0,1.0,0.8387,0.1613,0.1333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1884880,2026-06-30,365,10011000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000,0.5945205479452055,217,0.16129032258064516,0.08196721311475409,0.054945054945054944,3,84,72,2026-07-05,3,24,12,2026-07-05,1.0,1,0,0,0,1.0,0.129,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1911361,2026-07-01,365,11111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.019178082191780823,7,0.23333333333333334,0.11666666666666667,0.07777777777777778,1,83,83,2026-07-08,1,23,23,2026-07-08,30.0,0,1,0,0,,0.2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938837,2026-06-30,365,11111111111111111110000000000000000011111111111111111111111111111111111111111111111111111111111110000000001111111111111111111000000000000000000000000000000000000000011111111111000000111111111111111111111111111111111111111111111111111111111111111100000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7342465753424657,268,0.6129032258064516,0.7213114754098361,0.8131868131868132,1,17,17,2026-07-19,1,12,12,2026-07-19,7.0,0,0,0,0,1.0,0.5806,0.871,1.0,0.7097,0.0333,0.4516,1.0,1.0,0.1935,1.0,1.0
1980573,2026-07-01,365,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.3178082191780822,116,0.0,0.0,0.0,1,90,90,2026-07-01,1,30,30,2026-07-01,10.0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.6129,0.0645,0.0,0.129,1.0,1.0
2072811,2026-06-30,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7534246575342466,275,0.03225806451612903,0.01639344262295082,0.01098901098901099,1,90,90,2026-07-01,1,30,30,2026-07-01,3.0,0,0,0,0,1.0,0.0,0.0,0.0667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2075962,2026-07-01,365,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6657534246575343,243,1.0,1.0,1.0,0,0,0,,0,0,0,,30.0,0,1,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2084454,2026-07-01,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0027397260273972603,1,0.03333333333333333,0.016666666666666666,0.011111111111111112,1,89,89,2026-07-02,1,29,29,2026-07-02,30.0,0,1,0,0,,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100055,2026-06-30,365,11111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5260273972602739,192,0.25806451612903225,0.13114754098360656,0.08791208791208792,1,83,83,2026-07-08,1,23,23,2026-07-08,3.0,0,0,0,0,1.0,0.2258,0.0,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
2114695,2026-06-30,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0027397260273972603,1,0.03225806451612903,0.01639344262295082,0.01098901098901099,1,90,90,2026-07-01,1,30,30,2026-07-01,28.0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263430,2026-07-02,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.5068493150684932,185,0.034482758620689655,0.01694915254237288,0.011235955056179775,1,88,88,2026-07-03,1,28,28,2026-07-03,90.0,0,1,0,0,,0.0333,0.0,0.0,0.0,0.0,0.0645,1.0,1.0,1.0,1.0,1.0
2365294,2026-07-02,365,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1.0,365,1.0,1.0,1.0,0,0,0,,0,0,0,,10.0,1,0,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2429479,2026-06-30,365,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0027397260273972603,1,0.03225806451612903,0.01639344262295082,0.01098901098901099,1,90,90,2026-07-01,1,30,30,2026-07-01,3.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553760,2026-06-30,365,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111101110000100001100100100011000011010001010000111000011100001011111111111111111111111111111110111110111110000110000111000011110001100010011001001100001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.4849315068493151,177,1.0,1.0,0.989010989010989,0,0,0,,0,0,0,,5.0,1,0,0,0,1.0,1.0,1.0,0.9667,0.3548,0.4,0.9677,0.5806,0.4286,0.0645,0.0,0.0
2632210,2026-06-30,365,11111111110000000001111110111111111111111110001111100000000000000000001111111100000000111110000000000000000001111110000000000000011111111111111111111111110001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.7945205479452054,290,0.6774193548387096,0.6229508196721312,0.5604395604395604,3,36,19,2026-07-10,1,9,9,2026-07-10,4.0,1,0,0,0,1.0,0.6774,0.5161,0.4333,0.1935,0.8333,0.9032,1.0,1.0,1.0,1.0,1.0
2637590,2026-07-01,365,00011111111111111111111111111111110111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.6164383561643836,225,0.9,0.6666666666666666,0.4444444444444444,1,45,45,2026-08-15,0,0,0,,3.0,0,0,0,0,,0.9032,0.3871,0.0,0.0,0.0,0.129,1.0,1.0,1.0,1.0,1.0
