id,host_id,latitude,longitude,neighbourhood_cleansed,room_type,Y_vacancy,Y_high_risk,accommodates,bedrooms,beds,bathrooms_count,is_shared_bath,price,minimum_nights,maximum_nights,min_nights_avg_ntm,instant_bookable,self_checkin,room_type_code,neighbourhood_code,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price_pctl_nbhd,score_pctl_nbhd,amenities_vs_median,nbr_density_1km,nbr_density_same_type_1km,host_acceptance_rate,host_response_rate,response_speed,host_is_superhost,host_listings_count,calculated_host_listings_count,host_tenure_days,desc_len,host_about_len,neighborhood_overview_len,amenities_count,hotel_count_1km,hotel_count_500m,airbnb_hotel_supply_ratio,price_per_person,price_per_bedroom,beds_per_person
10096368,3705836,25.07917,121.58063,內湖區,Entire home/apt,0.2876712328767123,0,12,4.0,7.0,3.0,False,30477.0,31,700,31.0,0,0,0,3,4.83,4.96,4.61,4.83,4.74,4.52,4.57,0.9259259259259259,0.6956521739130435,0.4057971014492754,5,5,0.82,0.98,4.0,1,26,26,4749,190,343,205,14,1,1,2.5,2539.75,7619.25,0.5833333333333334
10150463,47100151,25.018394797910265,121.53236798952058,大安區,Private room,0.4301369863013699,0,1,1.0,1.0,1.0,True,1489.0,3,180,3.1,0,0,2,8,4.95,4.92,4.91,4.93,4.93,4.92,4.84,0.7297297297297297,0.548,1.0,320,160,0.97,1.0,3.0,1,3,3,3632,0,654,251,21,12,3,24.615384615384617,1489.0,1489.0,1.0
10150804,47100151,25.018449783325195,121.53235626220705,大安區,Private room,0.6602739726027397,0,2,1.0,1.0,1.0,True,1982.0,3,180,3.1,0,0,2,8,4.83,4.86,4.74,4.77,4.94,4.94,4.71,0.8828828828828829,0.412,1.2857142857142858,322,162,0.97,1.0,3.0,1,3,3,3632,264,654,251,27,11,3,26.833333333333332,991.0,1982.0,0.5
10151418,47100151,25.018449783325195,121.53235626220705,大安區,Private room,0.5753424657534246,0,2,1.0,1.0,1.0,True,1821.0,3,180,3.1,0,0,2,8,4.88,4.91,4.86,4.87,4.95,4.88,4.78,0.8603603603603603,0.474,1.1904761904761905,322,162,0.97,1.0,3.0,1,3,3,3632,260,654,251,25,11,3,26.833333333333332,910.5,1821.0,0.5
10167061,47952638,25.02513,121.54312,大安區,Private room,0.4876712328767123,0,2,1.0,1.0,1.0,False,1803.0,2,90,1.3,0,0,2,8,4.8,4.9,4.73,4.9,4.98,4.95,4.73,0.8378378378378378,0.364,0.6190476190476191,233,108,0.8,1.0,4.0,0,2,1,3620,283,0,0,13,9,0,23.3,901.5,1803.0,0.5
10196520,4762726,25.09246,121.52202,士林區,Private room,0.5561643835616439,0,2,1.0,1.0,1.0,False,814.0,30,90,30.0,0,1,2,6,4.75,4.85,4.67,4.89,4.89,4.74,4.75,0.18604651162790697,0.3953488372093023,0.9615384615384616,125,26,1.0,1.0,4.0,1,6,6,4637,233,43,155,25,15,5,7.8125,407.0,814.0,0.5
10232580,39391442,25.03443,121.57113,信義區,Entire home/apt,0.9972602739726028,1,2,1.0,1.0,1.5,False,1793.0,30,60,30.0,1,0,0,2,,,,,,,,0.2100238663484487,,0.5,217,149,,0.0,1.0,0,2,1,3722,287,25,107,17,10,1,19.727272727272727,896.5,1793.0,0.5
10254998,52064270,25.01383,121.53348,中正區,Entire home/apt,0.9808219178082191,1,4,2.0,4.0,2.5,False,2065.0,28,1125,28.0,0,0,0,1,4.7,4.57,4.72,4.86,4.86,4.86,4.69,0.3700440528634361,0.2251732101616628,0.75,126,55,0.39,0.73,3.0,0,11,9,3569,759,0,414,21,7,4,15.75,516.25,1032.5,1.0
10296809,4762726,25.09246,121.52202,士林區,Entire home/apt,0.44931506849315067,0,2,1.0,1.0,1.0,False,843.0,30,90,30.0,0,1,0,6,4.74,4.83,4.64,4.86,4.88,4.72,4.78,0.043859649122807015,0.4223300970873786,0.8620689655172413,125,75,1.0,1.0,4.0,1,6,6,4637,155,43,151,25,15,5,7.8125,421.5,843.0,0.5
10301726,47885711,25.0306,121.54329,大安區,Entire home/apt,0.6109589041095891,0,5,2.0,1.0,2.0,False,3215.0,10,110,10.0,0,1,0,8,4.64,4.7,4.5,4.89,4.87,4.79,4.6,0.5647149460708782,0.1680327868852459,1.1818181818181819,320,196,0.99,1.0,4.0,0,8,7,3621,225,314,110,39,19,4,16.0,643.0,1607.5,0.2
10448762,15706026,25.04321,121.54682,大安區,Entire home/apt,0.9397260273972603,1,10,3.0,5.0,2.0,False,5295.0,2,1124,1.9,0,0,0,8,4.75,4.76,4.75,4.76,4.85,4.84,4.66,0.8597842835130971,0.32704918032786884,0.8787878787878788,485,413,0.97,1.0,4.0,1,16,16,4152,1000,0,1000,29,29,10,16.166666666666668,529.5,1765.0,0.5
10463842,32044991,25.02738,121.52138,中正區,Private room,0.4849315068493151,0,2,1.0,1.0,1.0,False,822.0,30,120,30.0,0,0,2,1,4.9,4.94,4.9,4.93,4.98,4.9,4.87,0.27702702702702703,0.6354166666666666,2.0,397,207,1.0,1.0,4.0,1,1,1,3809,256,399,25,38,11,4,33.083333333333336,411.0,822.0,0.5
10483990,52404075,25.0845,121.55708,中山區,Entire home/apt,0.9753424657534246,1,6,1.0,1.0,1.0,False,2215.0,3,120,3.0,0,0,0,0,4.0,4.5,4.5,5.0,5.0,3.5,3.5,0.43984220907297833,0.0395778364116095,0.6530612244897959,22,13,0.0,0.0,1.0,0,1,1,3565,286,210,0,16,10,6,2.0,369.1666666666667,2215.0,0.16666666666666666
10530378,24847626,25.06532,121.52862,中山區,Private room,0.0,0,2,1.0,,1.0,False,,2,1125,2.0,0,0,2,0,5.0,4.6,4.4,4.6,4.6,5.0,4.6,,0.8842975206611571,1.173913043478261,341,55,0.91,1.0,4.0,0,17,16,3942,436,332,184,27,35,15,9.472222222222221,,,
10554878,54320880,25.02789,121.55714,信義區,Hotel room,0.31232876712328766,0,2,1.0,,1.0,False,,1,365,1.0,1,1,1,2,4.5,4.5,3.75,4.25,4.25,4.5,4.5,,0.125,1.125,447,10,1.0,1.0,4.0,0,18,12,3549,255,0,420,18,15,4,27.9375,,,
10558422,54320880,25.02836,121.55873,信義區,Hotel room,0.052054794520547946,0,2,1.0,,5.0,True,,1,365,1.0,1,1,1,2,5.0,5.0,4.8,5.0,5.0,5.0,5.0,,0.875,1.0,430,10,1.0,1.0,4.0,0,18,12,3549,213,0,420,16,14,6,28.666666666666668,,,
10559106,54320880,25.02924538133069,121.55849697309056,信義區,Hotel room,0.28493150684931506,0,2,1.0,1.0,5.0,True,1643.0,1,365,1.0,1,1,1,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8333333333333334,0.875,1.0,426,10,1.0,1.0,4.0,0,18,12,3549,0,0,420,16,14,6,28.4,821.5,1643.0,0.5
10560003,21867853,25.04319,121.50617,萬華區,Entire home/apt,0.8547945205479452,1,7,1.0,4.0,1.0,False,2229.0,2,20,2.0,0,0,0,11,4.66,4.76,4.5,4.85,4.84,4.86,4.65,0.6498371335504886,0.21289228159457166,1.1851851851851851,1689,1408,0.58,1.0,4.0,0,16,16,4020,501,12,142,32,144,89,11.648275862068965,318.42857142857144,2229.0,0.5714285714285714
10576868,54320880,25.0279850461004,121.55801755138904,信義區,Hotel room,0.09315068493150686,0,2,1.0,,5.0,True,,1,365,1.0,1,1,1,2,,,,,,,,,,1.0,436,10,1.0,1.0,4.0,0,18,12,3549,248,0,420,16,14,5,29.066666666666666,,,
10578817,32194667,25.04596900939941,121.5158462524414,中正區,Entire home/apt,0.915068493150685,1,4,1.0,2.0,1.0,False,1666.0,1,7,1.0,0,0,0,1,4.22,4.54,4.22,4.56,4.64,4.92,4.43,0.23788546255506607,0.046189376443418015,0.6428571428571429,1236,919,0.41,1.0,3.0,0,7,7,3807,1000,44,348,18,171,66,7.186046511627907,416.5,1666.0,0.5
10579389,32194667,25.04596900939941,121.5158462524414,中正區,Entire home/apt,0.6493150684931507,0,6,1.0,3.0,1.0,False,1766.0,1,15,1.0,0,0,0,1,4.69,4.72,4.67,4.77,4.77,4.87,4.69,0.28083700440528636,0.21247113163972287,0.42857142857142855,1236,919,0.41,1.0,3.0,0,7,7,3807,1000,44,348,12,171,66,7.186046511627907,294.3333333333333,1766.0,0.5
10596335,20812835,25.03207,121.55739,大安區,Entire home/apt,0.0684931506849315,0,2,0.0,1.0,1.0,False,3500.0,10,1125,10.0,0,0,0,8,,,,,,,,0.6332819722650231,,0.6060606060606061,449,327,0.6,1.0,3.0,0,9,8,4047,188,0,163,20,16,7,26.41176470588235,1750.0,,0.5
10619369,21867853,25.04335,121.50603,萬華區,Entire home/apt,0.873972602739726,1,2,0.0,2.0,1.0,False,1075.0,2,20,2.0,0,0,0,11,4.46,4.55,4.47,4.74,4.73,4.76,4.47,0.06270358306188925,0.0810008481764207,1.0,1688,1407,0.58,1.0,4.0,0,16,16,4020,485,12,142,27,144,89,11.641379310344828,537.5,,1.0
10619401,54320880,25.02796781265648,121.55855502940506,信義區,Hotel room,0.08767123287671233,0,2,1.0,1.0,5.0,True,1738.0,1,365,1.0,1,1,1,2,5.0,5.0,4.5,5.0,5.0,5.0,4.5,1.0,0.875,1.0,429,10,1.0,1.0,4.0,0,18,12,3549,248,0,420,16,14,5,28.6,869.0,1738.0,0.5
10619884,54320880,25.02826,121.55882,信義區,Hotel room,0.08767123287671233,0,1,1.0,1.0,5.0,True,1222.0,1,365,1.0,1,1,1,2,4.55,4.45,4.55,4.73,4.64,4.73,4.45,0.6666666666666666,0.375,1.0,430,10,1.0,1.0,4.0,0,18,12,3549,249,0,0,16,13,5,30.714285714285715,1222.0,1222.0,1.0
10620143,54320880,25.02805,121.55799,信義區,Hotel room,0.3150684931506849,0,1,1.0,2.0,5.0,True,520.0,1,365,1.0,1,1,1,2,4.78,4.78,4.78,4.67,4.89,4.89,4.78,0.25,0.5,1.0,436,10,1.0,1.0,4.0,0,18,12,3549,244,0,0,16,14,5,29.066666666666666,520.0,520.0,2.0
10620342,54320880,25.029838694337187,121.5586958547922,信義區,Hotel room,0.31232876712328766,0,1,1.0,2.0,,False,520.0,1,365,1.0,1,1,1,2,4.8,4.7,4.9,4.7,4.8,4.6,4.8,0.25,0.625,1.0,426,10,1.0,1.0,4.0,0,18,12,3549,310,0,0,16,13,6,30.428571428571427,520.0,520.0,2.0
10650328,9678816,25.04434,121.50531,萬華區,Entire home/apt,0.32054794520547947,0,2,1.0,1.0,1.0,False,1120.0,2,1125,2.0,0,1,0,11,4.7,4.8,4.67,4.87,4.85,4.88,4.72,0.08265472312703583,0.2811704834605598,1.1481481481481481,1646,1365,0.82,1.0,4.0,0,7,4,4355,566,62,0,31,143,87,11.430555555555555,560.0,1120.0,0.5
10689015,47305699,25.04271,121.50633,萬華區,Entire home/apt,0.4273972602739726,0,4,1.0,1.0,1.0,False,1839.0,2,30,2.3,0,0,0,11,4.68,4.81,4.68,4.87,4.87,4.89,4.61,0.5020358306188925,0.2506361323155216,1.3703703703703705,1691,1410,0.81,1.0,3.0,1,2,2,3629,288,441,1000,37,144,86,11.662068965517241,459.75,1839.0,0.25
10740773,54194324,25.02412,121.56426,信義區,Private room,0.2219178082191781,0,2,1.0,1.0,1.0,True,799.0,3,1125,3.0,0,0,2,2,4.77,4.83,4.7,4.85,4.88,4.77,4.77,0.378698224852071,0.4935483870967742,2.3043478260869565,224,79,0.7,1.0,4.0,0,8,8,3550,1000,971,342,53,1,0,112.0,399.5,799.0,0.5
10742557,55535137,25.11437,121.53783,士林區,Entire home/apt,0.7205479452054795,1,2,1.0,2.0,1.0,False,3433.0,3,15,3.0,0,1,0,6,5.0,4.83,5.0,5.0,5.0,4.83,4.67,0.7280701754385965,0.9029126213592233,0.6206896551724138,8,4,0.2,,0.0,0,2,2,3540,973,22,133,18,0,0,8.0,1716.5,3433.0,1.0
10753725,24750748,25.05938,121.54327,中山區,Entire home/apt,0.6602739726027397,0,1,0.0,1.0,1.0,False,1707.0,1,1125,1.2,0,1,0,0,4.65,4.73,4.67,4.83,4.77,4.77,4.6,0.24358974358974358,0.2757255936675462,0.8163265306122449,120,94,0.95,0.67,2.0,0,7,7,3945,277,0,1000,20,27,3,4.285714285714286,1707.0,,1.0
10755410,24750748,25.060264587402344,121.54430389404295,松山區,Entire home/apt,0.6602739726027397,0,2,1.0,1.0,1.0,False,1707.0,1,1125,1.2,1,1,0,10,4.45,4.59,4.59,4.77,4.83,4.71,4.42,0.3597560975609756,0.04966887417218543,0.9375,115,91,0.95,0.67,2.0,0,7,7,3945,518,0,440,30,24,3,4.6,853.5,1707.0,0.5
10755679,24750748,25.06051,121.54318,中山區,Entire home/apt,0.0,0,3,,,1.0,False,,1,1125,1.0,0,1,0,0,4.62,4.7,4.68,4.79,4.83,4.85,4.64,,0.2612137203166227,0.8163265306122449,114,89,0.95,0.67,2.0,0,7,7,3945,398,0,440,20,22,2,4.956521739130435,,,
10758473,54220191,25.04514,121.50645,萬華區,Private room,0.9726027397260274,1,1,1.0,,3.0,False,,1,1125,1.0,0,0,2,11,4.15,4.48,4.63,4.7,4.56,4.56,4.52,,0.09219858156028368,0.6086956521739131,1800,252,0.0,0.0,1.0,0,8,8,3550,25,0,0,14,155,91,11.538461538461538,,,
10844845,54220191,25.04724,121.50507,萬華區,Private room,1.0,1,1,1.0,1.0,3.0,False,760.0,1,1125,1.0,0,0,2,11,4.33,4.08,4.42,4.73,4.67,4.73,4.73,0.16455696202531644,0.1099290780141844,0.6521739130434783,1661,229,0.0,0.0,1.0,0,8,8,3550,25,0,50,15,147,63,11.222972972972974,760.0,760.0,1.0
10845204,54220191,25.04705,121.50495,萬華區,Private room,0.989041095890411,1,1,1.0,,3.0,False,,1,1125,1.0,0,0,2,11,4.38,4.63,4.75,4.88,4.25,4.63,4.5,,0.12411347517730496,0.6521739130434783,1652,230,0.0,0.0,1.0,0,8,8,3550,25,0,50,15,144,62,11.393103448275863,,,
10845460,54220191,25.0454,121.50492,萬華區,Private room,1.0,1,1,1.0,1.0,3.0,False,670.0,1,1125,1.0,0,0,2,11,,,,,,,,0.11392405063291139,,0.6521739130434783,1634,226,0.0,0.0,1.0,0,8,8,3550,25,0,50,15,140,79,11.588652482269504,670.0,670.0,1.0
10846244,54220191,25.04489,121.50642,萬華區,Private room,0.958904109589041,1,1,1.0,1.0,3.0,False,577.0,1,1125,1.0,0,0,2,11,4.67,4.67,4.33,4.67,4.67,4.67,4.67,0.08227848101265822,0.48226950354609927,0.6521739130434783,1779,239,0.0,0.0,1.0,0,8,8,3550,25,0,50,15,154,94,11.477419354838709,577.0,577.0,1.0
10847380,54220191,25.04625,121.50778,萬華區,Private room,0.9780821917808219,1,1,1.0,,3.0,False,,1,1125,1.0,0,0,2,11,4.11,4.5,3.89,4.5,4.5,4.38,4.25,,0.0851063829787234,0.6521739130434783,1937,266,0.0,0.0,1.0,0,8,8,3550,25,0,50,15,179,76,10.761111111111111,,,
10847892,54220191,25.04709,121.50653,萬華區,Private room,1.0,1,1,1.0,1.0,3.0,False,656.0,1,1125,1.0,0,0,2,11,4.5,4.25,4.25,5.0,5.0,4.75,4.75,0.10126582278481013,0.21631205673758866,0.6521739130434783,1805,242,0.0,0.0,1.0,0,8,8,3550,25,0,50,15,170,71,10.555555555555555,656.0,656.0,1.0
10848436,54220191,25.04657,121.5044,萬華區,Private room,1.0,1,1,1.0,1.0,3.0,False,756.0,1,1125,1.0,0,0,2,11,4.0,5.0,5.0,5.0,4.5,5.0,5.0,0.15822784810126583,0.06382978723404255,0.6521739130434783,1610,222,0.0,0.0,1.0,0,8,8,3550,25,0,50,15,130,66,12.290076335877863,756.0,756.0,1.0
11007917,28321231,25.04164,121.50559,萬華區,Entire home/apt,0.4465753424657534,0,3,1.0,2.0,1.0,False,1692.0,3,365,3.2,0,0,0,11,4.76,4.78,4.62,4.91,4.97,4.91,4.74,0.42874592833876224,0.39185750636132316,1.1111111111111112,1621,1346,0.94,0.99,4.0,1,12,11,3870,420,51,0,30,133,71,12.097014925373134,564.0,1692.0,0.6666666666666666
11024330,8525481,25.05226,121.56115,松山區,Private room,0.25753424657534246,0,1,1.0,1.0,1.0,False,760.0,2,90,3.0,0,1,2,10,4.81,4.78,4.67,4.81,4.96,4.85,4.56,0.17567567567567569,0.34782608695652173,0.8301886792452831,109,29,,,0.0,0,2,2,4414,385,0,0,22,16,5,6.411764705882353,760.0,760.0,1.0
11026681,27639138,25.04737,121.50361,萬華區,Entire home/apt,0.9972602739726028,1,4,2.0,2.0,2.0,False,13286.0,4,190,4.0,0,0,0,11,4.89,4.89,4.93,4.89,4.85,4.44,4.74,0.999185667752443,0.7256149279050043,0.6296296296296297,1512,1257,0.0,0.0,1.0,0,2,2,3883,433,0,0,17,111,48,13.5,3321.5,6643.0,0.5
11129625,49879413,25.02311,121.49016,萬華區,Entire home/apt,0.23835616438356164,0,5,1.0,2.0,1.0,False,2987.0,1,1125,1.0,0,0,0,11,4.46,4.54,4.77,4.75,4.62,4.17,4.5,0.8159609120521173,0.0810008481764207,0.9629629629629629,13,10,1.0,1.0,2.0,0,1,1,3597,164,10,531,26,0,0,13.0,597.4,2987.0,0.4
11140660,28103867,25.04645,121.51235,中正區,Entire home/apt,0.2136986301369863,0,4,2.0,2.0,1.0,False,2395.0,4,1124,4.0,0,0,0,1,4.33,4.53,4.31,4.83,4.93,4.76,4.46,0.45594713656387664,0.06004618937644342,0.75,1924,1552,1.0,1.0,4.0,0,47,47,3874,576,189,0,21,197,77,9.717171717171718,598.75,1197.5,0.5
11183004,21867853,25.04209,121.50589,萬華區,Entire home/apt,0.8438356164383561,1,4,0.0,2.0,1.0,False,1218.0,2,20,2.0,0,0,0,11,4.7,4.83,4.54,4.84,4.83,4.79,4.66,0.1473941368078176,0.2811704834605598,1.0,1652,1372,0.58,1.0,4.0,0,16,16,4020,536,12,119,27,144,79,11.393103448275863,304.5,,0.5
11246441,28385059,25.05419,121.510292,大同區,Private room,0.07123287671232877,0,2,1.0,1.0,0.5,False,3050.0,1,365,1.0,1,0,2,7,4.91,4.91,4.94,4.94,4.94,4.79,4.72,0.5909090909090909,0.6140350877192983,1.5555555555555556,588,94,1.0,1.0,3.0,0,5,5,3869,228,300,498,28,100,25,5.821782178217822,1525.0,3050.0,0.5
11301973,42159672,25.04508,121.50514,萬華區,Entire home/apt,0.7863013698630137,1,3,1.0,2.0,1.0,False,1643.0,2,1125,2.0,0,0,0,11,4.78,4.84,4.83,4.83,4.82,4.85,4.77,0.40838762214983715,0.4385072094995759,0.9259259259259259,1654,1361,0.98,0.98,4.0,0,17,5,3693,70,94,1000,25,144,83,11.406896551724138,547.6666666666666,1643.0,0.6666666666666666
11324283,59239444,25.02421,121.52794,大安區,Entire home/apt,0.0027397260273972603,0,4,2.0,,1.0,False,,3,160,3.0,0,0,0,8,4.9,4.94,4.95,4.94,4.95,4.94,4.89,,0.6409836065573771,0.6363636363636364,459,224,1.0,,0.0,1,1,1,3513,756,40,95,21,11,4,38.25,,,
11327928,19717002,24.99743283218915,121.5580090012751,文山區,Entire home/apt,0.936986301369863,1,6,3.0,3.0,1.5,False,3228.0,3,1125,3.0,0,1,0,9,4.86,4.91,4.88,4.85,4.95,4.79,4.84,0.6153846153846154,0.484375,1.3703703703703705,15,12,1.0,1.0,4.0,1,1,1,4070,512,0,419,37,0,0,15.0,538.0,1076.0,0.5
11330930,58666148,25.0412,121.54198,大安區,Entire home/apt,0.9506849315068493,1,10,3.0,4.0,1.0,False,4234.0,2,1125,1.9,0,0,0,8,4.68,4.64,4.66,4.73,4.85,4.94,4.49,0.7473035439137135,0.21639344262295082,1.0909090909090908,417,353,0.97,1.0,4.0,1,19,19,3516,1000,0,1000,36,31,8,13.03125,423.4,1411.3333333333333,0.4
11402960,28321231,25.04364,121.50377,萬華區,Entire home/apt,0.4602739726027397,0,6,1.0,2.0,1.0,False,2155.0,3,365,3.2,0,0,0,11,4.78,4.81,4.72,4.89,4.92,4.9,4.78,0.629071661237785,0.4385072094995759,1.2962962962962963,1558,1304,0.94,0.99,4.0,1,12,11,3870,772,51,13,35,121,79,12.770491803278688,359.1666666666667,2155.0,0.3333333333333333
11540482,38134494,25.01218,121.53423,中正區,Private room,0.0,0,2,1.0,,1.0,False,,30,90,30.0,0,0,2,1,4.35,4.53,4.41,4.59,4.65,4.88,4.35,,0.22395833333333334,0.7894736842105263,97,65,0.9,1.0,3.0,0,87,81,3734,1000,150,688,15,7,5,12.125,,,
11561837,29002794,25.04211,121.57096,信義區,Entire home/apt,0.10136986301369863,0,2,0.0,1.0,1.5,False,1762.0,28,730,30.0,0,1,0,2,4.83,4.91,4.73,4.96,4.93,4.92,4.74,0.2064439140811456,0.4462915601023018,0.7058823529411765,322,229,0.97,1.0,4.0,1,25,25,3859,626,0,0,24,20,3,15.333333333333334,881.0,,0.5
11660562,28858686,25.03133,121.55522,大安區,Private room,0.00821917808219178,0,2,,,1.0,True,,2,10,2.0,0,1,2,8,4.92,4.94,4.97,4.94,4.97,4.86,4.91,,0.51,2.0476190476190474,473,120,0.8,0.92,4.0,1,1,1,3861,502,46,307,43,17,7,26.27777777777778,,,
11679874,61907852,25.02281,121.53019,大安區,Private room,0.7589041095890411,1,2,1.0,2.0,2.0,True,749.0,1,365,1.0,0,0,2,8,4.29,4.45,4.26,4.52,4.55,4.68,4.48,0.12162162162162163,0.064,0.5714285714285714,439,211,0.86,1.0,4.0,0,7,7,3494,44,0,0,12,14,7,29.266666666666666,374.5,749.0,1.0
11686801,22105084,25.03623,121.49915,萬華區,Entire home/apt,0.4849315068493151,0,6,3.0,4.0,2.0,False,4810.0,28,1125,28.0,0,0,0,11,5.0,4.88,5.0,5.0,5.0,4.88,4.75,0.9389250814332247,0.9321458863443596,0.5555555555555556,662,555,0.0,0.0,1.0,0,3,3,4014,563,27,411,15,36,5,17.89189189189189,801.6666666666666,1603.3333333333333,0.6666666666666666
11693088,35965190,25.074437789437688,121.51265302992029,大同區,Private room,0.8657534246575342,1,1,1.0,1.0,1.0,True,1000.0,2,180,2.0,0,0,2,7,4.87,4.9,4.82,4.88,4.93,4.76,4.86,0.2878787878787879,0.4824561403508772,1.1111111111111112,22,9,0.83,1.0,4.0,0,1,1,3759,534,363,986,20,3,0,5.5,1000.0,1000.0,1.0
11839710,63083993,25.06769,121.60909,內湖區,Entire home/apt,0.6356164383561644,0,6,2.0,2.0,1.0,False,2678.0,3,1125,3.0,0,0,0,3,4.86,4.87,4.73,4.96,4.96,4.68,4.83,0.37037037037037035,0.7608695652173914,1.1594202898550725,20,5,0.92,1.0,4.0,1,4,4,3486,401,169,498,40,3,0,5.0,446.3333333333333,1339.0,0.3333333333333333
11873875,63309973,25.04885,121.51851,大同區,Entire home/apt,0.8410958904109589,1,6,2.0,3.0,2.0,False,11516.0,14,368,15.5,0,0,0,7,4.81,4.86,4.62,4.9,4.94,4.96,4.66,0.9720930232558139,0.38221153846153844,2.129032258064516,887,593,1.0,1.0,4.0,1,2,2,3484,495,11,170,66,155,42,5.685897435897436,1919.3333333333333,5758.0,0.5
11977286,15706026,25.04243,121.54405,大安區,Entire home/apt,0.9315068493150684,1,6,2.0,3.0,1.0,False,2222.0,2,365,1.9,0,0,0,8,4.67,4.78,4.73,4.83,4.85,4.88,4.57,0.33436055469953774,0.20081967213114754,1.0303030303030303,449,382,0.97,1.0,4.0,1,16,16,4152,1000,0,1000,34,31,9,14.03125,370.3333333333333,1111.0,0.5
11984141,19235741,25.04729,121.56741,信義區,Private room,1.0,1,4,1.0,2.0,1.0,False,19854.0,5,1120,107.6,0,0,2,2,4.75,5.0,4.63,5.0,5.0,5.0,4.57,0.9881656804733728,0.46774193548387094,1.1304347826086956,271,54,,,0.0,0,4,3,4079,250,739,722,26,27,6,9.678571428571429,4963.5,19854.0,0.5
12044977,42528626,25.04791,121.59188,南港區,Entire home/apt,0.2410958904109589,0,5,3.0,3.0,2.0,False,4166.0,3,365,3.0,0,0,0,5,4.95,4.94,4.93,4.99,5.0,4.84,4.96,0.68,0.6190476190476191,0.9230769230769231,31,10,0.0,,0.0,0,1,1,3689,520,58,1000,30,0,0,31.0,833.2,1388.6666666666667,0.6
12073442,64699386,25.05074,121.5333,中山區,Entire home/apt,0.8246575342465754,1,4,1.0,3.0,1.0,False,1648.0,30,365,30.0,0,0,0,0,4.63,4.74,4.56,4.79,4.75,4.88,4.73,0.22485207100591717,0.26649076517150394,1.3877551020408163,242,143,1.0,1.0,4.0,1,4,2,3473,162,0,178,34,66,20,3.611940298507463,412.0,1648.0,0.75
12078891,24750748,25.06226,121.54321,中山區,Entire home/apt,0.6602739726027397,0,2,1.0,2.0,1.0,False,1707.0,1,1125,1.2,0,1,0,0,4.57,4.65,4.5,4.69,4.82,4.83,4.53,0.24358974358974358,0.24802110817941952,0.8571428571428571,90,74,0.95,0.67,2.0,0,7,7,3945,355,0,0,21,14,2,6.0,853.5,1707.0,1.0
12080926,3097566,25.043,121.54326,大安區,Private room,0.9972602739726028,1,2,1.0,2.0,1.5,False,854.0,25,1125,25.0,0,1,2,8,,,,,,,,0.22522522522522523,,1.0476190476190477,412,52,0.82,0.95,3.0,0,42,3,4810,739,7,0,22,29,7,13.733333333333333,427.0,854.0,1.0
12085043,42159672,25.04685,121.5051,萬華區,Entire home/apt,0.7917808219178082,1,3,1.0,2.0,1.0,False,1715.0,3,1125,3.0,0,0,0,11,4.73,4.83,4.77,4.88,4.9,4.83,4.73,0.44299674267100975,0.3375742154368109,0.8148148148148148,1675,1367,0.98,0.98,4.0,0,17,5,3693,103,94,1000,22,147,72,11.317567567567568,571.6666666666666,1715.0,0.6666666666666666
12128820,21867853,25.04378,121.50798,萬華區,Entire home/apt,0.8328767123287671,1,4,0.0,2.0,1.0,False,1178.0,2,20,2.0,0,0,0,11,4.6,4.75,4.51,4.79,4.86,4.83,4.64,0.12214983713355049,0.1594571670907549,1.1851851851851851,1888,1555,0.58,1.0,4.0,0,16,16,4020,536,12,142,32,161,94,11.654320987654321,294.5,,0.5
12163734,24750748,25.06213,121.54349,中山區,Private room,0.6602739726027397,0,2,1.0,1.0,1.0,False,1707.0,1,1125,1.2,0,1,2,0,4.5,4.5,4.5,4.63,4.73,4.58,4.33,0.6409395973154363,0.19834710743801653,0.9130434782608695,94,14,0.95,0.67,2.0,0,7,7,3945,520,0,0,21,14,2,6.266666666666667,853.5,1707.0,0.5
12177438,15706026,25.03126,121.55543,大安區,Entire home/apt,0.9424657534246575,1,7,2.0,2.0,1.0,False,2304.0,2,1124,1.9,0,0,0,8,4.67,4.79,4.76,4.84,4.9,4.87,4.62,0.35901386748844377,0.20081967213114754,0.9090909090909091,472,341,0.97,1.0,4.0,1,16,16,4152,1000,0,1000,30,17,7,26.22222222222222,329.14285714285717,1152.0,0.2857142857142857
12195168,19141684,25.04666,121.51473,中正區,Entire home/apt,0.9972602739726028,1,2,1.0,2.0,1.0,False,1500.0,40,360,40.0,0,1,0,1,4.14,4.45,3.9,4.54,4.65,4.88,4.32,0.17951541850220265,0.03926096997690531,0.5357142857142857,1410,1089,,,0.0,0,4,4,4080,181,180,0,15,180,78,7.790055248618785,750.0,1500.0,1.0
12221943,24750748,25.06102561950684,121.5443878173828,松山區,Entire home/apt,0.6602739726027397,0,2,1.0,1.0,1.0,False,1987.0,1,1125,1.2,0,1,0,10,4.65,4.68,4.58,4.84,4.84,4.84,4.52,0.40853658536585363,0.19205298013245034,0.625,104,83,0.95,0.67,2.0,0,7,7,3945,497,0,0,20,19,2,5.2,993.5,1987.0,0.5
