id,host_id,latitude,longitude,neighbourhood_cleansed,room_type,Y_vacancy,Y_high_risk,accommodates,bedrooms,beds,bathrooms_count,is_shared_bath,price,minimum_nights,maximum_nights,min_nights_avg_ntm,instant_bookable,self_checkin,room_type_code,neighbourhood_code,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price_pctl_nbhd,score_pctl_nbhd,amenities_vs_median,nbr_density_1km,nbr_density_same_type_1km,host_acceptance_rate,host_response_rate,response_speed,host_is_superhost,host_listings_count,calculated_host_listings_count,host_tenure_days,desc_len,host_about_len,neighborhood_overview_len,amenities_count,hotel_count_1km,hotel_count_500m,airbnb_hotel_supply_ratio,price_per_person,price_per_bedroom,beds_per_person
68398,339014,25.0287746,121.55468591047,大安區,Entire home/apt,0.7095890410958904,1,1,1.0,1.0,1.0,False,1098.0,30,365,30.0,0,0,0,8,4.71,4.86,4.57,4.93,4.93,5.0,4.86,0.045454545454545456,0.2532786885245902,0.7878787878787878,452,301,0.82,1.0,3.0,1,3,3,5380,68,150,683,26,16,5,26.58823529411765,1098.0,1098.0,1.0
271733,242033,25.00581,121.55518,文山區,Entire home/apt,0.13424657534246576,0,2,2.0,2.0,1.0,False,1200.0,14,182,14.0,0,0,0,9,4.97,4.96,4.93,4.97,4.99,4.8,4.91,0.1794871794871795,0.6875,1.3703703703703705,23,18,0.67,1.0,2.0,1,1,1,5487,526,279,177,37,0,0,23.0,600.0,600.0,1.0
272314,1425203,25.04224,121.54265,大安區,Entire home/apt,0.9808219178082191,1,1,1.0,1.0,1.0,False,1220.0,90,1125,90.0,0,0,0,8,4.2,4.14,4.29,3.86,4.14,4.71,3.71,0.07395993836671803,0.03934426229508197,0.2727272727272727,418,354,,,0.0,0,1,1,5063,223,74,166,9,30,7,13.483870967741936,1220.0,1220.0,1.0
289296,1338052,25.04287,121.55112,大安區,Entire home/apt,0.4986301369863014,0,4,2.0,2.0,1.0,False,2622.0,30,1125,30.0,0,0,0,8,4.59,4.69,4.83,4.79,4.86,4.9,4.55,0.4268104776579353,0.13114754098360656,0.5151515151515151,470,396,1.0,1.0,4.0,1,2,2,5088,34,165,0,17,23,9,19.583333333333332,655.5,1311.0,0.5
289298,1338052,25.08091,121.55902,中山區,Entire home/apt,0.873972602739726,1,2,1.0,1.0,1.0,False,2195.0,30,1125,30.0,0,0,0,0,4.84,4.87,4.94,4.91,4.96,4.61,4.72,0.4339250493096647,0.5079155672823219,0.8979591836734694,22,13,1.0,1.0,4.0,1,2,2,5088,40,165,0,22,10,9,2.0,1097.5,2195.0,0.5
333362,6542367,25.07893,121.55061,中山區,Entire home/apt,0.8931506849315068,1,2,1.0,1.0,1.0,False,1719.0,3,30,3.0,0,1,0,0,4.75,4.71,4.56,4.72,4.89,4.7,4.73,0.2504930966469428,0.37730870712401055,1.469387755102041,16,11,,,0.0,0,1,1,4513,118,50,124,36,3,1,4.0,859.5,1719.0,0.5
646629,3204303,25.01708136358273,121.53232686857233,大安區,Entire home/apt,0.27123287671232876,0,3,1.0,1.0,1.0,False,2220.0,2,60,2.0,0,0,0,8,4.65,4.7,4.47,4.79,4.9,4.88,4.61,0.33281972265023113,0.17704918032786884,1.4848484848484849,279,125,0.97,1.0,4.0,1,1,1,4800,249,351,576,49,11,4,23.25,740.0,2220.0,0.3333333333333333
718493,3705836,25.0692,121.58582,內湖區,Entire home/apt,0.6246575342465753,0,4,2.0,2.0,1.0,False,1509.0,35,730,35.0,0,0,0,3,4.59,4.57,4.46,4.77,4.82,4.43,4.52,0.1111111111111111,0.21739130434782608,1.3333333333333333,6,6,0.82,0.98,4.0,1,26,26,4749,315,343,0,46,2,0,2.0,377.25,754.5,0.5
761561,4014285,25.02463,121.52318,中正區,Entire home/apt,0.36164383561643837,0,2,0.0,1.0,1.0,False,1537.0,5,150,5.0,0,0,0,1,4.77,4.84,4.7,4.88,4.95,4.91,4.77,0.18722466960352424,0.33371824480369516,1.3571428571428572,435,193,1.0,1.0,4.0,1,1,1,4718,297,117,116,38,10,3,39.54545454545455,768.5,,0.5
869581,4581891,25.12665,121.53418,士林區,Entire home/apt,0.9972602739726028,1,3,1.0,2.0,1.5,False,3061.0,364,1125,364.0,0,0,0,6,4.91,4.85,4.94,4.91,4.94,4.79,4.68,0.6228070175438597,0.7135922330097088,1.6206896551724137,6,4,,,0.0,0,3,2,4653,312,119,366,47,0,0,6.0,1020.3333333333334,3061.0,0.6666666666666666
963051,5247611,25.03648,121.5581,信義區,Private room,0.6602739726027397,0,2,1.0,1.0,1.0,False,1422.0,3,1125,3.0,0,0,2,2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.6982248520710059,0.8838709677419355,0.6956521739130435,496,90,0.77,1.0,4.0,0,5,4,4598,71,17,0,16,27,5,17.714285714285715,711.0,1422.0,0.5
983054,5386798,25.03723,121.61464,南港區,Private room,0.9972602739726028,1,3,2.0,3.0,1.0,True,510.0,31,365,31.0,0,0,2,5,4.33,4.44,4.08,4.5,4.8,4.3,4.38,0.35714285714285715,0.5217391304347826,1.2777777777777777,4,3,0.0,0.33,1.0,0,2,2,4588,388,225,0,23,0,0,4.0,170.0,255.0,1.0
1015037,339014,25.041624884945406,121.54974724342638,大安區,Entire home/apt,0.8794520547945206,1,2,1.0,1.0,1.0,False,1402.0,30,365,30.0,0,0,0,8,4.78,4.78,4.56,4.78,4.78,4.67,4.78,0.11248073959938366,0.38688524590163936,0.8484848484848485,503,429,0.82,1.0,3.0,1,3,3,5380,194,150,0,28,30,12,16.225806451612904,701.0,1402.0,0.5
1037747,4581891,25.13702,121.50899,北投區,Entire home/apt,0.9945205479452055,1,2,1.0,1.0,1.5,False,1156.0,365,1125,365.0,0,0,0,4,4.64,4.82,4.67,4.74,4.87,4.71,4.82,0.030303030303030304,0.06666666666666667,1.0,33,14,,,0.0,0,3,2,4653,238,119,242,35,24,19,1.32,578.0,1156.0,0.5
1072856,5785514,25.05152,121.56966,松山區,Hotel room,0.3232876712328767,0,2,1.0,1.0,1.0,True,2709.0,1,90,1.1,1,0,1,10,4.7,4.71,4.64,4.83,4.86,4.11,4.61,0.25,0.17647058823529413,1.375,197,12,1.0,1.0,4.0,1,7,7,4561,322,422,593,44,18,9,10.368421052631579,1354.5,2709.0,0.5
1072857,5785514,25.05159,121.56966,松山區,Hotel room,0.3589041095890411,0,2,1.0,2.0,,False,3123.0,1,90,1.0,1,0,1,10,4.71,4.73,4.84,4.9,4.89,4.38,4.65,0.3333333333333333,0.23529411764705882,1.71875,197,12,1.0,1.0,4.0,1,7,7,4561,329,422,593,55,17,9,10.944444444444445,1561.5,3123.0,1.0
1094125,51827,25.04175,121.55308,大安區,Entire home/apt,0.2,0,4,2.0,2.0,2.0,False,4700.0,20,730,19.7,1,1,0,8,4.79,4.84,4.79,4.89,4.83,4.94,4.59,0.8089368258859785,0.4065573770491803,1.0606060606060606,444,370,1.0,1.0,4.0,1,4,4,5808,435,1505,375,35,23,10,18.5,1175.0,2350.0,0.5
1097851,6033578,25.04173,121.56663,信義區,Entire home/apt,0.9123287671232877,1,3,1.0,1.0,1.5,False,3018.0,2,30,2.0,0,1,0,2,4.7,4.6,4.56,4.87,4.92,4.95,4.55,0.6062052505966588,0.24296675191815856,1.1470588235294117,266,202,0.93,1.0,3.0,1,1,1,4545,175,220,0,39,16,7,15.647058823529411,1006.0,3018.0,0.3333333333333333
1120179,51827,25.04184,121.553,大安區,Entire home/apt,0.1780821917808219,0,4,1.0,1.0,1.0,False,2090.0,21,180,20.5,0,1,0,8,4.77,4.75,4.71,4.87,4.88,4.95,4.67,0.28736517719568566,0.369672131147541,1.3333333333333333,451,378,1.0,1.0,4.0,1,4,4,5808,499,1505,170,44,23,10,18.791666666666668,522.5,2090.0,0.25
1126278,6177912,25.05713,121.55946,松山區,Private room,0.9945205479452055,1,2,1.0,1.0,1.0,False,2066.0,35,360,35.0,0,0,2,10,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.7567567567567568,0.043478260869565216,1.169811320754717,63,21,0.0,0.0,1.0,0,8,2,4535,0,526,1000,31,6,0,9.0,1033.0,2066.0,0.5
1139869,6251774,25.02845,121.54682,大安區,Entire home/apt,0.4986301369863014,0,4,2.0,2.0,1.0,False,6029.0,30,1125,30.0,0,1,0,8,4.95,4.96,4.86,4.97,4.99,4.88,4.93,0.9198767334360555,0.7450819672131147,1.2727272727272727,356,210,,,0.0,0,1,1,4530,33,314,373,42,17,3,19.77777777777778,1507.25,3014.5,0.5
1259320,398519,25.03397,121.55313,大安區,Entire home/apt,0.3643835616438356,0,4,2.0,1.0,1.0,False,4222.0,28,92,27.6,0,1,0,8,4.81,4.79,4.75,4.87,4.88,4.94,4.71,0.7442218798151001,0.4491803278688525,1.4242424242424243,564,431,0.97,1.0,3.0,1,1,1,5338,465,428,502,47,29,5,18.8,1055.5,2111.0,0.25
1297987,5992856,25.04727,121.51671,中正區,Entire home/apt,0.6547945205479452,0,3,1.0,2.0,1.0,False,2321.0,7,1125,7.0,1,1,0,1,4.87,4.9,4.83,4.89,4.94,4.96,4.81,0.43832599118942733,0.5993071593533488,1.1785714285714286,995,712,1.0,1.0,4.0,0,1,1,4548,360,288,54,33,168,68,5.887573964497041,773.6666666666666,2321.0,0.6666666666666666
1599241,6378689,25.11179,121.52735,士林區,Private room,0.9972602739726028,1,2,1.0,1.0,1.0,False,4750.0,1,1125,1.0,0,0,2,6,,,,,,,,0.9534883720930233,,0.38461538461538464,44,10,1.0,0.0,1.0,0,3,2,4522,253,381,0,10,0,0,44.0,2375.0,4750.0,0.5
1618365,4717608,25.13384,121.50158,北投區,Private room,0.8821917808219178,1,2,1.0,0.0,0.0,True,1586.0,1,365,1.0,1,0,2,4,4.17,4.5,4.83,4.67,4.67,4.5,4.0,0.42105263157894735,0.07692307692307693,2.4,27,8,0.94,1.0,4.0,1,5,5,4641,69,1055,0,24,17,5,1.5,793.0,1586.0,0.0
1631691,8642499,25.06117,121.54287,中山區,Entire home/apt,0.8931506849315068,1,2,2.0,1.0,1.0,False,1465.0,1,1125,1.0,1,0,0,0,4.47,4.36,4.52,4.65,4.65,4.64,4.37,0.1341222879684418,0.16358839050131926,0.7346938775510204,103,81,1.0,1.0,4.0,0,6,6,4408,417,65,264,18,19,2,5.15,732.5,732.5,0.5
1664910,8818893,25.02692,121.51984,中正區,Entire home/apt,0.8273972602739726,1,2,1.0,2.0,1.0,False,1760.0,1,1125,1.0,0,1,0,1,4.71,4.84,4.7,4.81,4.78,4.88,4.69,0.2775330396475771,0.2390300230946882,1.3571428571428572,333,150,1.0,1.0,4.0,1,1,1,4400,249,111,219,38,6,4,47.57142857142857,880.0,1760.0,1.0
1671130,8847227,25.0454,121.51649,中正區,Entire home/apt,0.8191780821917808,1,3,1.0,2.0,1.0,False,1281.0,28,90,29.5,1,1,0,1,4.58,4.77,4.59,4.76,4.67,4.93,4.65,0.10022026431718062,0.12009237875288684,1.4642857142857142,1076,789,0.93,1.0,2.0,1,3,3,4398,250,0,20,41,153,56,6.987012987012987,427.0,1281.0,0.6666666666666666
1689077,8642499,25.05978,121.54351,中山區,Entire home/apt,0.8767123287671232,1,2,2.0,1.0,1.0,False,1465.0,1,1125,1.0,1,0,0,0,4.58,4.57,4.59,4.72,4.75,4.71,4.61,0.1341222879684418,0.2532981530343008,0.6938775510204082,119,93,1.0,1.0,4.0,0,6,6,4408,239,65,249,17,24,3,4.76,732.5,732.5,0.5
1701140,906344,25.05258,121.52132,中山區,Entire home/apt,0.410958904109589,0,2,1.0,1.0,1.0,False,1310.0,3,90,3.0,0,0,0,0,4.37,4.49,4.33,4.75,4.75,4.85,4.43,0.08678500986193294,0.11873350923482849,0.8979591836734694,864,635,0.97,1.0,4.0,0,22,22,5174,1000,48,154,22,135,36,6.352941176470588,655.0,1310.0,0.5
1718240,8868664,25.0265,121.55221,大安區,Entire home/apt,0.5287671232876713,0,5,1.0,3.0,1.0,False,2572.0,1,365,1.0,0,1,0,8,4.75,4.81,4.77,4.87,4.81,4.76,4.63,0.41602465331278893,0.32704918032786884,1.0909090909090908,412,258,0.7,1.0,4.0,0,4,3,4397,851,185,0,36,16,5,24.235294117647058,514.4,2572.0,0.6
1804621,4647921,25.044078826904297,121.5509033203125,大安區,Entire home/apt,0.7397260273972602,1,3,1.0,1.0,1.0,False,3374.0,3,365,2.8,0,1,0,8,4.76,4.76,4.81,4.89,4.89,4.94,4.53,0.6101694915254238,0.3549180327868853,1.7272727272727273,463,392,0.86,,0.0,0,1,1,4647,115,136,287,57,29,10,15.433333333333334,1124.6666666666667,3374.0,0.3333333333333333
1805413,8642499,25.05946,121.54363,中山區,Entire home/apt,0.9068493150684932,1,2,2.0,1.0,1.0,False,1444.0,1,1125,1.0,1,0,0,0,4.57,4.35,4.69,4.74,4.71,4.74,4.53,0.12721893491124261,0.24802110817941952,0.6938775510204082,119,93,1.0,1.0,4.0,0,6,6,4408,417,65,264,17,26,3,4.407407407407407,722.0,722.0,0.5
1805783,51827,25.04086,121.55334,大安區,Entire home/apt,0.33972602739726027,0,6,3.0,4.0,2.0,False,5580.0,26,1125,26.0,0,1,0,8,4.77,4.82,4.76,4.82,4.82,4.95,4.69,0.8828967642526965,0.369672131147541,1.4242424242424243,451,374,1.0,1.0,4.0,1,4,4,5808,435,1505,383,47,23,9,18.791666666666668,930.0,1860.0,0.6666666666666666
1808483,5247611,25.03641,121.55653,大安區,Entire home/apt,0.8383561643835616,1,2,1.0,1.0,1.5,False,1170.0,2,1125,3.0,0,0,0,8,4.48,4.4,4.52,4.72,4.71,4.79,4.54,0.06394453004622497,0.06311475409836066,1.0909090909090908,528,413,0.77,1.0,4.0,0,5,4,4598,762,17,0,36,23,3,22.0,585.0,1170.0,0.5
1828204,8642499,25.06033,121.54288,中山區,Entire home/apt,0.9123287671232877,1,2,2.0,1.0,1.0,False,1444.0,1,1125,1.3,1,0,0,0,4.36,4.57,4.59,4.77,4.72,4.64,4.34,0.12721893491124261,0.11609498680738786,0.6938775510204082,115,90,1.0,1.0,4.0,0,6,6,4408,249,65,249,17,24,3,4.6,722.0,722.0,0.5
1828230,8642499,25.05969,121.543,中山區,Entire home/apt,0.9095890410958904,1,2,2.0,1.0,1.0,False,1465.0,1,1125,1.0,1,0,0,0,4.48,4.62,4.31,4.81,4.73,4.73,4.58,0.1341222879684418,0.17150395778364116,0.6938775510204082,118,93,1.0,1.0,4.0,0,6,6,4408,239,65,264,17,26,3,4.37037037037037,732.5,732.5,0.5
1838199,3705836,25.06818,121.58209,內湖區,Entire home/apt,0.6602739726027397,0,2,2.0,3.0,2.0,False,9144.0,35,90,35.0,0,0,0,3,4.52,4.65,4.49,4.72,4.76,4.31,4.58,0.7777777777777778,0.15217391304347827,1.4202898550724639,8,8,0.82,0.98,4.0,1,26,26,4749,1000,343,100,49,0,0,8.0,4572.0,4572.0,1.5
1838528,9610268,25.08967,121.52408,士林區,Private room,0.0,0,4,1.0,1.0,1.0,False,1363.0,2,365,2.1,0,0,2,6,4.33,4.22,4.15,4.76,4.82,4.91,4.47,0.5813953488372093,0.12790697674418605,1.0769230769230769,125,26,0.69,,0.0,0,2,2,4359,826,254,130,28,19,11,6.25,340.75,1363.0,0.25
1849010,3958878,25.03389,121.52627,大安區,Private room,1.0,1,2,1.0,2.0,2.0,True,500.0,30,1125,30.0,0,0,2,8,4.75,5.0,5.0,5.0,5.0,5.0,4.75,0.01126126126126126,0.302,0.7142857142857143,279,142,0.17,0.2,1.0,0,4,4,4725,82,1782,971,15,17,7,15.5,250.0,500.0,1.0
1884880,8642499,25.06024,121.54315,中山區,Entire home/apt,0.9095890410958904,1,1,2.0,1.0,1.0,False,1423.0,1,1125,1.3,1,0,0,0,4.53,4.21,4.42,4.61,4.67,4.61,4.39,0.1222879684418146,0.22295514511873352,0.6938775510204082,116,91,1.0,1.0,4.0,0,6,6,4408,417,65,264,17,24,3,4.64,1423.0,711.5,1.0
1911361,6378689,25.03161,121.55981,信義區,Private room,0.9808219178082191,1,6,3.0,6.0,2.5,True,702.0,30,30,30.0,1,0,2,2,4.47,4.52,4.42,4.77,4.76,4.82,4.58,0.3076923076923077,0.2,0.6086956521739131,414,101,1.0,0.0,1.0,0,3,2,4522,505,381,385,14,13,8,29.571428571428573,117.0,234.0,1.0
1933639,10007698,25.05867,121.53409,中山區,Hotel room,0.16712328767123288,0,4,1.0,2.0,1.0,False,1970.0,3,1125,3.0,0,1,1,0,4.79,4.83,4.81,4.9,4.9,4.78,4.73,0.3076923076923077,0.7424242424242424,1.2105263157894737,316,20,0.97,1.0,4.0,1,18,17,4338,379,344,98,23,54,6,5.745454545454545,492.5,1970.0,0.5
1938837,10006796,25.10667,121.52732,士林區,Entire home/apt,0.4575342465753425,0,5,1.0,3.0,1.0,False,1732.0,7,100,7.0,0,1,0,6,4.88,4.89,4.8,4.9,4.97,4.74,4.87,0.3333333333333333,0.6213592233009708,1.1724137931034482,45,32,0.78,1.0,2.0,1,3,3,4338,493,105,147,34,1,0,22.5,346.4,1732.0,0.6
1980573,10221270,25.032166792826644,121.55338573471856,大安區,Entire home/apt,0.5698630136986301,0,1,0.0,1.0,1.0,False,2200.0,5,150,5.0,0,0,0,8,4.74,4.88,4.88,4.9,4.89,4.87,4.69,0.32973805855161786,0.29918032786885246,0.8181818181818182,514,370,0.84,1.0,3.0,1,7,5,4328,278,217,720,27,20,6,24.476190476190474,2200.0,,1.0
2075962,339014,25.0287746,121.55468591047,大安區,Entire home/apt,0.473972602739726,0,1,1.0,1.0,1.0,False,1098.0,30,365,30.0,0,0,0,8,5.0,4.92,4.75,5.0,5.0,4.92,4.58,0.045454545454545456,0.8868852459016393,0.8484848484848485,452,301,0.82,1.0,3.0,1,3,3,5380,68,150,683,28,16,5,26.58823529411765,1098.0,1098.0,1.0
2084454,3097566,25.04477,121.54371,大安區,Private room,0.9972602739726028,1,2,1.0,1.0,1.0,True,823.0,30,365,30.0,0,1,2,8,2.67,4.0,2.5,4.5,3.33,3.67,2.33,0.1981981981981982,0.02,0.9523809523809523,403,45,0.82,0.95,3.0,0,42,3,4810,0,7,0,20,35,10,11.194444444444445,411.5,823.0,0.5
2114695,3097566,25.03594,121.57846,信義區,Private room,1.0,1,3,1.0,1.0,1.0,False,823.0,28,180,28.0,0,1,2,2,3.5,3.5,3.5,5.0,5.0,3.5,4.0,0.39644970414201186,0.025806451612903226,0.782608695652174,170,63,0.82,0.95,3.0,0,42,3,4810,0,7,0,18,2,0,56.666666666666664,274.3333333333333,823.0,0.3333333333333333
2263430,3705836,25.06689,121.58414,內湖區,Entire home/apt,0.4931506849315068,0,5,4.0,7.0,3.0,False,45716.0,31,700,31.0,0,0,0,3,4.64,4.79,4.5,4.81,4.86,4.49,4.61,0.9629629629629629,0.34782608695652173,0.9855072463768116,8,8,0.82,0.98,4.0,1,26,26,4749,1000,343,74,34,2,0,2.6666666666666665,9143.2,11429.0,1.4
2365294,11892349,25.02408,121.52896,大安區,Private room,0.0,0,1,,,1.0,True,,10,90,8.6,0,0,2,8,4.73,4.83,4.8,4.77,4.8,4.93,4.73,,0.27,0.8571428571428571,453,216,0.0,,0.0,0,1,1,4257,157,34,103,18,13,6,32.357142857142854,,,
2429479,8478209,25.00726,121.55892,文山區,Private room,1.0,1,2,1.0,1.0,1.0,False,9806.0,3,365,3.0,0,0,2,9,,,,,,,,1.0,,0.45,16,2,0.0,0.0,1.0,0,18,15,4417,257,15,229,9,0,0,16.0,4903.0,9806.0,0.5
2498582,3958878,25.03297,121.5282,大安區,Private room,0.8712328767123287,1,2,1.0,2.0,2.0,True,650.0,30,1125,30.0,0,0,2,8,4.62,4.76,4.81,4.86,4.76,4.86,4.76,0.06756756756756757,0.176,2.4285714285714284,328,169,0.17,0.2,1.0,0,4,4,4725,426,1782,0,51,19,8,16.4,325.0,650.0,1.0
2498747,3958878,25.0339,121.5265,大安區,Private room,0.7287671232876712,1,2,1.0,2.0,2.0,True,500.0,30,1125,30.0,0,0,2,8,4.8,5.0,5.0,5.0,5.0,4.8,4.8,0.01126126126126126,0.364,0.7142857142857143,278,144,0.17,0.2,1.0,0,4,4,4725,122,1782,0,15,17,7,15.444444444444445,250.0,500.0,1.0
2498893,3958878,25.0344,121.52626,大安區,Shared room,1.0,1,4,1.0,4.0,2.0,True,300.0,30,1125,30.0,0,0,3,8,4.8,4.6,4.8,4.8,4.8,4.93,4.67,0.0625,0.42857142857142855,0.45714285714285713,266,6,0.17,0.2,1.0,0,4,4,4725,153,1782,0,16,17,8,14.777777777777779,75.0,300.0,1.0
2553760,13075769,25.09648,121.52403,士林區,Private room,0.5972602739726027,0,2,1.0,1.0,1.5,False,1186.0,5,30,5.7,0,0,2,6,4.89,4.93,4.89,4.92,4.93,4.92,4.86,0.4418604651162791,0.5813953488372093,1.0769230769230769,93,25,0.0,1.0,3.0,0,4,3,4220,521,120,109,28,14,2,6.2,593.0,1186.0,0.5
2632210,10007698,25.05152,121.5441,松山區,Entire home/apt,0.0547945205479452,0,6,3.0,3.0,2.0,False,5055.0,4,365,4.0,0,1,0,10,4.8,4.78,4.84,4.88,4.91,4.85,4.78,0.8658536585365854,0.40728476821192056,1.15625,244,207,0.97,1.0,4.0,1,18,17,4338,329,344,184,37,40,17,5.951219512195122,842.5,1685.0,0.5
2637590,906344,25.05264,121.52123,中山區,Entire home/apt,0.33972602739726027,0,2,1.0,1.0,1.0,False,1291.0,3,180,3.0,0,0,0,0,4.47,4.55,4.47,4.77,4.81,4.94,4.54,0.06903353057199212,0.16358839050131926,0.8163265306122449,865,636,0.97,1.0,4.0,0,22,22,5174,1000,48,154,20,135,36,6.360294117647059,645.5,1291.0,0.5
2678719,1597675,25.05141,121.58158,南港區,Shared room,0.4054794520547945,0,4,1.0,4.0,6.5,True,326.0,30,360,30.0,0,0,3,5,4.67,4.67,3.67,4.67,5.0,5.0,5.0,0.5,0.75,1.6153846153846154,116,1,0.6,1.0,4.0,0,5,5,5010,490,1756,667,21,7,1,14.5,81.5,326.0,1.0
2753686,9018856,25.0286,121.54749,大安區,Entire home/apt,0.6136986301369863,0,5,2.0,4.0,1.0,False,3139.0,28,90,28.0,1,0,0,8,4.74,4.8,4.75,4.89,4.97,4.69,4.57,0.5469953775038521,0.29918032786885246,1.2121212121212122,386,229,1.0,1.0,4.0,1,24,2,4390,436,450,582,40,17,3,21.444444444444443,627.8,1569.5,0.8
2808875,3705836,25.06714,121.59098,內湖區,Entire home/apt,0.7561643835616438,1,7,3.0,5.0,2.0,False,24382.0,31,730,31.0,0,0,0,3,4.63,4.75,4.65,4.87,4.84,4.26,4.49,0.8703703703703703,0.2826086956521739,0.5217391304347826,8,5,0.82,0.98,4.0,1,26,26,4749,1000,343,146,18,2,1,2.6666666666666665,3483.1428571428573,8127.333333333333,0.7142857142857143
2969214,8478209,25.00622,121.55911,文山區,Entire home/apt,1.0,1,4,2.0,1.0,1.0,False,15086.0,3,1125,3.0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9743589743589743,0.859375,0.5555555555555556,17,14,0.0,0.0,1.0,0,18,15,4417,248,15,229,15,0,0,17.0,3771.5,7543.0,0.25
3028074,14475460,25.04946,121.5765,松山區,Entire home/apt,0.7424657534246575,1,3,1.0,2.0,1.0,False,2300.0,21,1125,20.1,1,1,0,10,4.83,4.87,4.75,4.9,4.92,4.93,4.76,0.4451219512195122,0.47019867549668876,1.59375,208,145,0.99,1.0,4.0,0,4,4,4182,496,402,553,51,16,7,12.235294117647058,766.6666666666666,2300.0,0.6666666666666666
3062366,7767966,25.05974,121.54491,松山區,Entire home/apt,0.5616438356164384,0,3,2.0,2.0,2.0,False,7000.0,4,120,4.0,0,0,0,10,4.92,4.98,4.91,4.98,4.95,4.86,4.76,0.9390243902439024,0.6125827814569537,1.375,113,92,0.78,1.0,4.0,1,1,1,4447,292,45,687,44,24,3,4.52,2333.3333333333335,3500.0,0.6666666666666666
3070785,5745433,25.0440857,121.5028873,萬華區,Private room,0.3095890410958904,0,2,1.0,1.0,1.0,False,1257.0,5,90,5.0,0,1,2,11,5.0,4.89,4.67,4.94,5.0,4.94,4.89,0.45569620253164556,0.925531914893617,1.1304347826086956,1513,196,1.0,1.0,4.0,1,7,7,4563,856,396,0,26,108,66,13.880733944954128,628.5,1257.0,0.5
3106555,12341333,25.02654,121.53376,大安區,Entire home/apt,0.5315068493150685,0,3,1.0,1.0,1.0,False,1848.0,6,180,6.0,0,0,0,8,4.83,4.88,4.75,4.94,4.91,4.75,4.71,0.2049306625577812,0.49098360655737705,1.121212121212121,426,197,0.89,1.0,3.0,1,2,2,4242,231,638,412,37,13,4,30.428571428571427,616.0,1848.0,0.3333333333333333
3186548,5247611,25.03484,121.55672,大安區,Entire home/apt,0.5808219178082191,0,2,1.0,1.0,1.0,False,1304.0,3,1125,3.0,0,0,0,8,4.58,4.66,4.59,4.81,4.84,4.86,4.56,0.08628659476117104,0.12622950819672132,1.2121212121212122,497,380,0.77,1.0,4.0,0,5,4,4598,840,17,0,40,22,6,21.608695652173914,652.0,1304.0,0.5
3214180,1398361,25.0411,121.55374,大安區,Entire home/apt,0.8904109589041096,1,11,4.0,6.0,2.0,False,5591.0,1,365,12.8,1,1,0,8,4.84,4.87,4.81,4.82,4.9,4.9,4.69,0.884437596302003,0.5131147540983606,1.4848484848484849,428,355,0.95,1.0,4.0,1,11,11,5071,240,802,430,49,23,9,17.833333333333332,508.27272727272725,1397.75,0.5454545454545454
3304239,943278,25.0499,121.57453,松山區,Entire home/apt,0.8602739726027397,1,2,1.0,1.0,1.5,False,1453.0,38,730,38.0,0,0,0,10,4.83,4.85,4.92,4.9,4.9,4.78,4.82,0.2865853658536585,0.47019867549668876,0.5,218,155,0.67,0.7,2.0,0,2,1,5167,243,181,180,16,16,9,12.823529411764707,726.5,1453.0,0.5
3399891,17148416,25.02643,121.5286,大安區,Entire home/apt,0.7123287671232876,1,1,0.0,1.0,1.0,False,3960.0,31,1088,31.0,1,0,0,8,4.85,4.85,4.85,5.0,4.92,5.0,4.62,0.6949152542372882,0.5336065573770492,0.8181818181818182,487,236,1.0,1.0,4.0,1,11,11,4117,476,4356,306,27,18,4,25.63157894736842,3960.0,,1.0
3407985,16034281,25.04154,121.50595,萬華區,Private room,0.9616438356164384,1,2,1.0,1.0,1.0,False,1273.0,1,1125,1.0,0,0,2,11,3.63,3.38,3.63,3.75,3.75,4.25,3.63,0.4873417721518987,0.03546099290780142,0.8260869565217391,1636,229,0.0,0.6,2.0,0,1,1,4144,636,5,0,19,139,69,11.685714285714285,636.5,1273.0,0.5
3485675,11416408,25.03824,121.58231,信義區,Private room,0.9260273972602739,1,2,1.0,1.0,1.0,True,1372.0,2,60,2.0,0,0,2,2,4.76,4.76,4.69,4.91,4.89,4.64,4.73,0.6863905325443787,0.4838709677419355,0.30434782608695654,165,61,0.62,1.0,3.0,0,1,1,4273,327,280,287,7,0,0,165.0,686.0,1372.0,0.5
3499060,8478209,25.04123,121.56736,信義區,Private room,0.2465753424657534,0,2,1.0,1.0,1.0,False,9504.0,3,1125,3.0,0,0,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.9704142011834319,0.8838709677419355,0.21739130434782608,271,68,0.0,0.0,1.0,0,18,15,4417,260,15,159,5,15,7,16.9375,4752.0,9504.0,0.5
3840606,10007698,25.05031,121.54305,中山區,Entire home/apt,0.12876712328767123,0,2,1.0,1.0,1.0,False,2089.0,4,1125,4.0,0,1,0,0,4.84,4.85,4.84,4.89,4.94,4.93,4.8,0.4161735700197239,0.5079155672823219,1.0204081632653061,293,238,0.97,1.0,4.0,1,18,17,4338,298,344,104,25,43,13,6.659090909090909,1044.5,2089.0,0.5
