id,host_id,name,neighbourhood_cleansed,room_type,price,availability_90,unmatched_reason
1536123363488777519,156390296,Amber Queen Chambers,信義區,Entire home/apt,"$7,091.00",64,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1540983604286544016,665947786,Highly recommended Brezzy Room,中山區,Private room,"$1,537.43",61,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1541040358901255178,665947786,Whole apartment with two bedrooms,中山區,Entire home/apt,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1541746317732702523,724638744,｜CD-15 •ᴗ•｜Ximen Mrt 4mins (1~2人房),萬華區,Entire home/apt,"$2,023.00",81,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1541810460467203200,724638744,｜KF-43 •̀ᴗ•́｜Ximen Mrt 9mins (2~4人房),萬華區,Entire home/apt,"$2,373.67",86,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1542069778195409589,724638744,｜KF-42 •̀ᴗ•́｜Ximen Mrt 9mins (3~6人房),萬華區,Entire home/apt,"$3,239.00",63,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1543498896464033415,17231776,旅居-床位（only for women)-4床,大安區,Shared room,$421.00,86,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1544284752605866424,719435145,H801/西門四房/捷運西門町站走路6分鐘/夜市/台北車站/電梯/紅樓/POPMART/住2-8人,萬華區,Entire home/apt,"$5,009.09",85,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1544594989553607299,24674764,Freshly Renovated cozy condo – 5 Min to MRT!,南港區,Entire home/apt,"$4,878.00",75,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1546681863936522138,727373427,CozyDome Suite 舒心蛋居 270,松山區,Entire home/apt,"$3,851.00",75,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1550473100394620922,728262488,優惠中～2張雙人床～3分鐘機場捷運北門站～5分鐘西門町～有電梯2~4人房～,萬華區,Entire home/apt,"$1,848.75",70,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1552005740206503760,163675560,Multi-Purpose space for your events,松山區,Entire home/apt,"$69,403.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1552030095884696436,727245284,GARA DOMUS｜Youth Park｜2BR for 4｜Kitchen｜Workspace,萬華區,Entire home/apt,"$2,690.00",30,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1552164757298766964,727373427,CozyDome Suite 舒心蛋居 272,松山區,Entire home/apt,"$2,711.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1552166881832558396,727373427,CozyDome Suite 舒心蛋居 273,松山區,Entire home/apt,"$2,798.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1552725183970373987,386309022,貓空百年和室老屋/近邀月/纜車站/指南宮/政大,文山區,Entire home/apt,$385.69,57,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1553068023920164834,16138186,"Lumi Home Xinyi — Bright, 1B1B APT Near Taipei 101",信義區,Entire home/apt,"$2,921.50",8,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1553341181617904179,38928215,Art house 藝術療癒小屋（房間可看到101、後山埤捷運站、信義區的後花園- 城市中的綠洲）,南港區,Private room,"$1,766.50",71,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1554041283558388295,729127116,「台北車站市中心｜捷運散步即可到｜明亮典雅房」,中正區,Private room,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1554127502991401179,729127116,「中山故事館｜溫暖舒居套房」（可改爲雙人床）,中山區,Private room,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1555077315806202790,38225876,J820/西門町/工業風/MRT西門站走路8分/電梯大樓/1-2人｜Netflix ｜洗衣設備,萬華區,Entire home/apt,"$1,590.00",47,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1555167908382687589,38225876,J813/工業風/西門町/步行西門8分/長住專屬優惠/Netflix/洗衣設備,萬華區,Entire home/apt,"$1,480.00",47,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1555189978513838955,38225876,J823｜西門町｜步行 8 分鐘到西門 MRT｜Netflix｜1–2 人｜洗衣設備,萬華區,Entire home/apt,"$1,605.00",17,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1555205153655633038,38225876,J717/西門町/夜市/台北車站/捷運西門走路8分/長住專屬優惠/Netflix,萬華區,Entire home/apt,"$1,120.00",41,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1556296058141395697,729127116,「北車生活圈 | 全齡宅 | 採光舒適套房」,中正區,Private room,"$1,401.53",0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1556338178083191015,729127116,「中山故事館 | 明亮溫馨套房」,中山區,Private room,"$1,576.90",0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1558054238278822359,730046108,超美設計師設計 全新裝潢、全新傢俱 步行至-大巨蛋5分/國父紀念館捷運站5分/近小巨蛋/101-月租,松山區,Entire home/apt,"$4,987.33",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1558495288968671567,729127116,「中山故事館 | 精緻舒適套房」,中山區,Private room,"$1,576.90",0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1559210047069342411,729127116,「台北車站市中心 | 溫馨優質套房」,中正區,Private room,"$1,410.97",0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1561386769676446385,597100626,[有窗] Couple room｜Near simen MRT 6L1,萬華區,Entire home/apt,$990.00,85,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1562262276790664318,730966828,The Meeting Place Shida Co-living Near NTU & NTNU,大安區,Shared room,$406.73,30,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1562748802667566994,731072467,客廳舒適睡袋｜近101,信義區,Shared room,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1563431698878151818,597100626,[有窗]200 meters from Ximen MRT station,萬華區,Entire home/apt,"$1,100.00",74,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1563441810152886375,36593839,6-min Bule line NanGang MRT/HSR（A,南港區,Private room,"$1,406.50",18,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1563863643220733327,730046108,設計師設計超美採光通風新裝潢、傢俱 步行大巨蛋5分/國父紀念館捷運6分/近小巨蛋/101/東區-月租,松山區,Entire home/apt,"$4,995.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1564221996830279383,292091806,大安捷運 5 分鐘  Cozy Share House｜舒適單人房 + 中英日韓室友,大安區,Private room,$790.07,90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1564498882615934682,503370656,天空部落,中正區,Entire home/apt,$830.13,89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1567303624928657890,732052660,II MRT 2 min•Sunny Studio•Balcony•NTNU/NTU•Lift,大安區,Entire home/apt,"$2,001.33",29,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1568024295882321960,395727244,Ximen | Apartment,中正區,Entire home/apt,"$3,388.28",66,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1568148766093732630,72013118,〔台北西門町〕廚房、暖氣、獨立衛浴、按摩浴缸舒適宅,萬華區,Entire home/apt,"$2,305.33",40,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1568602487347781239,392779957,年貨大街小居,大同區,Private room,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1568632332032487717,51626380,北歐簡約風格小套房,中山區,Entire home/apt,"$2,140.00",31,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1568764228935041782,692515338,公館捷運站套房,大安區,Entire home/apt,$902.47,89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1568853602524243175,53911771,7 min MRT. Near Taipei 101. Night market,大安區,Private room,"$1,961.08",51,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1569395629033753395,136177686,Healing Hut,大安區,Private room,"$3,082.00",51,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1569538870390671306,38225876,J800【西門町】高樓觀景・工業極簡6人房｜步行8分鐘到捷運｜大稻埕煙火房｜1-6人｜Netflix,萬華區,Entire home/apt,"$2,536.67",66,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1570215472955872392,34787605,天然溫泉陽明山景房/有社區免費車位,北投區,Entire home/apt,"$1,499.36",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1570636672657984524,458742509,拎包入住｜全新百萬裝潢 2房1廳｜南京三民 5 分鐘,松山區,Entire home/apt,,89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1570761532524691058,724638744,｜KM-74 •̀ᴗ•́｜Ximen Mrt 6mins (2~4人房),萬華區,Entire home/apt,"$2,297.67",79,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1571555756909986936,48237240,貓宅/捷運六張犁站/單人臥室/限女生/Liuzhangli MRT/Female Only,大安區,Private room,"$3,434.00",70,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1572185221884876558,72013118,西門町4人房、獨立衛浴、暖氣、洗衣機、陽台，近地鐵捷運,萬華區,Entire home/apt,"$3,277.33",72,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1572351011820557750,688232927,全新裝潢高級電梯大樓台北市古亭站近台大師大2房小豪宅NTNU/NTU,中正區,Entire home/apt,"$6,145.75",51,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1573131781192158454,519518352,"Modern Cozy Apartment, Fully Equipped, 1 Min MRT",中山區,Entire home/apt,"$3,573.67",81,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1573183301399069418,33098882,西門商圈 距離捷運西門站步行約6分鐘 城市柔光小居所 · Warm & Cozy Stay,萬華區,Entire home/apt,"$1,929.50",72,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1573627821921442896,732052660,I MRT 2 min. to NTNU&NTU•Sunny• Elevator,大安區,Entire home/apt,"$2,015.00",27,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1573792800650507829,717863172,9.5西門町商圈/5-10人團體,萬華區,Entire home/apt,"$5,169.53",43,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1574484457974312618,170273202,Ximen Lion Grove Grand Space,萬華區,Entire home/apt,"$2,266.67",42,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1577475852788697077,66996067,NEW！眺望台北101電梯景觀2房。台北車站正對面，近西門町夜市，到哪都方便，長租優惠中！,大同區,Entire home/apt,"$5,479.67",51,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1577553400197152865,129158967,夕陽河景豪宅｜免治馬桶｜獨立房間｜貓咪屋主友善｜西門町商圈,萬華區,Private room,"$2,383.00",42,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1577557910321457323,33092866,永康街步行可達｜整層大安三房公寓｜近東門捷運・適合4人,大安區,Entire home/apt,"$3,968.67",44,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1577599108872346770,731072467,客廳,信義區,Shared room,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1577994293780451423,730966828,The Meeting Place Songshan Co-living Near MRT,南港區,Shared room,$388.53,50,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1578775250809521393,734858172,"Spacious, Newly reno 3BR Apt Near Huashan Park",中山區,Entire home/apt,"$5,868.56",30,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1578864953781206057,221840302,ㄧ間房間雙人床溫馨公寓,士林區,Entire home/apt,"$1,856.33",70,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1579105664117664475,49534415,古蹟旁的溫馨址 紅樓旁獨特設計宅，完美平衡歷史美感與現代生活需求，近捷運出口，讓您的台北之旅輕鬆自如,萬華區,Entire home/apt,"$4,916.00",69,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1579702971484886805,731072467,"近101,客廳內睡袋",信義區,Shared room,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1579800308237205145,25224600,Happy house上下舖房型,大同區,Shared room,"$1,168.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1581964724869539775,72013118,•台北西門町MY HOME(2~4人)《滾筒洗衣烘乾機》Ximen MRT月租優惠•,萬華區,Entire home/apt,"$2,420.33",85,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1581973527188113827,72013118,台北西門町豪華2～4人房、獨立衛浴、按摩浴缸、滾筒洗烘脫、冷暖空調，近地鐵捷運,萬華區,Entire home/apt,"$2,930.33",64,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1582334056057685634,292091806,Lovely Share house near Guting MRT,中正區,Private room,$861.00,87,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1583465973668047700,24517198,Monthly 5F Walk-Up Apt by Market near MRT,萬華區,Entire home/apt,"$2,173.15",41,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1583722951016413204,731072467,"近101,客廳內舒適睡袋",信義區,Shared room,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1584001647757598111,25224600,yoko,大同區,Shared room,"$1,303.33",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1584005015196190224,671394928,Dusk『台北101』『MRT』『GYM』『夜市』『24hrs 超市與超商』『象山』,信義區,Entire home/apt,"$3,596.72",60,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1584073559165665369,11892512,One min to Dongmen Station- the heart of Taipei,大安區,Entire home/apt,"$4,130.00",70,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1584192322783108681,25224600,Sasa,大同區,Shared room,"$1,248.33",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1584514388856923574,735963351,Cozy House Near Ximen Station 近西門捷運站舒適套房,萬華區,Private room,"$1,290.57",86,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1586185540335535220,669022562,Central East District Apt with Sunlight & Serenity,大安區,Entire home/apt,"$6,738.00",56,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1586633691171238245,732237605,日式風格小公寓-古亭町,中正區,Entire home/apt,"$6,261.00",32,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1586832688866125916,60599145,9F By77,中正區,Private room,"$1,367.25",86,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1586837487669417343,13948338,"整套公寓，價格包含全部2臥室(4床)，客廳廚房，不用和其它人分享空間，MRT西門站,西門町",萬華區,Entire home/apt,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1588083981036710645,729634442,小森聚所｜西門MRT靜巷雙層森林聚落｜9人｜1F+B1,萬華區,Entire home/apt,"$5,821.00",26,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1588269116014188480,170273202,【有窗】Shushan Double room | Near Ximen MRT,萬華區,Entire home/apt,"$1,466.67",68,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1588391836789810548,692515338,是沒有人看到我那麼便宜嗎！房東正在難過畫地板,大安區,Entire home/apt,$736.58,90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1588982366051716437,671394928,Vinyl Dusk『台北101』『MRT』『GYM』『夜市』『24hrs 超市與超商』『象山』,信義區,Entire home/apt,"$3,521.52",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1588989835005061828,671394928,Enlightenment『台北101』『MRT』『GYM』『夜市』『24hrs 超市』『象山』,信義區,Entire home/apt,"$3,924.48",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1589006945098825515,671394928,Solitude『台北101』『MRT』『GYM』『夜市』『24hrs 超市與超商』『象山』,信義區,Entire home/apt,"$4,476.45",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1589213215124660457,38225876,JW512/西門町/步行8分到西門MRT/Netflix/電梯大樓/1-6人,萬華區,Entire home/apt,"$2,770.00",20,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1589677134107397141,522254179,延平北路套房301,士林區,Entire home/apt,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1590478723351473390,671394928,Serenity『台北101』『MRT』『GYM』『夜市』『24hrs 超市與超商』『象山』,信義區,Entire home/apt,"$3,487.47",87,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1590698954313538327,503370656,都到你前面跳那麼久了，這麼便宜，不訂可惜！還看嘛~,信義區,Entire home/apt,$776.88,90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1591164698549997283,735003025,小巨蛋獨立屋,松山區,Entire home/apt,"$2,371.64",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1591678875771088387,147602015,全新高端三房｜比五星飯店更好｜市中心捷運直達｜家庭與商務首選｜電梯+專屬車位,大同區,Entire home/apt,"$12,781.50",62,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1591726138238028478,339773054,市區小坡上的山景套房,文山區,Entire home/apt,$893.50,23,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1591882330333159130,170273202,Exquisite cottage |  Beimen Station,大同區,Entire home/apt,"$1,466.67",85,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1592052199547549656,570390724,台北市快速到達信義區chill可愛小屋饒河夜市旁的夢幻小屋,南港區,Entire home/apt,"$1,369.41",0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1592374416318662135,37020159,Modern信義溫暖 現代風木屋度假舒適單人房,信義區,Private room,"$2,143.00",78,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1592513234824904074,29554401,南京美寓/南京三民/電梯/饒河夜市/信義商圈,松山區,Entire home/apt,"$5,241.50",72,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1592533814946190598,670832242,Everyday Life [MRT Xihu]  balcony. green. natural,內湖區,Entire home/apt,,54,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1594704534042643164,738854068,Ximen MRT 5min/2間浴室/生活機能佳/探索台北的理想落腳處,萬華區,Entire home/apt,"$6,533.00",64,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1594806756883658422,16965013,俯瞰市中心的現代Loft居住空間,中山區,Entire home/apt,"$7,742.67",0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1595236111347453213,665947786,2BR in share apartment near MRT,中山區,Private room,"$3,468.75",61,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1595358014214487554,557177012,Taipei 3 rooms MRT 3-min big house,中正區,Private room,"$1,912.43",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1596202488143109341,671394928,Citypop『台北101』『MRT』『GYM』『夜市』『24hrs 超市與超商』『象山』,信義區,Entire home/apt,"$2,389.34",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1598582355554254205,9432222,Taipei main R22,中山區,Private room,"$1,072.16",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1599613093344033888,740500311,Cozy Furnished Apartment with Kitchen,萬華區,Private room,"$6,949.00",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1599673292132897450,38225876,JW613/西門町·家庭友善/多床房/近捷運/Netflix/電梯大樓/1-4人,萬華區,Entire home/apt,"$2,057.50",32,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1599685634185761096,38225876,JW814｜西門町中心｜4人房｜電梯大樓｜徒步8分到捷運｜Netflix,萬華區,Entire home/apt,"$2,100.00",67,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1599802106271273244,170273202,Near Ximen Dollhouse 501,萬華區,Entire home/apt,"$1,420.00",84,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1599824220659959303,341084428,Home Suite Home,松山區,Entire home/apt,"$3,956.80",84,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1599875306887913655,170273202,Near Ximen Dollhouse 603,萬華區,Entire home/apt,"$1,466.67",64,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1600249739565698306,724168496,TaipeiMainStation/2Bedroom/8people/5minMRT/GYM,中山區,Entire home/apt,"$2,705.00",51,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1600482052317320046,38225876,J709｜西門町｜電梯大樓｜Netflix＋洗衣｜捷運8分｜1-4人,萬華區,Entire home/apt,"$1,611.50",55,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1600796423948152891,38225876,J9078/西門町·家庭友善/多床房/近捷運/Netflix/電梯大樓/1-8人,萬華區,Entire home/apt,"$4,200.00",35,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1600845116881890680,721590040,單人房青年旅館 獨立空間 、席夢思床墊捷運1分鐘、全新共用衛浴｜僅月租05,松山區,Private room,"$1,200.23",59,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1600863264484162438,721590040,雙人青旅獨立房 南京復興捷運1分鐘 ｜飯店式管理  僅月租 25000,松山區,Private room,"$1,854.73",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1601985293491447806,67510692,Bright Room in Spacious Shared House (near MRT),文山區,Private room,"$1,142.00",80,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1602537725644084525,722949674,City Chill 301,萬華區,Entire home/apt,"$1,876.50",88,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1602657767476120113,279969508,Full Taipei family home/1F & base for adventure!,信義區,Entire home/apt,"$3,185.79",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
