id,host_id,name,neighbourhood_cleansed,room_type,price,availability_90,unmatched_reason
1603496413577827060,265717048,H1/電梯大樓/台北車站/西門町/機場捷運/Ximen MRT 3 mins/,萬華區,Entire home/apt,"$1,700.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1604964181407307994,671394928,Dark Roast『台北101』『MRT』『GYM』『夜市』『24hrs 超市與超商』『象山』,信義區,Entire home/apt,"$2,819.67",80,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1605574096197013271,721590040,雙人床大空間 l 青年旅館 l南京復興站10秒鐘 l 小巨蛋10分鐘 l 僅月租3,松山區,Private room,"$1,585.53",84,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1605581060713357969,730966828,The Meeting Place Xiny Co-living Near Yongchun MRT,信義區,Shared room,$388.83,31,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1605585212202784969,730966828,The Meeting Place Guting｜Taipei Co-living Near MRT,中正區,Shared room,,30,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1605594184039986665,730966828,The Meeting Place Zhongshan｜Taipei Co-living,中山區,Shared room,$406.12,89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1605607617200789655,721590040,"南京復興獨立單人房 l 可雙週短租 l 月租18,000 l 飯店管理 l 房間1",松山區,Private room,$744.57,67,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1605776986023016720,433431202,雙線MRT 2分鐘/遼寧夜市/台北松山機場/小巨蛋/貓空纜車木柵動物園/Sogo微風百貨商圈,中山區,Entire home/apt,"$4,123.51",71,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1605777037471833172,433431202,New Taipei 101/世貿/電梯/便利商店/ 3分到MRT/臨江街夜市/預訂4晚享接送機優惠,信義區,Entire home/apt,"$6,054.00",47,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1606226717350941558,739733791,西門町XiMenDing舒適陽台套房CozyBalconyStudio捷運700米MRT700Msi,萬華區,Entire home/apt,"$2,054.50",77,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1607004427615154162,721590040,單人房 獨立空間 月租16500平均一日550,松山區,Private room,$707.97,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1607353581986399265,107016968,Muji Style Sunlit Suite 1min MRT / Xinyi 信義區無印風兩房,信義區,Entire home/apt,"$2,955.71",88,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1607661614476337989,294910823,城市慢居,南港區,Private room,"$4,672.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1607689516327340819,294910823,設計師的家,南港區,Private room,"$5,095.72",86,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1607702916358181547,294910823,靜好日光小窩,南港區,Private room,"$5,599.63",58,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1608690786462948273,742991262,COZY DAY_步行5分鐘到西門捷運_ Wi-Fi_投影機_5F有電梯,萬華區,Entire home/apt,"$1,359.95",83,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1608738787026948955,268073703,西門夜市/機場捷運/netflix,萬華區,Entire home/apt,"$1,997.50",87,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1610695811674307437,721590040,雙人床大空間 l 青年旅館 l南京復興站10秒鐘 l 小巨蛋10分鐘 l 僅月租04房,松山區,Private room,"$1,821.53",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1610723970940150505,721590040,"南京復興獨立單人房 l 可雙週短租 l 月租18,000 l 飯店管理 l 房間3",松山區,Private room,$713.48,60,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1610727736504768470,721590040,單人房青年旅館 獨立空間 、席夢思床墊捷運1分鐘、全新共用衛浴｜僅月租06,松山區,Private room,"$1,161.50",59,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1610740536396777863,721590040,單人房青年旅館 獨立空間 、席夢思床墊捷運1分鐘、全新共用衛浴｜僅月租04,松山區,Private room,"$1,165.20",59,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1610741774441785890,721590040,單人房青年旅館 獨立空間 、席夢思床墊捷運1分鐘、全新共用衛浴｜僅月租07,松山區,Private room,"$1,161.50",58,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1610771552715021502,721590040,雙人床大空間 l 青年旅館 l南京復興站10秒鐘 l 小巨蛋10分鐘 l 僅月租05,松山區,Private room,"$1,821.53",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1611656800018564133,743743803,日光暖暖，近師範大學#stay for 6 ppl,大安區,Entire home/apt,"$7,962.00",39,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1611668493873363688,743743803,溫馨簡約大空間#雙層獨享全新裝修#可入住14人,大安區,Entire home/apt,"$7,266.18",72,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1611877306717309362,724168496,TaipeiMainStation/2Bedroom/6people/3minMRT/FreeGym,中山區,Entire home/apt,"$2,740.00",17,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1612174316434550805,552528128,Da’an Chic Suite | 5F Near NTU MRT,大安區,Entire home/apt,"$2,477.98",0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1612234467897979153,36593839,6-min Bule line NanGang MRT/HSR（B,南港區,Private room,"$1,369.50",75,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1612407927103872725,308888773,樓中樓溫馨套房/龍山寺站步行5分鐘/100吋投影/Yoybike站2分鐘/近西門町/獨立戶單純安靜,萬華區,Entire home/apt,"$2,113.67",14,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1613129330649165110,724168496,TaipeiMainStation/2Bedroom/6people/3minMRT/FreeGym,中山區,Entire home/apt,"$2,780.00",49,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1614414342959023610,721590040,雙人床大空間 l 青年旅館 l南京復興站10秒鐘 l 小巨蛋10分鐘 l 僅月租02房,松山區,Private room,"$1,840.77",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1614415965799669777,721590040,雙人床大空間 l 青年旅館 l南京復興站10秒鐘 l 小巨蛋10分鐘 l 僅月租,松山區,Private room,"$1,903.87",80,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1614436251548680691,721590040,"南京復興獨立單人房 l 可雙週短租 l 月租18,000 l 飯店管理 l 房間2",松山區,Private room,"$1,214.00",73,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1614971336832201118,721590040,雙人獨立房 南京復興捷運1分鐘 ｜飯店式管理 ｜席夢思床墊 ｜共用衛浴 ｜僅月租 07房,松山區,Private room,"$1,928.03",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1615044210217412633,744660160,溫馨家庭 陽光好大  超級大三房/客廳/廚房/陽台/洗衣機/近捷運/美食/月租/wifi,中正區,Private room,"$2,325.60",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1617893083926949909,597100626,[有窗] Modern Couple’s Retreat｜Near Ximen Station,萬華區,Entire home/apt,$990.00,64,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1618171146065881794,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,664.33",72,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1618177528976797554,308888773,私人空中露台/戶外桌椅/超大料理台/  太陽能傘/西門町商圈/頂樓套房/夜景西門站步行600公尺,萬華區,Entire home/apt,"$1,985.33",41,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1620132156821653285,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Entire home/apt,"$2,221.67",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1620142299794674085,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,746.00",41,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1621125047803330346,308888773,高級新裝潢/雙連站1分鐘/100吋投影幕NETFLIX/沙發床/全屋智能配備/滾筒洗衣乾衣/寧夏夜市,中山區,Entire home/apt,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1623554915054020768,38225876,JW812｜西門町｜家庭友善多床房｜近捷運｜Netflix・微波爐・洗衣機｜電梯大樓｜1–4人,萬華區,Entire home/apt,"$2,100.00",70,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1625818625947216190,557177012,Taipei MRT blue green line private kitchen studio,萬華區,Entire home/apt,$268.62,89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1626476098600343886,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,409.84",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1626659819498346064,671394928,Pixar 『台北101』『MRT』『GYM』『夜市』『24hrs 超市與超商』『象山』,信義區,Entire home/apt,"$3,311.28",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1626834239257560857,38225876,JW834｜西門町8分鐘｜完整廚房・舒適小宅｜長租優惠 | Netflix,萬華區,Entire home/apt,"$1,870.00",14,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1627183926324776010,150140291,Daan MRT 2min｜精品Loft｜洗脫烘｜近101東區,大安區,Entire home/apt,"$5,240.00",87,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1627408029866440365,38225876,JW829｜西門｜1-2人｜廚房｜洗衣機｜免治馬桶｜Netflix｜長住優惠,萬華區,Entire home/apt,"$1,940.00",22,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1627532048157192007,38225876,JW818｜西門町｜西門商圈｜1-4人｜廚房｜免治馬桶｜Netflix｜電梯大樓｜對面就是洗衣房,萬華區,Entire home/apt,"$2,392.50",76,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1628249813519293613,72013118,西門町•龍山寺MRT 2～5人房、設計師優質公寓、米其林美食、傳統市場、家樂福,萬華區,Entire home/apt,"$3,243.00",73,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1628258784870307326,38225876,JW805【西門町】主題風格雙床房｜1–4人｜乾淨明亮・步行捷運,萬華區,Entire home/apt,"$3,013.50",24,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1628304800171553713,38225876,JW502｜西門町｜寬敞3床家庭房｜6人入住｜Netflix｜電梯大樓｜洗衣機,萬華區,Entire home/apt,"$2,876.50",38,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1628772940346890036,748175706,Ximen西門/MRT 5min/溫馨台北之家/2-6p,萬華區,Entire home/apt,"$2,603.00",50,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629348187019992168,38225876,JW618｜西門町｜西門商圈｜1-4人｜洗衣機・小廚房｜免治馬桶｜Netflix,萬華區,Entire home/apt,"$2,190.00",47,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629403041581950031,718389297,台電大樓捷運出口｜溫馨4人房｜公館商圈步行3分 家人好友共享半包棟,中正區,Private room,"$3,668.92",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629456974212235118,748175706,西門시먼/Ximen MRT 5min/浪漫奶茶風/2-6p,萬華區,Entire home/apt,"$2,735.00",55,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629482725439351891,748175706,西門시먼/Ximen MRT(3min)/3-6p,萬華區,Entire home/apt,"$4,164.50",41,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629506996325032516,748175706,西門町시먼/龍山寺용산사/清新北歐風/3-8p,萬華區,Entire home/apt,"$3,621.00",57,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629566397639571650,748175706,西門捷運站(1分鐘)/位西門商圈/電梯大樓/6-10p,萬華區,Entire home/apt,"$6,276.48",44,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629595475630387379,744660160,獨立工作室 雙人床雅房 民生社區/民生東路圓環/月租/便利店/美食/洗衣機/廚房,松山區,Private room,$969.00,89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629773866966332262,748175706,西門商圈/西門捷運站1分鐘/電梯大樓/6-10p,萬華區,Entire home/apt,"$7,692.50",70,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629795063517407772,748175706,Taipei trip /電梯大樓/全新裝潢/6-12p,萬華區,Entire home/apt,"$4,621.77",73,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629814560780073946,748175706,西門시먼/電梯大樓/Ximen MRT 3 mins/6-12p,萬華區,Entire home/apt,"$5,658.09",75,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629835497733259728,748175706,西門町시먼/ Ximen MRT(3min)/家樂福(4min)/電梯大樓/6-14p,萬華區,Entire home/apt,"$5,420.59",87,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629851066608344069,748175706,西門시먼/ Ximen MRT(5min)/電梯大樓/7-16p,萬華區,Entire home/apt,"$6,102.50",60,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1629903120300561218,667998734,西門捷運站旁社區安靜套房 有陽台通風好/交通便利/吃喝玩樂都在旁邊,萬華區,Entire home/apt,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1630481125932837793,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,190.00",28,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1632202280659500113,718389297,晉江街包棟整棟獨享 靠近師大古亭商圈 溫馨北歐風,中正區,Private room,"$8,502.23",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1633226010890868211,749308399,Taipei Ximending MRT 西門町/捷運五分鐘/大窗景雙床房/電梯/1-4人自助入住,萬華區,Entire home/apt,"$1,617.19",57,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1633286040105628696,308888773,Ximen西門站600公尺／高級新裝潢／全屋智能配備／雙面旋轉電視／洗衣烘衣機／溫馨奶油風格1-4人,萬華區,Entire home/apt,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1633385506234127701,232653869,Taipei 101 Serene View Stay 台北101靜謐景觀居,信義區,Entire home/apt,"$1,427.00",82,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1633733480443579340,740500311,Cozy 2BR Apartment with Living Room & Mini Kitchen,萬華區,Private room,"$5,136.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1633742559782707640,740500311,"Cozy room, 3 min walk to MRT Ximending Station.",萬華區,Private room,"$1,826.00",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1634449063743656981,26288480,Taipei 101 Getaway Club｜Free Parking・Chill & Fun,大安區,Entire home/apt,"$10,424.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1634641715276321025,703253577,101/西門町/最適合4~6人入住/全新裝潢/距離地鐵站700公尺/冷暖氣/WiFi,信義區,Entire home/apt,"$3,743.33",57,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635395445347546211,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Entire home/apt,"$1,727.67",79,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635442558803081820,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,161.49",44,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635450744839079227,745455109,7 Min MRT｜Private Ensuite Room｜Monthly Stay,中正區,Private room,"$1,316.35",60,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635459542805809041,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,939.61",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635473107431866898,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,640.86",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635490629557446483,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$2,200.67",78,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635514073628577119,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,156.40",62,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635518712349832911,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$2,634.86",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635528583717466350,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$1,566.49",80,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635552429704484631,745455109,Renovated Ensuite Room｜Near NTU｜Monthly Stay,中正區,Private room,"$2,033.58",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1635584533635909920,1545288,Casa de Clare -stylish stay at the heart of Taipei,大同區,Entire home/apt,"$1,832.04",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1636297444865502622,586772997,精品時尚設計大面落地窗採光佳近捷運舒適雙人房,大安區,Private room,$185.13,28,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1637393828348185919,45999312,現代木質調靜謐公寓/西門町、龍山寺、華西街夜市、台北101/2-4PP/1樓/步行3分鐘MRT,萬華區,Entire home/apt,"$3,660.17",51,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1638101488157592014,507252734,+Zephyr｜免爬樓梯｜1樓獨立大空間．捷運台電大樓站2號出口步行5分鐘｜師大商圈｜自來水博物館,大安區,Entire home/apt,"$10,731.80",38,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1638971392626365459,750791422,Minimalist Dorm Suite near Yongkang Street R203,大安區,Entire home/apt,"$1,321.33",31,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1639114545307830926,719435145,5-Min Walk to Ximending/Entire Home/8 Rooms,萬華區,Entire home/apt,"$13,531.00",83,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1639487203735296930,748138491,"台北4~6人，西門站步行5分鐘,高樓層有電梯",萬華區,Entire home/apt,"$3,901.50",85,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1639556957783164998,748138491,夏天:西門站步行約5分鐘，高樓層，有電梯,萬華區,Entire home/apt,"$1,754.00",73,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1639714929402627182,748138491,沐詩:西門站步行3分鐘，有電梯,萬華區,Entire home/apt,"$2,273.00",72,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1639770749704870114,433431202,哈利路亞! 東區智慧便利捷運宅/步行5分鐘捷運站/1- 5人/簡易廚房大窗台可洗晾衣,松山區,Entire home/apt,"$2,474.00",44,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1639785721196721607,671394928,sound engineer『台北101』『MRT』『GYM』『夜市』『24hrs 超市』『象山』,信義區,Entire home/apt,"$3,492.00",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1640466546360547453,750791422,The Library Suite | Quiet near Dongmen MRT R303,大安區,Entire home/apt,"$1,573.33",19,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1641075957085346829,750791422,The Canvas Suite | Clean Modern Solo Stay R201,大安區,Entire home/apt,"$1,633.33",22,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1641271431445826619,750791422,Family Balcony Suite | 6-Min to Dongmen MRT R301,大安區,Entire home/apt,"$2,072.00",48,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1641934172248508941,432987140,台大周邊溫馨小窩（1個月起租）,大安區,Private room,$685.83,38,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1642503688743018079,8562393,Stay a Bit • near MRT • Private Room | 其途,中山區,Private room,"$1,319.20",66,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1642582907977181950,10339335,*新落成*松菸大巨蛋2-4人房*1房1衛*房價優惠中<MRT南京三民站6min>,松山區,Entire home/apt,"$3,204.50",80,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1642584822645709781,10339335,*新落成*松菸大巨蛋6-10人房*3房2廳2衛*房價優惠中<MRT南京三民站6 min>,松山區,Entire home/apt,"$7,836.00",80,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1642596746335589442,129158967,夕陽河景豪宅｜靜謐便利｜西門町｜歡迎月租,萬華區,Entire home/apt,"$1,934.23",0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1642703074644445452,10339335,松菸大巨蛋4-6人房*2房1廳*新落成*房價優惠中<MRT南京三民站6min>,松山區,Entire home/apt,"$3,721.00",81,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1643080160428297928,718389297,台電大樓捷運出口｜溫馨3人房｜公館商圈步行3分｜好友家人獨享半包棟,中正區,Private room,"$3,378.00",89,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1643287682720634539,750791422,Sunlight Family Studio | Private Sky Deck R401,大安區,Entire home/apt,"$1,982.00",45,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1643291585984159157,671394928,Arctic fox『台北101』『MRT』『GYM』『夜市』『24hrs 超市與超商』『象山』,信義區,Entire home/apt,"$2,488.90",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1643297957271715723,750791422,Active Group Room | 4 Single Bunks + MRT R402,大安區,Entire home/apt,"$1,820.00",45,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1643357078285701143,750791422,Private Group Loft | 4 Single Bunks + MRT R502,大安區,Entire home/apt,,0,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1643380262842108682,750791422,Minimalist Double | Quiet Workspace + MRT R302,大安區,Entire home/apt,"$1,807.33",26,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
1643871411104506547,433431202,Love story of Taiwan 1-4人可炊煮洗晾衣，近超市近捷運/舒適智慧高速網路,松山區,Entire home/apt,"$2,498.67",90,2026年6/7月新上架房源，歷史資料(2025)中查無此 host_id 之 host_since 紀錄 (真實新房東/冷啟動)
