osm_type,osm_id,name,tourism_type,latitude,longitude
way,74144722,有徠精品汽車旅館,motel,25.0562626,121.5967016
way,75045157,探索頂級旅館,motel,25.0555277,121.5972748
way,131648691,北投會館捷之旅,hotel,25.1346097,121.4835475
way,137077760,君悅酒店,hotel,25.0353019,121.5626348
way,146870024,JR東日本大飯店 台北,hotel,25.0523668,121.5415088
way,155814556,茹曦酒店,hotel,25.0526987,121.5481227
way,160703408,台北凱撒大飯店,hotel,25.0461063,121.5164075
way,173165154,維多麗亞酒店,hotel,25.0842878,121.5590715
way,174941752,日光行館,guest_house,25.1986003,121.4725173
way,187920919,台北星美休閒飯店,hotel,25.0845526,121.5212791
way,191757841,捷絲旅,hotel,25.0134657,121.536363
way,198162010,天成文旅華山町,hotel,25.0434821,121.5303915
way,199077926,八煙溫泉會館,hotel,25.2028061,121.5923451
way,203723646,台北晶華酒店,hotel,25.0541836,121.5243123
way,223069048,別府旅館 (水紗蓮汽車旅館),hotel,25.1370827,121.5046344
way,223069050,天月旅館,hotel,25.1372343,121.5053597
way,223253470,麗敦精緻旅店,hotel,25.1024749,121.5214739
way,228885786,陽明山水,hotel,25.2064965,121.5940159
way,228885789,金湧泉SPA溫泉會館,hotel,25.2168439,121.6439525
way,232562862,相鐵Grand Fresa台北西門,hotel,25.0415919,121.5086472
way,232674052,福華飯店,hotel,25.0374747,121.5430682
way,236271553,長春商務旅館,hotel,25.0540525,121.5455444
way,238513441,美麗信花園酒店,hotel,25.0451001,121.5372998
way,238556765,老爺會館台北林森,hotel,25.0496799,121.5249441
way,238572687,福華文教會館,hotel,25.0237201,121.5338781
way,238842259,百樂匯溫泉飯店,hotel,25.1363367,121.5089063
way,240610341,薇星景觀汽車旅館,motel,25.0536368,121.6641582
way,244386582,天成大飯店,hotel,25.0463522,121.5183379
way,244636889,台北大倉久和大飯店,hotel,25.0525191,121.5233831
way,247678969,兄弟飯店,hotel,25.052201,121.5445864
